QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
AnnotationServer,"(0.4932071169884557, 'Remote')","(0.5080459562213463, 'Hypothesis')","(0.5106905820314963, 'ScienceDirect')","(0.5854842688247237, 'Hosting')","(0.6020619755404519, 'MoodleProvider')","(0.6675968475345173, 'URL')","(0.6805154024022482, 'WebAnnotationClient')","(0.6824359046009798, 'Alphabetical')","(0.6824359046009798, 'Number')","(0.6824588092626906, 'MoodleResourceBased')","(0.6857534311086833, 'Date')","(0.6861694110914401, 'HTML')","(0.6874384555400705, 'Export')","(0.6875858214510913, 'PDF')","(0.6883816713633991, 'AnnotationList')","(0.6886383240028128, 'Canvas')","(0.6886383240028128, 'LastAnnotation')","(0.6886383240028977, 'Assessing')","(0.6887201055423162, 'TXT')","(0.6891811277264028, 'MoodleComment')","(0.6891947015360759, 'SentimentAnalysis')","(0.6892385491346684, 'URN')","(0.6894034241264353, 'Categorize')","(0.689469451995165, 'TextSummary')","(0.6897280785493725, 'JSON')","(0.6899387365741179, 'Dropbox')","(0.6900578218078559, 'Commenting')","(0.6903465680397828, 'Autocomplete')","(0.6904416094350594, 'MoodleConsumer')","(0.6905341808477377, 'AnnotatedPDF')","(0.6905710308898922, 'Neo4J')","(0.6905897065921283, 'DOI')","(0.6906086750109229, 'Delete')","(0.6906086750109229, 'Update')","(0.6906179803285937, 'Create')","(0.6906362465093798, 'SuggestedLiterature')","(0.6906795867214017, 'Selector')","(0.6907132332453865, 'ACM')","(0.6907292854201814, 'Springer')","(0.6908567505669965, 'ImportAnnotations')","(0.6909078136423698, 'Replying')","(0.6909810800441536, 'DeleteAll')","(0.6910223306477902, 'MoodleReport')","(0.6910942718149735, 'Classifying')","(0.6911447849323973, 'PreviousAssignments')","(0.6912836980381574, 'MoodleResource')","(0.6913336778081816, 'SidebarNavigation')","(0.6913731229728428, 'UserFilter')","(0.6915851172779246, 'ImportCodebook')","(0.6915861370341876, 'Codebook')","(0.6916078001265635, 'BrowserStorage')","(0.6916618627017839, 'GoogleSheetConsumer')","(0.6916953955997442, 'Multivalued')","(0.6917662361816419, 'RenameCodebook')","(0.6917785629450622, 'CodebookDelete')","(0.6917923241290648, 'ExportCodebook')","(0.6918896479187198, 'BuiltIn')","(0.6920547144414214, 'ApplicationBased')","(0.6921619830825072, 'GoogleSheetProvider')","(0.6921843703036176, 'Manual')","(0.692264177660896, 'Hierarchy')","(0.6924660554155052, 'CodebookUpdate')","(1, 'AnnotationServer')"
Hierarchy,"(0.05398191534700964, 'Export')","(0.20793376387008974, 'CodebookUpdate')","(0.22412093351717338, 'Date')","(0.2281712689146873, 'Classifying')","(0.23050885248590267, 'Codebook')","(0.24377992043686417, 'Multivalued')","(0.27617171417812886, 'SidebarNavigation')","(0.31288229006703017, 'Autocomplete')","(0.3285214400263469, 'Selector')","(0.43622850899791915, 'Replying')","(0.4402472716523662, 'Alphabetical')","(0.4402472716523662, 'Number')","(0.45955882875678966, 'ImportAnnotations')","(0.4725818833211587, 'MoodleReport')","(0.49401694423531906, 'ImportCodebook')","(0.5028399661986782, 'BuiltIn')","(0.5375023052173074, 'Remote')","(0.6044234666363753, 'ExportCodebook')","(0.6177406635707979, 'HTML')","(0.625238520415361, 'SentimentAnalysis')","(0.6261172951340583, 'PDF')","(0.6301364179983897, 'MoodleProvider')","(0.6333886725715523, 'Commenting')","(0.6394522046529029, 'URL')","(0.6406431759567868, 'TXT')","(0.641987772570219, 'URN')","(0.6467401172449692, 'Categorize')","(0.6471966007730887, 'Delete')","(0.6471966007730887, 'Update')","(0.647206057934731, 'Create')","(0.6478967956474382, 'UserFilter')","(0.6504568070102774, 'DeleteAll')","(0.656415011038952, 'JSON')","(0.6646588502428439, 'AnnotatedPDF')","(0.6690891112131556, 'WebAnnotationClient')","(0.6697790323420265, 'CodebookDelete')","(0.6736594445869725, 'MoodleResourceBased')","(0.6870688384786076, 'AnnotationList')","(0.6875780419841941, 'Canvas')","(0.6875780419841941, 'LastAnnotation')","(0.6875780419842337, 'Assessing')","(0.6886037386842598, 'MoodleComment')","(0.6891148718761999, 'TextSummary')","(0.6898866995344959, 'Dropbox')","(0.6907127969958957, 'MoodleConsumer')","(0.6908144857657814, 'DOI')","(0.6908686212665571, 'ScienceDirect')","(0.6908739839536882, 'SuggestedLiterature')","(0.6908783777664222, 'Neo4J')","(0.6909703798226242, 'ACM')","(0.6909901615100085, 'Springer')","(0.6914874433013285, 'PreviousAssignments')","(0.6916493176457155, 'MoodleResource')","(0.6917762884681778, 'Hosting')","(0.6919174105384869, 'BrowserStorage')","(0.69198099120043, 'GoogleSheetConsumer')","(0.6920568821334273, 'RenameCodebook')","(0.6920820620454003, 'Hypothesis')","(0.692264177660896, 'AnnotationServer')","(0.6922959186472404, 'ApplicationBased')","(0.6923950586311047, 'GoogleSheetProvider')","(0.6924266535316592, 'Manual')","(1, 'Hierarchy')"
MoodleReport,"(0.20698393067009915, 'MoodleComment')","(0.2386051614882595, 'MoodleResourceBased')","(0.2504172742598456, 'MoodleResource')","(0.2933504724820082, 'Autocomplete')","(0.3125732873822049, 'SidebarNavigation')","(0.3426330011395238, 'ImportAnnotations')","(0.3789444182390462, 'Multivalued')","(0.38518956245754377, 'MoodleConsumer')","(0.3940815801110171, 'MoodleProvider')","(0.40745140194192553, 'Classifying')","(0.4078021469581409, 'DeleteAll')","(0.41038032562972243, 'JSON')","(0.4123264062249404, 'AnnotatedPDF')","(0.458496600286289, 'Export')","(0.46064758644524156, 'Replying')","(0.4725818833211587, 'Hierarchy')","(0.4855138902293126, 'AnnotationList')","(0.48594980613523997, 'Canvas')","(0.48594980613523997, 'LastAnnotation')","(0.487541837795768, 'TextSummary')","(0.4892208162416659, 'Selector')","(0.49317446812264165, 'Delete')","(0.49317446812264165, 'Update')","(0.4931970903558974, 'Create')","(0.49503137890696175, 'UserFilter')","(0.5034224704594771, 'Alphabetical')","(0.5034224704594771, 'Number')","(0.5713779458650772, 'Remote')","(0.572239688510193, 'SentimentAnalysis')","(0.5738495646320957, 'Codebook')","(0.5921220357051119, 'Assessing')","(0.5977526772768984, 'SuggestedLiterature')","(0.6036948214894675, 'Categorize')","(0.6091865812618695, 'URL')","(0.6098942081678571, 'Commenting')","(0.6238185787212164, 'ExportCodebook')","(0.6244974594377253, 'CodebookDelete')","(0.6246924430121046, 'TXT')","(0.6337143834009118, 'BuiltIn')","(0.6390827145019078, 'PDF')","(0.6420896421091221, 'ImportCodebook')","(0.6434923451233995, 'GoogleSheetConsumer')","(0.6515024954776008, 'WebAnnotationClient')","(0.669854204363401, 'Date')","(0.6713443573268443, 'HTML')","(0.6823760990417111, 'URN')","(0.6848175496048815, 'Dropbox')","(0.6869198680550788, 'Neo4J')","(0.6869942932811925, 'DOI')","(0.6870528918498673, 'ScienceDirect')","(0.6873907822585221, 'ACM')","(0.6874418230555774, 'Springer')","(0.6887041817942801, 'PreviousAssignments')","(0.6895342857612818, 'Hosting')","(0.6900159703552051, 'BrowserStorage')","(0.6904176274163724, 'Hypothesis')","(0.6904235752290433, 'RenameCodebook')","(0.6910223306477902, 'AnnotationServer')","(0.6911122443637339, 'ApplicationBased')","(0.6912998335191927, 'Manual')","(0.6913031396263982, 'GoogleSheetProvider')","(0.6919244614920419, 'CodebookUpdate')","(1, 'MoodleReport')"
MoodleResource,"(0.07400015989984401, 'MoodleComment')","(0.13537939270720487, 'MoodleResourceBased')","(0.2504172742598456, 'MoodleReport')","(0.2523370595259965, 'MoodleConsumer')","(0.27031944106698297, 'MoodleProvider')","(0.4605762402188578, 'Neo4J')","(0.46460484970209426, 'Autocomplete')","(0.5020936086063883, 'WebAnnotationClient')","(0.5076801138761823, 'Hypothesis')","(0.5474622204587712, 'Remote')","(0.5610832020903088, 'RenameCodebook')","(0.5637528458155727, 'CodebookDelete')","(0.5764220877660504, 'ExportCodebook')","(0.5781094639394893, 'Manual')","(0.6309493327478533, 'PreviousAssignments')","(0.6360793294034575, 'Replying')","(0.6366766983451928, 'URL')","(0.6424448856271352, 'ImportCodebook')","(0.6638345389881075, 'Selector')","(0.6686066037393303, 'Alphabetical')","(0.6686066037393303, 'Number')","(0.6736048992078187, 'CodebookUpdate')","(0.6763075856393193, 'Date')","(0.6772945258205959, 'HTML')","(0.6803343933093993, 'Export')","(0.6806860307432643, 'PDF')","(0.6826461031674997, 'AnnotationList')","(0.6832784614515139, 'Canvas')","(0.6832784614515139, 'LastAnnotation')","(0.6832784614517369, 'Assessing')","(0.6834666998095256, 'TXT')","(0.6846492771677442, 'SentimentAnalysis')","(0.6847580235011069, 'URN')","(0.685161319205393, 'Categorize')","(0.6853384310825044, 'TextSummary')","(0.685967205952593, 'JSON')","(0.6865038795649065, 'Dropbox')","(0.6867910519875189, 'Commenting')","(0.6879605080749105, 'AnnotatedPDF')","(0.6881037185378591, 'DOI')","(0.6881425728216145, 'ScienceDirect')","(0.6881496927592693, 'Delete')","(0.6881496927592693, 'Update')","(0.6881722272100084, 'Create')","(0.688216424556269, 'SuggestedLiterature')","(0.6884021295554265, 'ACM')","(0.6884407265844932, 'Springer')","(0.6887121418958843, 'ImportAnnotations')","(0.6890161908881081, 'DeleteAll')","(0.6892556616370822, 'Classifying')","(0.6898037928949758, 'SidebarNavigation')","(0.6899395521511729, 'UserFilter')","(0.6900652340446702, 'Hosting')","(0.6903462345309823, 'Codebook')","(0.6904526497173338, 'BrowserStorage')","(0.6905494914526742, 'GoogleSheetConsumer')","(0.6906188593488227, 'Multivalued')","(0.6909418474010176, 'BuiltIn')","(0.6912836980381574, 'AnnotationServer')","(0.691359515405356, 'ApplicationBased')","(0.6915288721306491, 'GoogleSheetProvider')","(0.6916493176457155, 'Hierarchy')","(1, 'MoodleResource')"
Selector,"(0.11033621544776359, 'Replying')","(0.17409644381289746, 'HTML')","(0.21738913472059573, 'PDF')","(0.2190566750855244, 'SentimentAnalysis')","(0.22229267416810447, 'Commenting')","(0.2637042262485698, 'Autocomplete')","(0.30223233642492464, 'SidebarNavigation')","(0.3285214400263469, 'Hierarchy')","(0.3524119448623486, 'TXT')","(0.37213125948605363, 'Classifying')","(0.37303193005149937, 'Categorize')","(0.411335230901551, 'Export')","(0.43072261810938345, 'URN')","(0.46949987657872494, 'Date')","(0.47093346394555435, 'Codebook')","(0.4750163322538863, 'CodebookUpdate')","(0.4892208162416659, 'MoodleReport')","(0.49198720972845345, 'ImportAnnotations')","(0.49791048784200587, 'Multivalued')","(0.5049610900604025, 'Remote')","(0.5084670258791554, 'Delete')","(0.5084670258791554, 'Update')","(0.5084981026750824, 'Create')","(0.510947716118527, 'UserFilter')","(0.5266840219412542, 'DeleteAll')","(0.5504313425614918, 'ImportCodebook')","(0.5555491923861362, 'BuiltIn')","(0.5594821494553245, 'Alphabetical')","(0.5594821494553245, 'Number')","(0.5621703652351532, 'Assessing')","(0.5643525408300127, 'JSON')","(0.5691870534723041, 'SuggestedLiterature')","(0.5775064147617671, 'CodebookDelete')","(0.5811124924284397, 'MoodleProvider')","(0.5971623264376442, 'ExportCodebook')","(0.5974561662882195, 'URL')","(0.6052878212462447, 'AnnotatedPDF')","(0.6389261110823754, 'RenameCodebook')","(0.6439323383019864, 'WebAnnotationClient')","(0.6448947145208059, 'Manual')","(0.6515191922331052, 'MoodleResourceBased')","(0.6541933643494222, 'Neo4J')","(0.6543290715242411, 'MoodleConsumer')","(0.6598079910202196, 'PreviousAssignments')","(0.6638345389881075, 'MoodleResource')","(0.6761531467163341, 'AnnotationList')","(0.6772772945698577, 'Canvas')","(0.6772772945698577, 'LastAnnotation')","(0.6796602303578165, 'MoodleComment')","(0.6809240476491296, 'TextSummary')","(0.6829638883651508, 'Dropbox')","(0.6857035028212259, 'DOI')","(0.6857557659907852, 'ScienceDirect')","(0.6862026149382233, 'ACM')","(0.6862668225229951, 'Springer')","(0.6888539277802889, 'Hosting')","(0.6894677470248577, 'BrowserStorage')","(0.6895856558685078, 'GoogleSheetConsumer')","(0.6899258893560327, 'Hypothesis')","(0.6906795867214017, 'AnnotationServer')","(0.6907861341541461, 'ApplicationBased')","(0.6909767993277227, 'GoogleSheetProvider')","(1, 'Selector')"
DOI,"(0.0005750435631819171, 'Dropbox')","(0.039815472333816285, 'ScienceDirect')","(0.19892189004705924, 'TXT')","(0.26440417179931114, 'MoodleConsumer')","(0.36081537557034626, 'PDF')","(0.6459388060222747, 'URL')","(0.6581522455016147, 'Replying')","(0.6631305721338829, 'WebAnnotationClient')","(0.6660646136635777, 'Alphabetical')","(0.6660646136635777, 'Number')","(0.6662148628808985, 'MoodleResourceBased')","(0.6722300231301452, 'Date')","(0.6731021196642, 'HTML')","(0.6758924903890648, 'Export')","(0.678504156632632, 'AnnotationList')","(0.6792434441489927, 'Canvas')","(0.6792434441489927, 'LastAnnotation')","(0.6792434441495045, 'Assessing')","(0.6808428901648368, 'SentimentAnalysis')","(0.6809066161686379, 'MoodleComment')","(0.6809822273196884, 'URN')","(0.6814220764090324, 'Categorize')","(0.6818473915270916, 'TextSummary')","(0.6823734959974299, 'Remote')","(0.6825149126921388, 'JSON')","(0.683776751330057, 'Commenting')","(0.6843924268278471, 'Autocomplete')","(0.6854654809944516, 'Neo4J')","(0.6855201165347138, 'AnnotatedPDF')","(0.6857035028212259, 'Selector')","(0.6858885438441067, 'Delete')","(0.6858885438441067, 'Update')","(0.6859226917296286, 'Create')","(0.6859897142681447, 'SuggestedLiterature')","(0.686271950735929, 'ACM')","(0.686330724372658, 'Springer')","(0.6864876440963036, 'ImportAnnotations')","(0.6869942932811925, 'MoodleReport')","(0.6870430560382412, 'DeleteAll')","(0.687266600551008, 'Classifying')","(0.6877271766396214, 'PreviousAssignments')","(0.6881037185378591, 'MoodleResource')","(0.6881572983905586, 'SidebarNavigation')","(0.6886167541940609, 'UserFilter')","(0.6887284088050107, 'Hosting')","(0.688850622198097, 'ImportCodebook')","(0.6889610548363794, 'Codebook')","(0.6893852134617404, 'BrowserStorage')","(0.6894502578305994, 'GoogleSheetConsumer')","(0.689549071340366, 'Multivalued')","(0.6896952923850772, 'ExportCodebook')","(0.6897647533548398, 'BuiltIn')","(0.6897801118383087, 'Hypothesis')","(0.6897920537314495, 'CodebookDelete')","(0.6898747893434205, 'RenameCodebook')","(0.6902709806763652, 'MoodleProvider')","(0.6905897065921283, 'AnnotationServer')","(0.6906963758585467, 'ApplicationBased')","(0.6907305434447697, 'Manual')","(0.6908144857657814, 'Hierarchy')","(0.6908299473784598, 'GoogleSheetProvider')","(0.6915781255603184, 'CodebookUpdate')","(1, 'DOI')"
Categorize,"(0.10049834608611563, 'Commenting')","(0.14025736882059486, 'Assessing')","(0.14565841092489218, 'SuggestedLiterature')","(0.2990025529855028, 'TXT')","(0.30672386674198976, 'URN')","(0.3382520797178375, 'PDF')","(0.37303193005149937, 'Selector')","(0.4172369461252825, 'HTML')","(0.42436714346261206, 'Classifying')","(0.43333229288171843, 'ACM')","(0.4334254755246456, 'Springer')","(0.4414382415001176, 'Hosting')","(0.44591513907549984, 'SentimentAnalysis')","(0.4639949573446218, 'Autocomplete')","(0.4788261315344227, 'SidebarNavigation')","(0.4797955441617045, 'Replying')","(0.541689324033603, 'MoodleProvider')","(0.5487912942489687, 'Neo4J')","(0.5884295578835992, 'URL')","(0.6036948214894675, 'MoodleReport')","(0.6146808585223682, 'Manual')","(0.6289058686463607, 'WebAnnotationClient')","(0.6359867257852696, 'Alphabetical')","(0.6359867257852696, 'Number')","(0.6363711992437197, 'MoodleResourceBased')","(0.6467401172449692, 'Hierarchy')","(0.6509842426821627, 'Date')","(0.6597511837126566, 'Export')","(0.6659019275692041, 'AnnotationList')","(0.6675961899781182, 'Canvas')","(0.6675961899781182, 'LastAnnotation')","(0.6713264157473549, 'MoodleComment')","(0.6733774512392966, 'TextSummary')","(0.6741845010712035, 'Remote')","(0.6746293514078375, 'JSON')","(0.6767749232793037, 'Dropbox')","(0.6794770510031556, 'MoodleConsumer')","(0.6807335779872361, 'AnnotatedPDF')","(0.6812543959838115, 'ScienceDirect')","(0.6814220764090324, 'DOI')","(0.6815527671009757, 'Delete')","(0.6815527671009757, 'Update')","(0.6816167308234076, 'Create')","(0.682203636475345, 'ImportAnnotations')","(0.6833507223538079, 'DeleteAll')","(0.6846962142600793, 'PreviousAssignments')","(0.685161319205393, 'MoodleResource')","(0.6859818712081008, 'ImportCodebook')","(0.6863268581197595, 'Codebook')","(0.6863514564205, 'UserFilter')","(0.687425405370717, 'BuiltIn')","(0.6875144465699545, 'GoogleSheetConsumer')","(0.6875836930789465, 'BrowserStorage')","(0.6876403136857259, 'ExportCodebook')","(0.6876589868297578, 'Multivalued')","(0.687985479470973, 'Hypothesis')","(0.6880162110993155, 'CodebookDelete')","(0.6883400657403155, 'RenameCodebook')","(0.6894034241264353, 'AnnotationServer')","(0.6895111262241401, 'GoogleSheetProvider')","(0.6895577966638815, 'ApplicationBased')","(0.6906134822636975, 'CodebookUpdate')","(1, 'Categorize')"
ExportCodebook,"(0.14681051047845628, 'RenameCodebook')","(0.1659180809180107, 'CodebookDelete')","(0.25941985077887064, 'Manual')","(0.2787753048836605, 'ImportCodebook')","(0.343657303840047, 'Alphabetical')","(0.343657303840047, 'Number')","(0.3783398172613036, 'ImportAnnotations')","(0.4729460368071702, 'Autocomplete')","(0.49042036252582033, 'JSON')","(0.4920948204107999, 'Classifying')","(0.5014710907681303, 'Neo4J')","(0.5091703006356992, 'MoodleConsumer')","(0.541431222793689, 'PreviousAssignments')","(0.5484452132078456, 'BuiltIn')","(0.5764220877660504, 'MoodleResource')","(0.5825093503644638, 'Multivalued')","(0.5886492871784773, 'Export')","(0.5938260044759351, 'SidebarNavigation')","(0.5968387289572594, 'MoodleProvider')","(0.5971623264376442, 'Selector')","(0.6044234666363753, 'Hierarchy')","(0.6238185787212164, 'MoodleReport')","(0.6299975643558089, 'Replying')","(0.6310300568131544, 'Codebook')","(0.6411515719584242, 'URL')","(0.6595189868534914, 'CodebookUpdate')","(0.6687337305854881, 'WebAnnotationClient')","(0.6729594502631575, 'MoodleResourceBased')","(0.6800989175933214, 'Date')","(0.6809903011631392, 'HTML')","(0.6840224119996393, 'PDF')","(0.685606402097981, 'AnnotationList')","(0.686119264236246, 'Canvas')","(0.686119264236246, 'LastAnnotation')","(0.6861192642363529, 'Assessing')","(0.6863259493217869, 'TXT')","(0.6871782465900833, 'MoodleComment')","(0.6872254951078463, 'SentimentAnalysis')","(0.6873094061996702, 'URN')","(0.6876403136857259, 'Categorize')","(0.687723741030597, 'TextSummary')","(0.6882930298676537, 'Remote')","(0.6885808999268623, 'Dropbox')","(0.6888102773129064, 'Commenting')","(0.689617851656101, 'AnnotatedPDF')","(0.6896952923850772, 'DOI')","(0.6897263294635128, 'Delete')","(0.6897263294635128, 'Update')","(0.6897405467388086, 'ScienceDirect')","(0.6897415244170717, 'Create')","(0.6897712926510746, 'SuggestedLiterature')","(0.6898958922049916, 'ACM')","(0.6899216951631214, 'Springer')","(0.690339722996271, 'DeleteAll')","(0.6909060379237016, 'UserFilter')","(0.6910042798538999, 'Hosting')","(0.6912406333111512, 'BrowserStorage')","(0.6913206391811619, 'GoogleSheetConsumer')","(0.6914780713995956, 'Hypothesis')","(0.6917923241290648, 'AnnotationServer')","(0.691843800265139, 'ApplicationBased')","(0.6919831637865046, 'GoogleSheetProvider')","(1, 'ExportCodebook')"
Springer,"(3.0487864330865284e-07, 'ACM')","(0.01927074367427655, 'Hosting')","(0.09657465249388136, 'URN')","(0.4126026390354544, 'Neo4J')","(0.4334254755246456, 'Categorize')","(0.5012774182114229, 'MoodleProvider')","(0.5596561622638742, 'Manual')","(0.6489908524240473, 'URL')","(0.6655094928608382, 'WebAnnotationClient')","(0.6682849248547561, 'Alphabetical')","(0.6682849248547561, 'Number')","(0.6684150433772309, 'MoodleResourceBased')","(0.6740071628809211, 'Date')","(0.6748089513648923, 'HTML')","(0.6773676048938517, 'Export')","(0.6776226164814414, 'PDF')","(0.6797275652868567, 'AnnotationList')","(0.6803954447854559, 'Canvas')","(0.6803954447854559, 'LastAnnotation')","(0.680395444805455, 'Assessing')","(0.6804284351216032, 'TXT')","(0.6818449830443196, 'SentimentAnalysis')","(0.6818953604032367, 'MoodleComment')","(0.682742975563457, 'TextSummary')","(0.6832445041799975, 'Remote')","(0.6833592967211417, 'JSON')","(0.6841968254330708, 'Dropbox')","(0.684490584412854, 'Commenting')","(0.6850829563185519, 'Autocomplete')","(0.6856023565590156, 'MoodleConsumer')","(0.6860678789392879, 'AnnotatedPDF')","(0.6862668225229951, 'Selector')","(0.6863190299680183, 'ScienceDirect')","(0.686330724372658, 'DOI')","(0.6863939603711218, 'Delete')","(0.6863939603711218, 'Update')","(0.6864249860513552, 'Create')","(0.6864858939165722, 'SuggestedLiterature')","(0.6869691551640768, 'ImportAnnotations')","(0.6870945948156453, 'Replying')","(0.6874418230555774, 'MoodleReport')","(0.6874662408175257, 'DeleteAll')","(0.6876896970977542, 'Classifying')","(0.6880828563810946, 'PreviousAssignments')","(0.6884407265844932, 'MoodleResource')","(0.6885029904589115, 'SidebarNavigation')","(0.6888909847934603, 'UserFilter')","(0.6891591639994477, 'ImportCodebook')","(0.6892496867022456, 'Codebook')","(0.6896029753831501, 'BrowserStorage')","(0.6896755152182139, 'GoogleSheetConsumer')","(0.6897681360826042, 'Multivalued')","(0.6899216951631214, 'ExportCodebook')","(0.6899855759085975, 'Hypothesis')","(0.6899959127074178, 'CodebookDelete')","(0.6900106615706324, 'BuiltIn')","(0.6900591311307251, 'RenameCodebook')","(0.6907292854201814, 'AnnotationServer')","(0.69082972286694, 'ApplicationBased')","(0.6909734242051927, 'GoogleSheetProvider')","(0.6909901615100085, 'Hierarchy')","(0.6916791921356046, 'CodebookUpdate')","(1, 'Springer')"
Canvas,"(0.00010319088841471448, 'AnnotationList')","(0.0010812139233232017, 'TextSummary')","(0.04851707481281674, 'AnnotatedPDF')","(0.2507757523176437, 'JSON')","(0.39507919794777013, 'SentimentAnalysis')","(0.4272979146552426, 'DeleteAll')","(0.47787182896094393, 'ImportAnnotations')","(0.48594980613523997, 'MoodleReport')","(0.5863532939664827, 'URL')","(0.6011114968807574, 'GoogleSheetConsumer')","(0.6195393751586306, 'WebAnnotationClient')","(0.6261332403225561, 'Alphabetical')","(0.6261332403225561, 'Number')","(0.626769807042717, 'MoodleResourceBased')","(0.6422994708379866, 'Date')","(0.6446992935751452, 'HTML')","(0.6522997331513843, 'Export')","(0.6528819271618894, 'PDF')","(0.6616459304146316, 'TXT')","(0.6621104175256067, 'Assessing')","(0.6666742228837101, 'URN')","(0.6667533559892891, 'MoodleComment')","(0.6675961899781182, 'Categorize')","(0.6695469684953421, 'Remote')","(0.6735368845612975, 'Dropbox')","(0.6739564550489248, 'Autocomplete')","(0.6739758061511691, 'Commenting')","(0.6762421010556012, 'MoodleConsumer')","(0.6772772945698577, 'Selector')","(0.6773438936341714, 'Neo4J')","(0.6788313490230176, 'ScienceDirect')","(0.6792434441489927, 'DOI')","(0.6794020575306803, 'Delete')","(0.6794020575306803, 'Update')","(0.6794796424296143, 'Create')","(0.6796044634036695, 'Replying')","(0.6796314990426016, 'SuggestedLiterature')","(0.6802648212893581, 'ACM')","(0.6803954447854559, 'Springer')","(0.6808828315691771, 'Classifying')","(0.6829145981205744, 'SidebarNavigation')","(0.6829518159379742, 'PreviousAssignments')","(0.6832784614515139, 'MoodleResource')","(0.68377185165499, 'ImportCodebook')","(0.6843780364707482, 'Codebook')","(0.684748735856473, 'MoodleProvider')","(0.6849373831652521, 'Hosting')","(0.6851261288576125, 'UserFilter')","(0.6855180237559892, 'BuiltIn')","(0.686119264236246, 'ExportCodebook')","(0.6864283041652863, 'Multivalued')","(0.6865583986366719, 'BrowserStorage')","(0.6867707698495202, 'Hypothesis')","(0.686821955229214, 'CodebookDelete')","(0.6874283614342085, 'RenameCodebook')","(0.6875780419841941, 'Hierarchy')","(0.6877776157531363, 'Manual')","(0.688493079473751, 'GoogleSheetProvider')","(0.6886383240028128, 'AnnotationServer')","(0.6888126072252966, 'ApplicationBased')","(0.6898122225528405, 'CodebookUpdate')","(1, 'Canvas')","(1, 'LastAnnotation')"
UserFilter,"(0.0005860274777622516, 'Create')","(0.0006016328054381, 'Delete')","(0.0006016328054381001, 'Update')","(0.10946511894282998, 'DeleteAll')","(0.33841782315667374, 'JSON')","(0.37689028698515525, 'ImportAnnotations')","(0.39609482488226133, 'Remote')","(0.3986093418423292, 'SidebarNavigation')","(0.4056974042039876, 'Replying')","(0.4938289345628336, 'AnnotatedPDF')","(0.49503137890696175, 'MoodleReport')","(0.510947716118527, 'Selector')","(0.5451924233622236, 'Autocomplete')","(0.5545204641569564, 'CodebookDelete')","(0.5876255951824683, 'Multivalued')","(0.6325358190500702, 'BuiltIn')","(0.6478967956474382, 'Hierarchy')","(0.6603692956246232, 'URL')","(0.6745644564902815, 'WebAnnotationClient')","(0.6767894107461048, 'Alphabetical')","(0.6767894107461048, 'Number')","(0.6768502471553538, 'MoodleResourceBased')","(0.6809664367423439, 'Date')","(0.6815211638820982, 'HTML')","(0.6832575790546718, 'Export')","(0.6834450669651435, 'PDF')","(0.6847175784559832, 'AnnotationList')","(0.6851261288576125, 'Canvas')","(0.6851261288576125, 'LastAnnotation')","(0.6851261288578323, 'Assessing')","(0.6851941971663252, 'TXT')","(0.6860185201553042, 'SentimentAnalysis')","(0.6860260259120581, 'MoodleComment')","(0.6860932793193364, 'URN')","(0.6863514564205, 'Categorize')","(0.6865258196353119, 'TextSummary')","(0.6873738483314151, 'Dropbox')","(0.6875670783106493, 'Commenting')","(0.6882547917104869, 'MoodleConsumer')","(0.6885087271188053, 'Neo4J')","(0.6886167541940609, 'DOI')","(0.6886315131348292, 'ScienceDirect')","(0.6887079766383407, 'SuggestedLiterature')","(0.6888593547962454, 'ACM')","(0.6888909847934603, 'Springer')","(0.6895235280754286, 'Classifying')","(0.6896897916563863, 'PreviousAssignments')","(0.6899395521511729, 'MoodleResource')","(0.6902639288602708, 'Hosting')","(0.6904672833820478, 'ImportCodebook')","(0.6904943189716646, 'Codebook')","(0.6906178747429488, 'BrowserStorage')","(0.6906965122220872, 'GoogleSheetConsumer')","(0.6909060379237016, 'ExportCodebook')","(0.6909078852107333, 'Hypothesis')","(0.6909176999695374, 'RenameCodebook')","(0.6913731229728428, 'AnnotationServer')","(0.6914431344230213, 'ApplicationBased')","(0.6915807337313382, 'MoodleProvider')","(0.6915932086584266, 'Manual')","(0.6915939813990576, 'GoogleSheetProvider')","(0.6921004060397593, 'CodebookUpdate')","(1, 'UserFilter')"
