QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
AnnotationServer,"(0.3988231205029854, 'Remote')","(0.41194277357445597, 'Hypothesis')","(0.42365790449871255, 'Neo4J')","(0.6728637540604765, 'BrowserStorage')","(0.6984368445410299, 'DOI')","(0.6996443570558243, 'ScienceDirect')","(0.7250735157484048, 'TXT')","(0.7336679339424742, 'GoogleSheetProvider')","(0.7430840440986327, 'Manual')","(0.8210507064405986, 'URL')","(0.8221042812426267, 'Alphabetical')","(0.8261859325997074, 'Date')","(0.8262139023927884, 'Number')","(0.8271248407355193, 'HTML')","(0.8280946346773851, 'Export')","(0.8283322866337303, 'Assessing')","(0.8285984636525778, 'PDF')","(0.8291066142744792, 'Canvas')","(0.8291866664972042, 'LastAnnotation')","(0.8296566207875219, 'MoodleComment')","(0.8297662273531715, 'TextSummary')","(0.8299021917860449, 'Categorize')","(0.8299154507079218, 'SentimentAnalysis')","(0.8299441912837605, 'AnnotationList')","(0.8306097924140292, 'URN')","(0.8306338501335554, 'Dropbox')","(0.8307791108661229, 'JSON')","(0.8308011425657196, 'Commenting')","(0.8308253344407334, 'Update')","(0.8309198565952169, 'Create')","(0.830929491919277, 'Autocomplete')","(0.8309330873698147, 'Delete')","(0.830983013349227, 'MoodleConsumer')","(0.8311455370934361, 'SuggestedLiterature')","(0.831179018183382, 'DeleteAll')","(0.8312206330976187, 'ACM')","(0.8313401327283981, 'Selector')","(0.8313576819617401, 'Springer')","(0.831362957115594, 'AnnotatedPDF')","(0.8313988121085741, 'ImportAnnotations')","(0.8314174311227401, 'MoodleReport')","(0.8314951709516815, 'Classifying')","(0.8315249665072122, 'UserFilter')","(0.8315545910046293, 'Replying')","(0.8315710492049166, 'SidebarNavigation')","(0.8316551833945841, 'Codebook')","(0.8316790609616879, 'PreviousAssignments')","(0.831706513713747, 'ImportCodebook')","(0.8317305332063419, 'MoodleResource')","(0.8317850047199861, 'Multivalued')","(0.8318031976171798, 'ExportCodebook')","(0.8318413503010281, 'CodebookDelete')","(0.83185904745673, 'RenameCodebook')","(0.8319032435681017, 'BuiltIn')","(0.831970048301969, 'GoogleSheetConsumer')","(0.8319820294871214, 'ApplicationBased')","(0.8320402181493195, 'Hierarchy')","(0.8321452499627199, 'CodebookUpdate')","(0.8323123254396582, 'MoodleProvider')","(1, 'AnnotationServer')"
Hierarchy,"(0.23291064483905177, 'Multivalued')","(0.2505487539338849, 'CodebookUpdate')","(0.25735969260427216, 'SidebarNavigation')","(0.31855155474984553, 'Date')","(0.46314396028025395, 'Classifying')","(0.542981349501406, 'Export')","(0.5495080089932266, 'Autocomplete')","(0.559455781498304, 'Codebook')","(0.6054564996427128, 'MoodleReport')","(0.6421133049013253, 'Remote')","(0.6943137867062021, 'ImportAnnotations')","(0.7133049374617598, 'Selector')","(0.7208222366934679, 'ImportCodebook')","(0.7277422097474785, 'BuiltIn')","(0.7429676491461611, 'ExportCodebook')","(0.7767729325139076, 'Alphabetical')","(0.7790252620787935, 'Number')","(0.7896696914655087, 'GoogleSheetConsumer')","(0.790493944337815, 'GoogleSheetProvider')","(0.8038873095873242, 'Update')","(0.8039897380629254, 'Create')","(0.8040040183499886, 'Delete')","(0.8046227209144163, 'UserFilter')","(0.8072752060869792, 'DeleteAll')","(0.8156542485752698, 'Replying')","(0.8171961050472456, 'URL')","(0.8187360130145438, 'DOI')","(0.8202004442471498, 'Hypothesis')","(0.823398934760273, 'CodebookDelete')","(0.8254955268951805, 'HTML')","(0.8271860289583334, 'Assessing')","(0.8275594203044438, 'PDF')","(0.8282939283088597, 'Canvas')","(0.8283839427515562, 'LastAnnotation')","(0.8285636095835391, 'TXT')","(0.829040311282347, 'MoodleComment')","(0.8292825987246099, 'TextSummary')","(0.8293814884843588, 'Categorize')","(0.8294532464974186, 'SentimentAnalysis')","(0.8294693427850192, 'AnnotationList')","(0.8303503538206167, 'URN')","(0.8304864295990904, 'Dropbox')","(0.8306062350815856, 'Commenting')","(0.8306063246803361, 'JSON')","(0.8308455865428681, 'MoodleConsumer')","(0.8310730617894806, 'SuggestedLiterature')","(0.8311508064791487, 'ACM')","(0.8312810069643262, 'Neo4J')","(0.8312893433874081, 'ScienceDirect')","(0.8313218774140464, 'Springer')","(0.8313283765071039, 'AnnotatedPDF')","(0.8317093698663031, 'BrowserStorage')","(0.8317462796934944, 'PreviousAssignments')","(0.8317618953329976, 'MoodleResource')","(0.8319027590482014, 'RenameCodebook')","(0.8320315897999678, 'ApplicationBased')","(0.8320402181493195, 'AnnotationServer')","(0.8321004901883527, 'Manual')","(0.8323513037488212, 'MoodleProvider')","(1, 'Hierarchy')"
MoodleReport,"(0.4065887585852458, 'MoodleComment')","(0.40799506804741054, 'MoodleResource')","(0.49923681588122915, 'Multivalued')","(0.5730712532353592, 'Autocomplete')","(0.6054564996427128, 'Hierarchy')","(0.6074974622286275, 'CodebookUpdate')","(0.6143454802690688, 'SidebarNavigation')","(0.6288143286193076, 'Date')","(0.6545900894328064, 'Classifying')","(0.6609166102396428, 'Remote')","(0.6766343087009732, 'Export')","(0.6867724462596658, 'Codebook')","(0.690826697065458, 'ImportAnnotations')","(0.6926214943396076, 'TextSummary')","(0.6952857705618363, 'PreviousAssignments')","(0.6992603987851115, 'LastAnnotation')","(0.7019907856770742, 'Canvas')","(0.7022092274697905, 'AnnotatedPDF')","(0.7199968905963557, 'AnnotationList')","(0.7542284578383294, 'JSON')","(0.7589005726245169, 'ImportCodebook')","(0.7630460231939328, 'BuiltIn')","(0.7640655835999052, 'Selector')","(0.7644851766813611, 'DeleteAll')","(0.7698571914304465, 'Dropbox')","(0.7765338336267228, 'ExportCodebook')","(0.7872373781093883, 'SentimentAnalysis')","(0.8103516399768907, 'GoogleSheetConsumer')","(0.8134734514984604, 'URL')","(0.8150465468308845, 'Alphabetical')","(0.8214900084844252, 'Number')","(0.8229429994620384, 'HTML')","(0.8249049624510781, 'Assessing')","(0.8253450661394631, 'PDF')","(0.8260780702782601, 'TXT')","(0.8275631954814981, 'Categorize')","(0.8288347645849827, 'URN')","(0.829191059570563, 'Commenting')","(0.8292365492589843, 'Update')","(0.8294152848379487, 'Create')","(0.8294404322690965, 'Delete')","(0.8295356147153837, 'MoodleConsumer')","(0.8296325699470514, 'DOI')","(0.8298113759752636, 'SuggestedLiterature')","(0.8299949598410877, 'ACM')","(0.8299966322131822, 'Neo4J')","(0.830019156895854, 'ScienceDirect')","(0.8302644909128576, 'Springer')","(0.8305972228732929, 'UserFilter')","(0.8305977727211288, 'Replying')","(0.8307101915346047, 'Hypothesis')","(0.830834939261737, 'BrowserStorage')","(0.8311807010798048, 'CodebookDelete')","(0.8312638824365651, 'RenameCodebook')","(0.8313725143291414, 'Manual')","(0.8314174311227401, 'AnnotationServer')","(0.8315033993014851, 'ApplicationBased')","(0.8316968543724904, 'GoogleSheetProvider')","(0.8320917383428641, 'MoodleProvider')","(1, 'MoodleReport')"
MoodleResource,"(0.06297725778932613, 'MoodleComment')","(0.40799506804741054, 'MoodleReport')","(0.6653121012852523, 'PreviousAssignments')","(0.7193465926746498, 'Autocomplete')","(0.7464296237474436, 'Multivalued')","(0.7647942499096466, 'Remote')","(0.8025098331395394, 'TextSummary')","(0.8233948134869763, 'URL')","(0.8240685817309055, 'Alphabetical')","(0.8268427362430028, 'Date')","(0.8269053079710175, 'Number')","(0.8275480080268006, 'HTML')","(0.8282027686867257, 'Export')","(0.828425866279879, 'Assessing')","(0.828625213708211, 'PDF')","(0.8288636100751853, 'TXT')","(0.82897591691519, 'Canvas')","(0.829076568091358, 'LastAnnotation')","(0.8295749590888756, 'SentimentAnalysis')","(0.829639034259921, 'AnnotationList')","(0.829653926628887, 'Categorize')","(0.830126746022921, 'Dropbox')","(0.8302748456555936, 'URN')","(0.8303863630225037, 'JSON')","(0.8304557870482224, 'Commenting')","(0.830479172501612, 'Update')","(0.8305717439272818, 'Create')","(0.8305848600881192, 'Delete')","(0.8306347202616167, 'MoodleConsumer')","(0.8306444642508853, 'DOI')","(0.8307445461760996, 'DeleteAll')","(0.8307728138741501, 'SuggestedLiterature')","(0.8308592246332047, 'Neo4J')","(0.8308726383450575, 'ScienceDirect')","(0.8308806781033662, 'ACM')","(0.8309268790177704, 'Selector')","(0.8309913289911036, 'ImportAnnotations')","(0.8310297950706917, 'Springer')","(0.8310356503800154, 'AnnotatedPDF')","(0.8311386469761064, 'Classifying')","(0.8311953202247467, 'SidebarNavigation')","(0.8312131085458802, 'Replying')","(0.8312198700374892, 'UserFilter')","(0.8312559760420156, 'Codebook')","(0.8312684436656979, 'Hypothesis')","(0.8313116117206515, 'ImportCodebook')","(0.831356208777927, 'BrowserStorage')","(0.8314509320227423, 'ExportCodebook')","(0.8315728389988678, 'CodebookDelete')","(0.8316097778695883, 'BuiltIn')","(0.8316267621760541, 'RenameCodebook')","(0.8317084472044547, 'Manual')","(0.8317305332063419, 'AnnotationServer')","(0.8317368733660491, 'GoogleSheetConsumer')","(0.8317618953329976, 'Hierarchy')","(0.8317841481564858, 'ApplicationBased')","(0.8319263804428071, 'GoogleSheetProvider')","(0.8319561084619097, 'CodebookUpdate')","(0.8322081346814127, 'MoodleProvider')","(1, 'MoodleResource')"
Selector,"(0.18404587977364684, 'Replying')","(0.2784187726092587, 'Commenting')","(0.2789987987633256, 'Categorize')","(0.2826932874180818, 'Assessing')","(0.28403631356515274, 'SuggestedLiterature')","(0.3812887361589555, 'Classifying')","(0.4024130070339192, 'Autocomplete')","(0.465803570309268, 'SentimentAnalysis')","(0.5638345278390943, 'AnnotationList')","(0.5688736239353296, 'SidebarNavigation')","(0.7104807941348336, 'Update')","(0.710633578742745, 'Create')","(0.710655302884898, 'Delete')","(0.7117197464184939, 'UserFilter')","(0.7133049374617598, 'Hierarchy')","(0.730334427915063, 'Multivalued')","(0.730374506328915, 'Remote')","(0.731173335204543, 'DeleteAll')","(0.7318612496624555, 'CodebookUpdate')","(0.7324167313249975, 'Date')","(0.7504734193328838, 'Export')","(0.7576568169305573, 'Codebook')","(0.7640655835999052, 'MoodleReport')","(0.7778542497903174, 'TXT')","(0.7808170998114209, 'ImportAnnotations')","(0.7810984134434643, 'Hypothesis')","(0.7876092145038391, 'ImportCodebook')","(0.7898692995261681, 'BuiltIn')","(0.7964685754162096, 'ExportCodebook')","(0.8117687302156097, 'CodebookDelete')","(0.8136905910089417, 'URL')","(0.8151742364127447, 'Alphabetical')","(0.8213867097791779, 'Number')","(0.8228020175069587, 'HTML')","(0.8251639051904702, 'PDF')","(0.8259452701981966, 'Canvas')","(0.8261437645340156, 'LastAnnotation')","(0.8268886851659066, 'TextSummary')","(0.8269490840159275, 'MoodleComment')","(0.8284328596364006, 'Dropbox')","(0.8286722507975789, 'URN')","(0.828914231470834, 'JSON')","(0.8293931378172151, 'MoodleConsumer')","(0.8294467553476412, 'DOI')","(0.8298414783212517, 'Neo4J')","(0.8298663235476507, 'ScienceDirect')","(0.829869049673212, 'ACM')","(0.8301494697582473, 'Springer')","(0.8301603427214422, 'AnnotatedPDF')","(0.8306833388926623, 'PreviousAssignments')","(0.8307341560655631, 'BrowserStorage')","(0.8309268790177704, 'MoodleResource')","(0.831194067667765, 'RenameCodebook')","(0.8312712390654662, 'Manual')","(0.8313401327283981, 'AnnotationServer')","(0.8313549934645266, 'GoogleSheetConsumer')","(0.8314445044157474, 'ApplicationBased')","(0.8316315092847202, 'GoogleSheetProvider')","(0.8320562542301589, 'MoodleProvider')","(1, 'Selector')"
DOI,"(0.16072206387474136, 'ScienceDirect')","(0.2529043306967227, 'ACM')","(0.25337847143943254, 'Springer')","(0.3566546519736576, 'PreviousAssignments')","(0.43540431038336114, 'Dropbox')","(0.6984368445410299, 'AnnotationServer')","(0.7076534325520298, 'Autocomplete')","(0.7107221042008512, 'Hypothesis')","(0.7212055121717768, 'Remote')","(0.7266865087911984, 'Neo4J')","(0.7452279132818985, 'GoogleSheetProvider')","(0.751748740170351, 'Canvas')","(0.7702666886771627, 'TextSummary')","(0.7718425863623638, 'TXT')","(0.7746508247278932, 'Manual')","(0.7843267017629812, 'BrowserStorage')","(0.7884989190121776, 'URL')","(0.7907841115223103, 'GoogleSheetConsumer')","(0.8106961141952511, 'Alphabetical')","(0.818277478809099, 'Date')","(0.8184265054131836, 'Number')","(0.8187360130145438, 'Hierarchy')","(0.8202231195248206, 'HTML')","(0.8220945447741927, 'Export')","(0.8226911342810523, 'Assessing')","(0.8232519253752003, 'PDF')","(0.8241539404634464, 'SuggestedLiterature')","(0.8245182094892655, 'LastAnnotation')","(0.8255617531866839, 'MoodleComment')","(0.8259611966869651, 'SentimentAnalysis')","(0.8261112866312937, 'AnnotationList')","(0.8261205010499566, 'Categorize')","(0.8277937982091507, 'URN')","(0.8281071603222807, 'JSON')","(0.8282648612314564, 'Commenting')","(0.8283250211579343, 'Update')","(0.828561376020336, 'Create')","(0.8285946236311802, 'Delete')","(0.8287204392224858, 'MoodleConsumer')","(0.8290165046826877, 'DeleteAll')","(0.8294467553476412, 'Selector')","(0.8295943186668339, 'ImportAnnotations')","(0.8296325699470514, 'MoodleReport')","(0.8296941355387213, 'AnnotatedPDF')","(0.8299273841553834, 'Classifying')","(0.8300467849398048, 'SidebarNavigation')","(0.8300932238084132, 'Replying')","(0.8301145653794697, 'UserFilter')","(0.8301587491902118, 'Codebook')","(0.8302649742637541, 'ImportCodebook')","(0.8305539875053393, 'ExportCodebook')","(0.8306444642508853, 'MoodleResource')","(0.8306865652664568, 'Multivalued')","(0.8308426294848057, 'CodebookDelete')","(0.8308772130144824, 'BuiltIn')","(0.8309679724255973, 'RenameCodebook')","(0.8312665267806273, 'ApplicationBased')","(0.8315174928112056, 'CodebookUpdate')","(0.83197162960393, 'MoodleProvider')","(1, 'DOI')"
Categorize,"(0.02676024614450146, 'Commenting')","(0.03989734829892107, 'Assessing')","(0.06778687386615523, 'SuggestedLiterature')","(0.21443818461685638, 'Replying')","(0.2789987987633256, 'Selector')","(0.40145494330948284, 'SentimentAnalysis')","(0.48409546253543395, 'Classifying')","(0.5268159452044974, 'AnnotationList')","(0.5459241083654454, 'Autocomplete')","(0.723954959918395, 'SidebarNavigation')","(0.7692181176136573, 'TXT')","(0.778117172148725, 'Hypothesis')","(0.8100979239556461, 'URL')","(0.8109843198135362, 'Alphabetical')","(0.8163819177707166, 'Date')","(0.816888497360126, 'Number')","(0.8183604593289807, 'HTML')","(0.8195902938871716, 'Export')","(0.8210835465300399, 'PDF')","(0.8217596006018918, 'Canvas')","(0.8221201508460724, 'TextSummary')","(0.8223387371582284, 'LastAnnotation')","(0.8233020176642788, 'Remote')","(0.8234369747449256, 'MoodleComment')","(0.8242573775986421, 'Dropbox')","(0.8259927434127246, 'JSON')","(0.8260053312521364, 'URN')","(0.8261205010499566, 'DOI')","(0.8266612764798973, 'Update')","(0.8267589109365755, 'DeleteAll')","(0.8269580953927562, 'Create')","(0.8270000770314114, 'Delete')","(0.8271444550376353, 'Neo4J')","(0.8271594312492588, 'MoodleConsumer')","(0.8272250530487636, 'ScienceDirect')","(0.8275547551311586, 'ImportAnnotations')","(0.8275631954814981, 'MoodleReport')","(0.8279365944730329, 'ACM')","(0.8279464445570691, 'Codebook')","(0.8279931532384188, 'ImportCodebook')","(0.8283962141278501, 'Springer')","(0.8284140207757451, 'AnnotatedPDF')","(0.8285720840494041, 'ExportCodebook')","(0.8286042265733904, 'PreviousAssignments')","(0.8289628364962296, 'UserFilter')","(0.8290608831903152, 'BrowserStorage')","(0.829237838077957, 'Manual')","(0.8292653069076157, 'BuiltIn')","(0.8293623273507901, 'Multivalued')","(0.8293814884843588, 'Hierarchy')","(0.8296290508553582, 'CodebookDelete')","(0.829653926628887, 'MoodleResource')","(0.8299021917860449, 'AnnotationServer')","(0.8300152855704781, 'GoogleSheetConsumer')","(0.83007231249367, 'RenameCodebook')","(0.8303345075460199, 'GoogleSheetProvider')","(0.8303904550834825, 'CodebookUpdate')","(0.8304537481136454, 'ApplicationBased')","(0.831323391731471, 'MoodleProvider')","(1, 'Categorize')"
ExportCodebook,"(0.28176764929660103, 'RenameCodebook')","(0.29399751079728237, 'CodebookDelete')","(0.34694211660581964, 'Manual')","(0.4056251782298659, 'ImportCodebook')","(0.6418436250082546, 'CodebookUpdate')","(0.642217114877462, 'DeleteAll')","(0.6478445174355281, 'Export')","(0.6631326045254904, 'ImportAnnotations')","(0.6679198848805428, 'Codebook')","(0.7116630062793067, 'JSON')","(0.7358505612735636, 'Date')","(0.7429676491461611, 'Hierarchy')","(0.7448806011610801, 'TXT')","(0.7451004879255672, 'Alphabetical')","(0.7488928729885186, 'Neo4J')","(0.7513048620927065, 'Multivalued')","(0.7534531185705168, 'SidebarNavigation')","(0.7630421355709208, 'Classifying')","(0.7646762352171659, 'BuiltIn')","(0.7717823402382674, 'Autocomplete')","(0.7765338336267228, 'MoodleReport')","(0.7821090232626116, 'Remote')","(0.7964685754162096, 'Selector')","(0.8010608644034303, 'TextSummary')","(0.8040820835309861, 'Number')","(0.80658697882841, 'PreviousAssignments')","(0.8147213044610375, 'URL')","(0.8241461508050842, 'HTML')","(0.826062143715774, 'Assessing')","(0.8264864511925442, 'PDF')","(0.8273044734947298, 'Canvas')","(0.8274262276370757, 'LastAnnotation')","(0.8281786624905213, 'MoodleComment')","(0.8285720840494041, 'Categorize')","(0.828609102457649, 'SentimentAnalysis')","(0.8286481338878356, 'AnnotationList')","(0.8297038396481419, 'URN')","(0.8297736281669141, 'Dropbox')","(0.8300083476819476, 'Commenting')","(0.8300467578546474, 'Update')","(0.8301965996178168, 'Create')","(0.8302175412690996, 'Delete')","(0.8302964841459394, 'MoodleConsumer')","(0.8305539875053393, 'DOI')","(0.8305578199273552, 'SuggestedLiterature')","(0.8306700779175173, 'ACM')","(0.8307939757525499, 'ScienceDirect')","(0.8308834269112998, 'Springer')","(0.8308915995090442, 'AnnotatedPDF')","(0.8311408589434444, 'UserFilter')","(0.8311928778801508, 'Replying')","(0.8313611955310507, 'BrowserStorage')","(0.8314509320227423, 'MoodleResource')","(0.8315033875085923, 'Hypothesis')","(0.8318019855726931, 'GoogleSheetConsumer')","(0.8318031976171798, 'AnnotationServer')","(0.8318162655194185, 'ApplicationBased')","(0.8320102988265996, 'GoogleSheetProvider')","(0.8322586020815831, 'MoodleProvider')","(1, 'ExportCodebook')"
Springer,"(0.004757839655364052, 'ACM')","(0.25337847143943254, 'DOI')","(0.2680720854960005, 'PreviousAssignments')","(0.2777695591580055, 'ScienceDirect')","(0.4156965330268612, 'Dropbox')","(0.7007322516690875, 'Autocomplete')","(0.7511703699617878, 'Canvas')","(0.7699984254136286, 'TextSummary')","(0.8161744525668154, 'Manual')","(0.8209086086850768, 'URL')","(0.8216157081635399, 'Alphabetical')","(0.8247878299219739, 'Date')","(0.8249144316853209, 'Number')","(0.825686925418809, 'HTML')","(0.8264412812555219, 'Export')","(0.8267763306437297, 'Assessing')","(0.8270306201467776, 'PDF')","(0.8270850071793254, 'TXT')","(0.8276179026069799, 'LastAnnotation')","(0.8281193802187379, 'MoodleComment')","(0.8281965662307156, 'SentimentAnalysis')","(0.8283250652921884, 'AnnotationList')","(0.8283570084386677, 'Remote')","(0.8283962141278501, 'Categorize')","(0.8292721267208105, 'URN')","(0.8293879221524826, 'JSON')","(0.8295349484176301, 'Commenting')","(0.8295691391419435, 'Update')","(0.8297049395342562, 'Create')","(0.8297242365557422, 'Delete')","(0.8297977101783078, 'MoodleConsumer')","(0.829871870964189, 'DeleteAll')","(0.8299760175365296, 'SuggestedLiterature')","(0.8300457393253359, 'Neo4J')","(0.8301494697582473, 'Selector')","(0.8302433185741802, 'ImportAnnotations')","(0.8302644909128576, 'MoodleReport')","(0.8303931235538846, 'AnnotatedPDF')","(0.8304919333284463, 'Hypothesis')","(0.830498323113244, 'Classifying')","(0.8305483681129286, 'SidebarNavigation')","(0.8305908459965861, 'Codebook')","(0.830613924323576, 'Replying')","(0.830660680920474, 'ImportCodebook')","(0.8306671191978585, 'UserFilter')","(0.8308340657509695, 'BrowserStorage')","(0.8308834269112998, 'ExportCodebook')","(0.8310297950706917, 'MoodleResource')","(0.831029929624799, 'Multivalued')","(0.8311454522478704, 'BuiltIn')","(0.8311473275769051, 'CodebookDelete')","(0.8312619521356724, 'RenameCodebook')","(0.8313218774140464, 'Hierarchy')","(0.8313576819617401, 'AnnotationServer')","(0.8313772230288612, 'GoogleSheetConsumer')","(0.8314843359219942, 'ApplicationBased')","(0.8316236764025505, 'GoogleSheetProvider')","(0.8316623369866251, 'CodebookUpdate')","(0.8320467928905484, 'MoodleProvider')","(1, 'Springer')"
Canvas,"(0.14817043737780766, 'LastAnnotation')","(0.1653114465265428, 'AnnotatedPDF')","(0.3668323785251839, 'TextSummary')","(0.40951965968931436, 'AnnotationList')","(0.5992484655820488, 'Dropbox')","(0.6173050273242514, 'JSON')","(0.6593344222068908, 'DeleteAll')","(0.7019907856770742, 'MoodleReport')","(0.7212124726757856, 'ImportAnnotations')","(0.7371170555864638, 'SentimentAnalysis')","(0.7505857811284515, 'ACM')","(0.7511703699617878, 'Springer')","(0.751748740170351, 'DOI')","(0.7541529760020548, 'ScienceDirect')","(0.7555604250913723, 'PreviousAssignments')","(0.7857399458427597, 'Autocomplete')","(0.7932974969236167, 'GoogleSheetConsumer')","(0.8013957559181257, 'URL')","(0.8027219588821062, 'Alphabetical')","(0.8107605082673405, 'Date')","(0.81151713061542, 'Number')","(0.8136775501345638, 'HTML')","(0.8154420360218935, 'Export')","(0.8158050406491935, 'TXT')","(0.8168507055409354, 'Assessing')","(0.8176105979187226, 'PDF')","(0.8205578343697214, 'Manual')","(0.8205813171992365, 'Remote')","(0.8209156705711375, 'MoodleComment')","(0.8217596006018918, 'Categorize')","(0.8243839353453537, 'URN')","(0.8251438905952337, 'Commenting')","(0.825187677632688, 'Hypothesis')","(0.8252413896930302, 'Update')","(0.8256251627614758, 'Create')","(0.8256399939514438, 'Neo4J')","(0.8256792239321941, 'Delete')","(0.8258839281085575, 'MoodleConsumer')","(0.8259452701981966, 'Selector')","(0.8261269222163549, 'SuggestedLiterature')","(0.8265038157789151, 'Codebook')","(0.8265149574502275, 'ImportCodebook')","(0.8269314437642483, 'SidebarNavigation')","(0.8271731429873531, 'Classifying')","(0.8273044734947298, 'ExportCodebook')","(0.8275221702954547, 'Replying')","(0.828141794540841, 'UserFilter')","(0.8281610992235263, 'BrowserStorage')","(0.8282304934383026, 'BuiltIn')","(0.8282939283088597, 'Hierarchy')","(0.8284886199845507, 'Multivalued')","(0.8288368059481984, 'CodebookDelete')","(0.82897591691519, 'MoodleResource')","(0.8291066142744792, 'AnnotationServer')","(0.8294715505712741, 'RenameCodebook')","(0.8296068207060562, 'GoogleSheetProvider')","(0.8296683967605698, 'CodebookUpdate')","(0.8299167523342013, 'ApplicationBased')","(0.8309038024178956, 'MoodleProvider')","(1, 'Canvas')"
UserFilter,"(0.020209514778652363, 'Delete')","(0.02063486158988701, 'Create')","(0.023639560078759995, 'Update')","(0.4185180056875609, 'DeleteAll')","(0.7047847685978378, 'Replying')","(0.7117197464184939, 'Selector')","(0.7449917502788921, 'Remote')","(0.7470217253917257, 'Autocomplete')","(0.747748726323325, 'SidebarNavigation')","(0.7963215693387958, 'CodebookDelete')","(0.8046227209144163, 'Hierarchy')","(0.8220659347826786, 'URL')","(0.8227569719210669, 'Alphabetical')","(0.8257366498783834, 'Date')","(0.8258321333630085, 'Number')","(0.8265420510873539, 'HTML')","(0.8269849743449956, 'Hypothesis')","(0.8272488485049058, 'Export')","(0.8275297699461208, 'Assessing')","(0.8277577268606328, 'PDF')","(0.8279025626415178, 'TXT')","(0.828141794540841, 'Canvas')","(0.8282800320421053, 'LastAnnotation')","(0.8285680704691301, 'TextSummary')","(0.8287212154952388, 'MoodleComment')","(0.8288218995160188, 'SentimentAnalysis')","(0.8289192239996521, 'AnnotationList')","(0.8289628364962296, 'Categorize')","(0.8294540792604549, 'Dropbox')","(0.8297188824905872, 'URN')","(0.8298342336954383, 'JSON')","(0.8299436341642759, 'Commenting')","(0.8301145653794697, 'DOI')","(0.8301676850934818, 'MoodleConsumer')","(0.8303286928320128, 'SuggestedLiterature')","(0.8304093578094965, 'Neo4J')","(0.8304283626910369, 'ScienceDirect')","(0.830478049773158, 'ACM')","(0.8305774648285894, 'ImportAnnotations')","(0.8305972228732929, 'MoodleReport')","(0.8306671191978585, 'Springer')","(0.8306745509224669, 'AnnotatedPDF')","(0.8307820169109247, 'Classifying')","(0.8308916038279714, 'Codebook')","(0.8309562758473892, 'ImportCodebook')","(0.83101081110913, 'PreviousAssignments')","(0.8310643999888371, 'BrowserStorage')","(0.8311408589434444, 'ExportCodebook')","(0.8312198700374892, 'MoodleResource')","(0.831236696001105, 'Multivalued')","(0.8313555104462875, 'BuiltIn')","(0.8314211173108008, 'RenameCodebook')","(0.8314588715294238, 'Manual')","(0.8315249665072122, 'AnnotationServer')","(0.831537827787002, 'GoogleSheetConsumer')","(0.8316158346013407, 'ApplicationBased')","(0.8317615882261894, 'GoogleSheetProvider')","(0.8317966097129634, 'CodebookUpdate')","(0.8321209043464116, 'MoodleProvider')","(1, 'UserFilter')"
Commenting,"(0.02676024614450146, 'Categorize')","(0.05970422577965374, 'SuggestedLiterature')","(0.06571199169360793, 'Assessing')","(0.21147299879502524, 'Replying')","(0.2784187726092587, 'Selector')","(0.40452091340081053, 'SentimentAnalysis')","(0.484064785354322, 'Classifying')","(0.529365852702044, 'AnnotationList')","(0.5481319216028477, 'Autocomplete')","(0.7249936458223352, 'SidebarNavigation')","(0.7735563009426252, 'TXT')","(0.7800359149288721, 'Hypothesis')","(0.8168139353394456, 'URL')","(0.8175837847982024, 'Alphabetical')","(0.8215183828902084, 'Date')","(0.8217710221540481, 'Number')","(0.8227880356067432, 'HTML')","(0.8237202030099636, 'Export')","(0.8246241844692914, 'PDF')","(0.8251438905952337, 'Canvas')","(0.8254562716738295, 'LastAnnotation')","(0.8255870611224948, 'TextSummary')","(0.8261809944045221, 'MoodleComment')","(0.8263269489264382, 'Remote')","(0.8270554308144814, 'Dropbox')","(0.8278857332936054, 'URN')","(0.8279803991518944, 'JSON')","(0.8282648612314564, 'DOI')","(0.8283290887384372, 'Update')","(0.8285315608298252, 'Create')","(0.8285603045717298, 'Delete')","(0.8286190675294028, 'DeleteAll')","(0.8286696661731275, 'MoodleConsumer')","(0.8288805173426389, 'Neo4J')","(0.8289241738820113, 'ScienceDirect')","(0.8291698243410672, 'ImportAnnotations')","(0.829191059570563, 'MoodleReport')","(0.8292095844476524, 'ACM')","(0.8295349484176301, 'Springer')","(0.8295476577695894, 'AnnotatedPDF')","(0.82958020785274, 'Codebook')","(0.8296536600412272, 'ImportCodebook')","(0.829909931607153, 'PreviousAssignments')","(0.8299436341642759, 'UserFilter')","(0.8300083476819476, 'ExportCodebook')","(0.8301140492130255, 'BrowserStorage')","(0.8303689729618358, 'Multivalued')","(0.8304338517450133, 'BuiltIn')","(0.8304557870482224, 'MoodleResource')","(0.8305033442151784, 'Manual')","(0.8305453044114071, 'CodebookDelete')","(0.8306062350815856, 'Hierarchy')","(0.8307746708779931, 'RenameCodebook')","(0.8308011425657196, 'AnnotationServer')","(0.8308501632728768, 'GoogleSheetConsumer')","(0.8310723433547081, 'ApplicationBased')","(0.8311454660565535, 'GoogleSheetProvider')","(0.8311930637244642, 'CodebookUpdate')","(0.8317836414359905, 'MoodleProvider')","(1, 'Commenting')"
