QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
TXT,"(0.5548252688459715, 'Neo4J')","(0.5607353844341564, 'URN')","(0.6257213807114083, 'MoodleConsumer')","(0.6325132947005947, 'MoodleProvider')","(0.6349832400285867, 'PDF')","(0.6453229685060733, 'SentimentAnalysis')","(0.6636511061796915, 'Hypothesis')","(0.6776066307868328, 'TextSummary')","(0.7007298959289575, 'Manual')","(0.7110788642676482, 'Dropbox')","(0.7235351873568868, 'Remote')","(0.7250735157484048, 'AnnotationServer')","(0.7410046138193334, 'CodebookDelete')","(0.7410132354903172, 'RenameCodebook')","(0.7448806011610801, 'ExportCodebook')","(0.7615635046711807, 'URL')","(0.7622132502022699, 'ScienceDirect')","(0.7624544361568482, 'Assessing')","(0.7669781936623836, 'ImportCodebook')","(0.7692181176136573, 'Categorize')","(0.7695721181157246, 'SuggestedLiterature')","(0.7703590902819653, 'DeleteAll')","(0.7718425863623638, 'DOI')","(0.7735563009426252, 'Commenting')","(0.7778542497903174, 'Selector')","(0.7782755103827157, 'Replying')","(0.7802380193427197, 'AnnotationList')","(0.7841571583283146, 'Autocomplete')","(0.7855379804691617, 'Classifying')","(0.7888952202050391, 'GoogleSheetProvider')","(0.7894606201664116, 'Alphabetical')","(0.7932716197545513, 'CodebookUpdate')","(0.8027923521119723, 'SidebarNavigation')","(0.8038654859719939, 'Date')","(0.8045462880321419, 'Number')","(0.805533076181237, 'Codebook')","(0.8080604523262752, 'HTML')","(0.8093069998927526, 'BrowserStorage')","(0.8113501793832777, 'Export')","(0.8146586386440513, 'PreviousAssignments')","(0.8158050406491935, 'Canvas')","(0.8166505078857312, 'LastAnnotation')","(0.8187783568624657, 'MoodleComment')","(0.8235346892647533, 'JSON')","(0.8244165382557143, 'Update')","(0.8248908434390784, 'Create')","(0.8249573320945676, 'Delete')","(0.826058956950809, 'ImportAnnotations')","(0.8260780702782601, 'MoodleReport')","(0.8264023807410726, 'ACM')","(0.8270850071793254, 'Springer')","(0.8271111029209248, 'AnnotatedPDF')","(0.8279025626415178, 'UserFilter')","(0.82840293048398, 'BuiltIn')","(0.8285088739513972, 'Multivalued')","(0.8285636095835391, 'Hierarchy')","(0.8288636100751853, 'MoodleResource')","(0.8293686590966055, 'GoogleSheetConsumer')","(0.8299247640040139, 'ApplicationBased')","(1, 'TXT')"
Autocomplete,"(0.34501611173520985, 'Classifying')","(0.4024130070339192, 'Selector')","(0.4132788159556469, 'SidebarNavigation')","(0.5088885948133355, 'Replying')","(0.5115766797983416, 'Multivalued')","(0.5430992780394982, 'Assessing')","(0.5459241083654454, 'Categorize')","(0.5481319216028477, 'Commenting')","(0.5495080089932266, 'Hierarchy')","(0.5504782129481305, 'SuggestedLiterature')","(0.5716818628284093, 'CodebookUpdate')","(0.5730712532353592, 'MoodleReport')","(0.5926683387166286, 'Date')","(0.6099415405775926, 'SentimentAnalysis')","(0.6405112969831838, 'Remote')","(0.6422587775309591, 'PreviousAssignments')","(0.6529958413813187, 'Export')","(0.6552493036908758, 'AnnotationList')","(0.6684004383417065, 'Codebook')","(0.7003232638158071, 'ACM')","(0.7007322516690875, 'Springer')","(0.7076534325520298, 'DOI')","(0.7099443092912159, 'ScienceDirect')","(0.7136796363390019, 'MoodleComment')","(0.7193465926746498, 'MoodleResource')","(0.7204932921842205, 'Dropbox')","(0.7358057803263613, 'ImportAnnotations')","(0.7449950555681677, 'Update')","(0.745259888259222, 'Create')","(0.7452972143037305, 'Delete')","(0.7470217253917257, 'UserFilter')","(0.7519928591830072, 'ImportCodebook')","(0.7568800965061265, 'BuiltIn')","(0.758210500591138, 'DeleteAll')","(0.7717823402382674, 'ExportCodebook')","(0.7788337560927378, 'TextSummary')","(0.7841571583283146, 'TXT')","(0.7857399458427597, 'Canvas')","(0.7898098151886269, 'Hypothesis')","(0.8032831897829433, 'URL')","(0.8056468523070519, 'Alphabetical')","(0.8144208914236525, 'CodebookDelete')","(0.8155590871457122, 'Number')","(0.8178132486457926, 'HTML')","(0.821182251417417, 'Manual')","(0.8215659657346629, 'PDF')","(0.823116197772078, 'LastAnnotation')","(0.827068093868949, 'URN')","(0.8274278214425658, 'JSON')","(0.8281672088246301, 'MoodleConsumer')","(0.8288040750102846, 'Neo4J')","(0.829308999779601, 'AnnotatedPDF')","(0.8301146134314433, 'BrowserStorage')","(0.8307721755865695, 'RenameCodebook')","(0.830929491919277, 'AnnotationServer')","(0.8309585360606525, 'GoogleSheetConsumer')","(0.8311078150508586, 'ApplicationBased')","(0.8313060662145145, 'GoogleSheetProvider')","(0.8318839125155183, 'MoodleProvider')","(1, 'Autocomplete')"
GoogleSheetProvider,"(0.2049000419676836, 'GoogleSheetConsumer')","(0.7112016029879423, 'Hypothesis')","(0.7336679339424742, 'AnnotationServer')","(0.7409071694875338, 'Remote')","(0.7436753239492374, 'Neo4J')","(0.7452279132818985, 'DOI')","(0.7835346379387902, 'ScienceDirect')","(0.7888952202050391, 'TXT')","(0.790493944337815, 'Hierarchy')","(0.7949995861171955, 'Manual')","(0.8131450332081068, 'BrowserStorage')","(0.821868083514167, 'URL')","(0.8228969010173921, 'Alphabetical')","(0.8268340730920144, 'Date')","(0.8268490221133411, 'Number')","(0.8277204528319937, 'HTML')","(0.8286559169819786, 'Export')","(0.8288678514580737, 'Assessing')","(0.8291190912545997, 'PDF')","(0.8296068207060562, 'Canvas')","(0.8296711476332933, 'LastAnnotation')","(0.830108117772002, 'MoodleComment')","(0.8302511368704436, 'TextSummary')","(0.8303345075460199, 'Categorize')","(0.8303714220814932, 'SentimentAnalysis')","(0.8303868143497017, 'AnnotationList')","(0.8309759083575056, 'URN')","(0.8310440527274637, 'Dropbox')","(0.8311392345603629, 'JSON')","(0.8311454660565535, 'Commenting')","(0.8311667475253404, 'Update')","(0.8312495285165519, 'Create')","(0.8312610667492805, 'Delete')","(0.8313044916105501, 'MoodleConsumer')","(0.8313060662145145, 'Autocomplete')","(0.8314523032560589, 'SuggestedLiterature')","(0.8314979747009766, 'DeleteAll')","(0.8315084258969884, 'ACM')","(0.8316236764025505, 'Springer')","(0.8316280735758779, 'AnnotatedPDF')","(0.8316315092847202, 'Selector')","(0.8316804985397849, 'ImportAnnotations')","(0.8316968543724904, 'MoodleReport')","(0.831749666717391, 'Classifying')","(0.8317615882261894, 'UserFilter')","(0.8317966269648155, 'Replying')","(0.8318197576841408, 'SidebarNavigation')","(0.8318974533506959, 'Codebook')","(0.8319045356557379, 'PreviousAssignments')","(0.8319263804428071, 'MoodleResource')","(0.8319396684175936, 'ImportCodebook')","(0.8319787663983076, 'Multivalued')","(0.8320102988265996, 'ExportCodebook')","(0.8320210668173823, 'CodebookDelete')","(0.832026670199617, 'RenameCodebook')","(0.8320790769397388, 'BuiltIn')","(0.8321208729184545, 'ApplicationBased')","(0.8322539399390214, 'CodebookUpdate')","(0.8323718611736588, 'MoodleProvider')","(1, 'GoogleSheetProvider')"
PreviousAssignments,"(0.26806743439521213, 'ACM')","(0.2680720854960005, 'Springer')","(0.3566546519736576, 'DOI')","(0.3718026180963889, 'ScienceDirect')","(0.47019257600725706, 'Dropbox')","(0.6422587775309591, 'Autocomplete')","(0.6633743277443631, 'MoodleComment')","(0.6653121012852523, 'MoodleResource')","(0.6952857705618363, 'MoodleReport')","(0.754619042659123, 'TextSummary')","(0.7555604250913723, 'Canvas')","(0.7845085938309609, 'Multivalued')","(0.7912778362311131, 'Remote')","(0.7913572119296964, 'Manual')","(0.8055153558837645, 'RenameCodebook')","(0.8055931947968583, 'CodebookDelete')","(0.80658697882841, 'ExportCodebook')","(0.8113250254222283, 'ImportCodebook')","(0.8117998913229083, 'DeleteAll')","(0.8146586386440513, 'TXT')","(0.816899831962332, 'URL')","(0.817422235658819, 'Neo4J')","(0.8175288146979003, 'CodebookUpdate')","(0.8182266869674426, 'Alphabetical')","(0.8212697836191786, 'Codebook')","(0.8235222062843996, 'Date')","(0.8235815304173525, 'Number')","(0.8247924688996587, 'HTML')","(0.8260747153369581, 'Export')","(0.8264219790721163, 'Assessing')","(0.8267859529511401, 'PDF')","(0.8275980636834024, 'LastAnnotation')","(0.8285787956528162, 'SentimentAnalysis')","(0.8286042265733904, 'Categorize')","(0.8286394017665066, 'AnnotationList')","(0.8296270028900397, 'URN')","(0.8298536129330485, 'JSON')","(0.829909931607153, 'Commenting')","(0.8299459278780191, 'Update')","(0.8300870832769639, 'Create')","(0.8301069077130144, 'Delete')","(0.830181863914348, 'MoodleConsumer')","(0.8304136307638861, 'SuggestedLiterature')","(0.8306833388926623, 'Selector')","(0.8307602060487258, 'AnnotatedPDF')","(0.8307730190089422, 'ImportAnnotations')","(0.8309407116893853, 'Classifying')","(0.83101081110913, 'UserFilter')","(0.8310355216020576, 'Replying')","(0.8310417698671061, 'SidebarNavigation')","(0.831214935373036, 'BrowserStorage')","(0.8312356905329084, 'Hypothesis')","(0.8315561975931717, 'BuiltIn')","(0.8316790609616879, 'AnnotationServer')","(0.8316826113406907, 'GoogleSheetConsumer')","(0.83171984376085, 'ApplicationBased')","(0.8317462796934944, 'Hierarchy')","(0.8319045356557379, 'GoogleSheetProvider')","(0.8322011932211071, 'MoodleProvider')","(1, 'PreviousAssignments')"
Codebook,"(0.27915716142848335, 'BuiltIn')","(0.42597649207298094, 'ImportCodebook')","(0.4577633599128438, 'ApplicationBased')","(0.5261275132999002, 'CodebookUpdate')","(0.5416443570512789, 'Export')","(0.5577329086037907, 'Multivalued')","(0.559455781498304, 'Hierarchy')","(0.5717558113544637, 'SidebarNavigation')","(0.5926128606840801, 'Date')","(0.6242991321504434, 'Classifying')","(0.6277077463008642, 'ImportAnnotations')","(0.6679198848805428, 'ExportCodebook')","(0.6684004383417065, 'Autocomplete')","(0.6836067270610613, 'Hypothesis')","(0.6867724462596658, 'MoodleReport')","(0.7134126160610573, 'Remote')","(0.7350859271070022, 'Manual')","(0.7365318044864295, 'JSON')","(0.7576568169305573, 'Selector')","(0.7699614661263405, 'Alphabetical')","(0.7830566156569048, 'RenameCodebook')","(0.7832908483215117, 'CodebookDelete')","(0.797655125772787, 'DeleteAll')","(0.8037272630101064, 'TextSummary')","(0.805533076181237, 'TXT')","(0.8090489011589196, 'Neo4J')","(0.812300267928985, 'URL')","(0.8212697836191786, 'PreviousAssignments')","(0.8213460843034173, 'Number')","(0.822962532696617, 'HTML')","(0.8251178713739346, 'Assessing')","(0.8255952146944631, 'PDF')","(0.8265038157789151, 'Canvas')","(0.8266532044232342, 'LastAnnotation')","(0.8275018071281263, 'MoodleComment')","(0.8279464445570691, 'Categorize')","(0.8279587678690801, 'SentimentAnalysis')","(0.8280160356228162, 'AnnotationList')","(0.8292318807030412, 'URN')","(0.8292536248465392, 'Dropbox')","(0.82958020785274, 'Commenting')","(0.8296242476378161, 'Update')","(0.8297962951268169, 'Create')","(0.8298203725761046, 'Delete')","(0.8299112114975753, 'MoodleConsumer')","(0.8301587491902118, 'DOI')","(0.8302028162133107, 'SuggestedLiterature')","(0.8303428718370947, 'ACM')","(0.8304567342843281, 'ScienceDirect')","(0.8305908459965861, 'Springer')","(0.8306003677927428, 'AnnotatedPDF')","(0.8308916038279714, 'UserFilter')","(0.8309370690907896, 'Replying')","(0.8311379619177992, 'BrowserStorage')","(0.8312559760420156, 'MoodleResource')","(0.8316551833945841, 'AnnotationServer')","(0.8316567762691278, 'GoogleSheetConsumer')","(0.8318974533506959, 'GoogleSheetProvider')","(0.8322003065977135, 'MoodleProvider')","(1, 'Codebook')"
PDF,"(0.6349832400285867, 'TXT')","(0.8009316241576855, 'URL')","(0.8019899361291514, 'Alphabetical')","(0.8096909983368794, 'Date')","(0.8106304928509812, 'Number')","(0.8127861254876073, 'HTML')","(0.8143839779114047, 'Export')","(0.8160046702929764, 'Assessing')","(0.8176105979187226, 'Canvas')","(0.8176518306721734, 'TextSummary')","(0.8186157228963781, 'LastAnnotation')","(0.8193527545913625, 'SentimentAnalysis')","(0.819431838000926, 'Remote')","(0.8202038836451414, 'MoodleComment')","(0.8202360357527334, 'AnnotationList')","(0.8205401806587982, 'Dropbox')","(0.8210835465300399, 'Categorize')","(0.8215659657346629, 'Autocomplete')","(0.8232519253752003, 'DOI')","(0.8235445930600819, 'JSON')","(0.8238282581712522, 'URN')","(0.823922079480899, 'Hypothesis')","(0.8242945517458002, 'DeleteAll')","(0.8246241844692914, 'Commenting')","(0.8247262915625452, 'Update')","(0.8248297040433242, 'Neo4J')","(0.8249711148280328, 'ScienceDirect')","(0.8251281512959167, 'Create')","(0.8251639051904702, 'Selector')","(0.8251847517117948, 'Delete')","(0.8253450661394631, 'MoodleReport')","(0.8253735576731523, 'ImportAnnotations')","(0.8253990461324325, 'MoodleConsumer')","(0.8255614741158098, 'ImportCodebook')","(0.8255704896058771, 'SuggestedLiterature')","(0.8255952146944631, 'Codebook')","(0.8262019203855939, 'SidebarNavigation')","(0.8264310997927877, 'ACM')","(0.8264864511925442, 'ExportCodebook')","(0.8265647382208794, 'Classifying')","(0.8267859529511401, 'PreviousAssignments')","(0.8269541712848568, 'Replying')","(0.8270306201467776, 'Springer')","(0.8270536757402569, 'AnnotatedPDF')","(0.8273589923622102, 'Manual')","(0.8275594203044438, 'Hierarchy')","(0.8275602586200549, 'BuiltIn')","(0.827664229227468, 'BrowserStorage')","(0.8277577268606328, 'UserFilter')","(0.8279718605577753, 'Multivalued')","(0.8283663234402949, 'CodebookDelete')","(0.8285984636525778, 'AnnotationServer')","(0.828625213708211, 'MoodleResource')","(0.8288263535223316, 'GoogleSheetConsumer')","(0.8291190912545997, 'GoogleSheetProvider')","(0.8291391643156651, 'RenameCodebook')","(0.8291808903585804, 'CodebookUpdate')","(0.8295996386750156, 'ApplicationBased')","(0.8306151706131918, 'MoodleProvider')","(1, 'PDF')"
Number,"(0.2285338572531952, 'Alphabetical')","(0.555435409203585, 'Date')","(0.7790252620787935, 'Hierarchy')","(0.7862294281294626, 'URL')","(0.8040820835309861, 'ExportCodebook')","(0.8045462880321419, 'TXT')","(0.8045848758605677, 'HTML')","(0.8065881186232844, 'Export')","(0.8094661249409275, 'Assessing')","(0.8105652303229188, 'TextSummary')","(0.8106304928509812, 'PDF')","(0.81151713061542, 'Canvas')","(0.8132810747433656, 'Remote')","(0.8133341772406073, 'LastAnnotation')","(0.8135092930014864, 'SentimentAnalysis')","(0.8143324212796036, 'Dropbox')","(0.8151506105976234, 'AnnotationList')","(0.8155590871457122, 'Autocomplete')","(0.8156343163173216, 'MoodleComment')","(0.816888497360126, 'Categorize')","(0.8182291939011603, 'Hypothesis')","(0.8184265054131836, 'DOI')","(0.8197298265765455, 'JSON')","(0.8201271030752516, 'DeleteAll')","(0.8206984263097759, 'URN')","(0.8208909316974153, 'Neo4J')","(0.8210982968663605, 'ImportCodebook')","(0.821158263348391, 'ScienceDirect')","(0.8213460843034173, 'Codebook')","(0.8213867097791779, 'Selector')","(0.8214900084844252, 'MoodleReport')","(0.8216174176545066, 'ImportAnnotations')","(0.8217710221540481, 'Commenting')","(0.8219074937285958, 'Update')","(0.8224420422271141, 'Create')","(0.8225169998157795, 'Delete')","(0.8227410362212213, 'SidebarNavigation')","(0.8227573596696129, 'SuggestedLiterature')","(0.8228000443162117, 'MoodleConsumer')","(0.8235815304173525, 'PreviousAssignments')","(0.8236029233360067, 'Classifying')","(0.8239192735864541, 'Manual')","(0.8241460800484449, 'ACM')","(0.8242068671333315, 'Replying')","(0.8244487583193684, 'BuiltIn')","(0.8249144316853209, 'Springer')","(0.8249437731222633, 'AnnotatedPDF')","(0.8252920324518481, 'BrowserStorage')","(0.8255214068859619, 'Multivalued')","(0.8258321333630085, 'UserFilter')","(0.8261530200224758, 'CodebookDelete')","(0.8262139023927884, 'AnnotationServer')","(0.826690884839754, 'GoogleSheetConsumer')","(0.8268490221133411, 'GoogleSheetProvider')","(0.8269053079710175, 'MoodleResource')","(0.8269134897642682, 'CodebookUpdate')","(0.8275290277580135, 'RenameCodebook')","(0.8280794095617355, 'ApplicationBased')","(0.8292588489637006, 'MoodleProvider')","(1, 'Number')"
AnnotatedPDF,"(0.06305601236869092, 'LastAnnotation')","(0.1653114465265428, 'Canvas')","(0.3965136600700189, 'AnnotationList')","(0.40354408400868763, 'TextSummary')","(0.6151090169194824, 'JSON')","(0.6585735126156963, 'DeleteAll')","(0.6830245898817766, 'Dropbox')","(0.7022092274697905, 'MoodleReport')","(0.7221148610922095, 'ImportAnnotations')","(0.7429782915294852, 'SentimentAnalysis')","(0.7941670844557324, 'GoogleSheetConsumer')","(0.8209458945167942, 'URL')","(0.8216524632177823, 'Alphabetical')","(0.8248182072064347, 'Date')","(0.8249437731222633, 'Number')","(0.8257141986693863, 'HTML')","(0.8264669961915566, 'Export')","(0.826800252008034, 'Assessing')","(0.8270536757402569, 'PDF')","(0.8271111029209248, 'TXT')","(0.8281383338008308, 'MoodleComment')","(0.8283765277047531, 'Remote')","(0.8284140207757451, 'Categorize')","(0.8292860564791176, 'URN')","(0.829308999779601, 'Autocomplete')","(0.8295476577695894, 'Commenting')","(0.8295816884956756, 'Update')","(0.8296941355387213, 'DOI')","(0.8297168513995146, 'Create')","(0.8297360576260349, 'Delete')","(0.8298091852163801, 'MoodleConsumer')","(0.8299869748947925, 'SuggestedLiterature')","(0.8300571325302265, 'Neo4J')","(0.8300810717976491, 'ScienceDirect')","(0.8301603427214422, 'Selector')","(0.8301720970489096, 'ACM')","(0.8303931235538846, 'Springer')","(0.8305034314439544, 'Hypothesis')","(0.8305071617465983, 'Classifying')","(0.8305574355641001, 'SidebarNavigation')","(0.8306003677927428, 'Codebook')","(0.8306221738275633, 'Replying')","(0.8306700706070613, 'ImportCodebook')","(0.8306745509224669, 'UserFilter')","(0.8307602060487258, 'PreviousAssignments')","(0.830841225552745, 'BrowserStorage')","(0.8308915995090442, 'ExportCodebook')","(0.8310356503800154, 'MoodleResource')","(0.8310363878406596, 'Multivalued')","(0.8311521116357397, 'BuiltIn')","(0.8311532130582655, 'CodebookDelete')","(0.8312538071585647, 'Manual')","(0.8312668668873335, 'RenameCodebook')","(0.8313283765071039, 'Hierarchy')","(0.831362957115594, 'AnnotationServer')","(0.8314884166695556, 'ApplicationBased')","(0.8316280735758779, 'GoogleSheetProvider')","(0.8316666275178353, 'CodebookUpdate')","(0.8320491703004084, 'MoodleProvider')","(1, 'AnnotatedPDF')"
SentimentAnalysis,"(0.3988491684496464, 'Assessing')","(0.40145494330948284, 'Categorize')","(0.40452091340081053, 'Commenting')","(0.40856806744465857, 'SuggestedLiterature')","(0.44253610253234127, 'Replying')","(0.465803570309268, 'Selector')","(0.4897434668846382, 'AnnotationList')","(0.5643778721258083, 'MoodleConsumer')","(0.5698293330972302, 'MoodleProvider')","(0.572115121555138, 'Classifying')","(0.6099415405775926, 'Autocomplete')","(0.6453229685060733, 'TXT')","(0.6866461232776213, 'Neo4J')","(0.731184270666521, 'Dropbox')","(0.7360706505592589, 'LastAnnotation')","(0.7371170555864638, 'Canvas')","(0.7375168652219521, 'Hypothesis')","(0.7399379106685945, 'SidebarNavigation')","(0.7429782915294852, 'AnnotatedPDF')","(0.7481053921343225, 'TextSummary')","(0.7719369905158308, 'JSON')","(0.7789646014344745, 'DeleteAll')","(0.7872373781093883, 'MoodleReport')","(0.7912000342858068, 'ImportAnnotations')","(0.8028998483154735, 'URL')","(0.8046090008211507, 'Alphabetical')","(0.8129968672995781, 'GoogleSheetConsumer')","(0.813024311530227, 'Date')","(0.8135092930014864, 'Number')","(0.8156267059481997, 'HTML')","(0.8175698583058831, 'Export')","(0.8193527545913625, 'PDF')","(0.8223735358045137, 'MoodleComment')","(0.8226323539081851, 'Remote')","(0.8254730930319002, 'URN')","(0.8259611966869651, 'DOI')","(0.8262347111364616, 'Update')","(0.826575637582102, 'Create')","(0.8266236755526792, 'Delete')","(0.8270795601797717, 'ScienceDirect')","(0.8276839188673785, 'ACM')","(0.8279587678690801, 'Codebook')","(0.828027511336547, 'ImportCodebook')","(0.8281965662307156, 'Springer')","(0.8285787956528162, 'PreviousAssignments')","(0.828609102457649, 'ExportCodebook')","(0.8288218995160188, 'UserFilter')","(0.8289938877568634, 'BrowserStorage')","(0.8292957497454786, 'BuiltIn')","(0.8293059770519096, 'Manual')","(0.8293329858066796, 'Multivalued')","(0.8294532464974186, 'Hierarchy')","(0.8295749590888756, 'MoodleResource')","(0.8296067646112346, 'CodebookDelete')","(0.8299154507079218, 'AnnotationServer')","(0.8300258134103372, 'RenameCodebook')","(0.8303714220814932, 'GoogleSheetProvider')","(0.8304307603795295, 'CodebookUpdate')","(0.8304335215655914, 'ApplicationBased')","(1, 'SentimentAnalysis')"
Create,"(0.000433351537702232, 'Delete')","(0.0030680689771195946, 'Update')","(0.02063486158988701, 'UserFilter')","(0.4172859896203129, 'DeleteAll')","(0.7040621919617809, 'Replying')","(0.710633578742745, 'Selector')","(0.742764621316928, 'Remote')","(0.745259888259222, 'Autocomplete')","(0.7468740144745775, 'SidebarNavigation')","(0.7957959326339361, 'CodebookDelete')","(0.8039897380629254, 'Hierarchy')","(0.8177040414331647, 'URL')","(0.8184595771935771, 'Alphabetical')","(0.8222187793371389, 'Date')","(0.8224420422271141, 'Number')","(0.8234032810397461, 'HTML')","(0.8242960033468477, 'Export')","(0.8247960985008655, 'Assessing')","(0.8248908434390784, 'TXT')","(0.8251281512959167, 'PDF')","(0.8256251627614758, 'Canvas')","(0.8257046357971765, 'Hypothesis')","(0.8259055992672979, 'LastAnnotation')","(0.826070062103453, 'TextSummary')","(0.826575637582102, 'SentimentAnalysis')","(0.8265809993042235, 'MoodleComment')","(0.8267995000806834, 'AnnotationList')","(0.8269580953927562, 'Categorize')","(0.8274424320097842, 'Dropbox')","(0.8281664956729721, 'URN')","(0.8282687531496853, 'JSON')","(0.8285315608298252, 'Commenting')","(0.828561376020336, 'DOI')","(0.8288963509703259, 'MoodleConsumer')","(0.829109543307369, 'SuggestedLiterature')","(0.8291226455414287, 'Neo4J')","(0.8291618611780992, 'ScienceDirect')","(0.8293934752911846, 'ImportAnnotations')","(0.829400379689872, 'ACM')","(0.8294152848379487, 'MoodleReport')","(0.8297049395342562, 'Springer')","(0.8297168513995146, 'AnnotatedPDF')","(0.8297900887769899, 'Classifying')","(0.8297962951268169, 'Codebook')","(0.8298705613311014, 'ImportCodebook')","(0.8300870832769639, 'PreviousAssignments')","(0.8301965996178168, 'ExportCodebook')","(0.8302622020095275, 'BrowserStorage')","(0.8305068796555544, 'Multivalued')","(0.8305717439272818, 'MoodleResource')","(0.8305868267621656, 'BuiltIn')","(0.8306657733955031, 'Manual')","(0.8308740984229962, 'RenameCodebook')","(0.8309198565952169, 'AnnotationServer')","(0.8309617807916923, 'GoogleSheetConsumer')","(0.8311576295906733, 'ApplicationBased')","(0.8312495285165519, 'GoogleSheetProvider')","(0.8312955475605126, 'CodebookUpdate')","(0.8318415820607908, 'MoodleProvider')","(1, 'Create')"
GoogleSheetConsumer,"(0.2049000419676836, 'GoogleSheetProvider')","(0.7896696914655087, 'Hierarchy')","(0.7907841115223103, 'DOI')","(0.7927974165931431, 'LastAnnotation')","(0.7932974969236167, 'Canvas')","(0.7941670844557324, 'AnnotatedPDF')","(0.7971635325977937, 'AnnotationList')","(0.7971857584518904, 'TextSummary')","(0.8031617680250852, 'Hypothesis')","(0.8047790409224694, 'JSON')","(0.8073207648942679, 'DeleteAll')","(0.8084923808267708, 'Dropbox')","(0.8103516399768907, 'MoodleReport')","(0.8119334170276696, 'ImportAnnotations')","(0.8129968672995781, 'SentimentAnalysis')","(0.8221653378657131, 'URL')","(0.823077490393876, 'Alphabetical')","(0.8266621209613548, 'Date')","(0.826690884839754, 'Number')","(0.8275020488916143, 'HTML')","(0.8283676119430115, 'Export')","(0.8285858500233734, 'Assessing')","(0.8288263535223316, 'PDF')","(0.8293686590966055, 'TXT')","(0.8297897055849554, 'MoodleComment')","(0.8300152855704781, 'Categorize')","(0.8302120176308496, 'Remote')","(0.8306710232329194, 'URN')","(0.8308501632728768, 'Commenting')","(0.8308728777891914, 'Update')","(0.8309585360606525, 'Autocomplete')","(0.8309617807916923, 'Create')","(0.8309742450919475, 'Delete')","(0.8310213248676965, 'MoodleConsumer')","(0.8311731551794136, 'SuggestedLiterature')","(0.8312464724712366, 'ACM')","(0.8312989623695873, 'Neo4J')","(0.8313074505304816, 'ScienceDirect')","(0.8313549934645266, 'Selector')","(0.8313772230288612, 'Springer')","(0.8315062148002084, 'Classifying')","(0.831537827787002, 'UserFilter')","(0.8315638436498235, 'Replying')","(0.831577488811036, 'SidebarNavigation')","(0.8316567762691278, 'Codebook')","(0.8316732790811723, 'BrowserStorage')","(0.8316826113406907, 'PreviousAssignments')","(0.8317064281237683, 'ImportCodebook')","(0.8317368733660491, 'MoodleResource')","(0.8317878613359386, 'Multivalued')","(0.8318019855726931, 'ExportCodebook')","(0.8318432851140432, 'CodebookDelete')","(0.8318623289947693, 'RenameCodebook')","(0.8319019272678453, 'BuiltIn')","(0.831970048301969, 'AnnotationServer')","(0.8319831324272976, 'ApplicationBased')","(0.8319964527064297, 'Manual')","(0.8321429209875679, 'CodebookUpdate')","(0.8323107767879677, 'MoodleProvider')","(1, 'GoogleSheetConsumer')"
CodebookUpdate,"(0.24444096835604612, 'Multivalued')","(0.2505487539338849, 'Hierarchy')","(0.3055606262443197, 'SidebarNavigation')","(0.40347841965936754, 'Date')","(0.4673286011339356, 'Classifying')","(0.5261275132999002, 'Codebook')","(0.5481542274262732, 'Export')","(0.5716818628284093, 'Autocomplete')","(0.6074974622286275, 'MoodleReport')","(0.639822476780927, 'ImportCodebook')","(0.6418436250082546, 'ExportCodebook')","(0.6608542843041063, 'Remote')","(0.6954502775720433, 'ImportAnnotations')","(0.7260381065084416, 'RenameCodebook')","(0.7268188875969556, 'CodebookDelete')","(0.7284034868791598, 'BuiltIn')","(0.730716770062538, 'Manual')","(0.7318612496624555, 'Selector')","(0.7682716340446261, 'DeleteAll')","(0.7932716197545513, 'TXT')","(0.7948980805044265, 'Neo4J')","(0.8175288146979003, 'PreviousAssignments')","(0.8219248302668132, 'URL')","(0.8229573974177856, 'Alphabetical')","(0.8269134897642682, 'Number')","(0.8277846775510352, 'HTML')","(0.8289303330627174, 'Assessing')","(0.8291808903585804, 'PDF')","(0.8296683967605698, 'Canvas')","(0.8297309104933295, 'LastAnnotation')","(0.8301655801939959, 'MoodleComment')","(0.8303138400381167, 'TextSummary')","(0.8303904550834825, 'Categorize')","(0.8304307603795295, 'SentimentAnalysis')","(0.8304444104415016, 'AnnotationList')","(0.8310257639603412, 'URN')","(0.8311001625669039, 'Dropbox')","(0.8311889446331716, 'JSON')","(0.8311930637244642, 'Commenting')","(0.8312140353555938, 'Update')","(0.8312955475605126, 'Create')","(0.8313069004561794, 'Delete')","(0.8313496078804629, 'MoodleConsumer')","(0.8314959504841057, 'SuggestedLiterature')","(0.8315174928112056, 'DOI')","(0.8315496907297559, 'ACM')","(0.8316328660745486, 'ScienceDirect')","(0.8316623369866251, 'Springer')","(0.8316666275178353, 'AnnotatedPDF')","(0.8317966097129634, 'UserFilter')","(0.8318324133536499, 'Replying')","(0.8319172190423909, 'BrowserStorage')","(0.8319561084619097, 'MoodleResource')","(0.8320324103269624, 'Hypothesis')","(0.8321426915152083, 'ApplicationBased')","(0.8321429209875679, 'GoogleSheetConsumer')","(0.8321452499627199, 'AnnotationServer')","(0.8322539399390214, 'GoogleSheetProvider')","(0.8323812862519399, 'MoodleProvider')","(1, 'CodebookUpdate')"
