QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Commenting,"(0.1281212177908916, 'Assessing')","(0.1300348011521853, 'SuggestedLiterature')","(0.16033579529541966, 'Categorize')","(0.2361978616801202, 'TXT')","(0.24754847147302872, 'Selector')","(0.2539486796644115, 'PDF')","(0.31103769295682615, 'Replying')","(0.36428531636855693, 'HTML')","(0.42077151441343597, 'MoodleResourceBased')","(0.43937300874947993, 'SidebarNavigation')","(0.4407061129840122, 'Neo4J')","(0.4515414363428989, 'Hypothesis')","(0.4515963126607113, 'Classifying')","(0.4666565610382584, 'URN')","(0.47006498996259904, 'Autocomplete')","(0.5278514264436744, 'BuiltIn')","(0.5312193119668371, 'ApplicationBased')","(0.5739375817021306, 'TextSummary')","(0.6063142480301206, 'URL')","(0.6132322351068997, 'Codebook')","(0.6151921965794462, 'MoodleReport')","(0.6352522398018693, 'PreviousAssignments')","(0.6464684774289177, 'ImportCodebook')","(0.647782231261889, 'Alphabetical')","(0.647782231261889, 'Number')","(0.6498564263725444, 'Hierarchy')","(0.6520236598642543, 'WebAnnotationClient')","(0.6593254242326352, 'Date')","(0.6640461574660115, 'ScienceDirect')","(0.6676783071517713, 'Export')","(0.6729449602163899, 'Canvas')","(0.6736580493864889, 'SentimentAnalysis')","(0.6739883071779561, 'LastAnnotation')","(0.6742380773420985, 'MoodleComment')","(0.6761575991785866, 'AnnotationList')","(0.678320173427122, 'JSON')","(0.6785412514538232, 'Remote')","(0.680002376828058, 'Dropbox')","(0.6815774207196061, 'AnnotatedPDF')","(0.6823745762814457, 'MoodleConsumer')","(0.6835254934192909, 'Create')","(0.6837211900152671, 'Update')","(0.6837211944857831, 'DOI')","(0.6837685316677342, 'Delete')","(0.6839069426260778, 'ACM')","(0.6839519204855657, 'Springer')","(0.6842307997268365, 'DeleteAll')","(0.6846757172016833, 'ImportAnnotations')","(0.6856623441364662, 'MoodleResource')","(0.687147698684047, 'UserFilter')","(0.6874398116535632, 'Hosting')","(0.6880466312301764, 'BrowserStorage')","(0.6881572905045841, 'Multivalued')","(0.6883819892733924, 'GoogleSheetConsumer')","(0.6886114072830865, 'GoogleSheetProvider')","(0.6886849737081937, 'ExportCodebook')","(0.6888518314849226, 'CodebookDelete')","(0.6890275870340927, 'RenameCodebook')","(0.6896880971993683, 'Manual')","(0.6899676711113283, 'AnnotationServer')","(0.690935251014779, 'MoodleProvider')","(0.6914094895930822, 'CodebookUpdate')","(1, 'Commenting')"
CodebookDelete,"(0.013547078976960907, 'RenameCodebook')","(0.051657448037831025, 'ExportCodebook')","(0.06376915689051937, 'Manual')","(0.13415566645393695, 'ImportCodebook')","(0.1982646141102194, 'ApplicationBased')","(0.2382483527552304, 'BuiltIn')","(0.34693186215015914, 'Codebook')","(0.4655836885352441, 'DeleteAll')","(0.5395303681933574, 'GoogleSheetProvider')","(0.5512618004731814, 'Autocomplete')","(0.5514217769697182, 'PreviousAssignments')","(0.5908875368200848, 'MoodleResource')","(0.5912090073154439, 'Hypothesis')","(0.6076501962351528, 'Create')","(0.6076886227261662, 'Update')","(0.6076979775482747, 'Delete')","(0.6084428086241602, 'UserFilter')","(0.6198480375460687, 'JSON')","(0.625133461262388, 'ImportAnnotations')","(0.633711745350084, 'SidebarNavigation')","(0.6344713796411607, 'Neo4J')","(0.6446888845960476, 'AnnotatedPDF')","(0.6476524469674705, 'Remote')","(0.6506334170677388, 'Multivalued')","(0.6510352101652038, 'Replying')","(0.6563961295159237, 'URL')","(0.6775175598663126, 'MoodleResourceBased')","(0.6775499568792522, 'Alphabetical')","(0.6775499568792522, 'Number')","(0.6794020944067171, 'WebAnnotationClient')","(0.682442143802796, 'Date')","(0.6831097742884634, 'HTML')","(0.6850021973115828, 'PDF')","(0.6853440134365145, 'Export')","(0.6869768242316604, 'Assessing')","(0.6869768242316607, 'Canvas')","(0.6869957819685335, 'TXT')","(0.6871841654775197, 'SentimentAnalysis')","(0.6872791739144861, 'LastAnnotation')","(0.687406746288412, 'MoodleComment')","(0.6875690239397185, 'URN')","(0.6878883392338638, 'AnnotationList')","(0.6879061226350861, 'Categorize')","(0.6881242008511894, 'TextSummary')","(0.6888518314849226, 'Commenting')","(0.6889178851338855, 'Dropbox')","(0.6896295500323433, 'MoodleConsumer')","(0.6898269639645486, 'SuggestedLiterature')","(0.689864751321046, 'ScienceDirect')","(0.6898921906840993, 'DOI')","(0.689941547209014, 'ACM')","(0.6899535214989201, 'Springer')","(0.6900959982814904, 'Selector')","(0.6904351761640681, 'MoodleReport')","(0.6907493167003973, 'Classifying')","(0.6909931015587683, 'Hosting')","(0.6911936763735953, 'BrowserStorage')","(0.6912918624092169, 'GoogleSheetConsumer')","(0.6918772388834452, 'AnnotationServer')","(0.6921270674833744, 'Hierarchy')","(0.6923874989135729, 'CodebookUpdate')","(0.6923930221589618, 'MoodleProvider')","(1, 'CodebookDelete')"
Hosting,"(0.026312260301750903, 'Springer')","(0.026322694682756744, 'ACM')","(0.1368208854723762, 'URN')","(0.20770220834367997, 'PreviousAssignments')","(0.290249392140319, 'PDF')","(0.3090913622595161, 'Neo4J')","(0.32081342171947014, 'MoodleComment')","(0.3747854086400668, 'AnnotatedPDF')","(0.3901919078719086, 'MoodleResource')","(0.4999466122604446, 'Categorize')","(0.5225995166174813, 'Manual')","(0.5312618856348735, 'ScienceDirect')","(0.5538303213429678, 'WebAnnotationClient')","(0.5623694166836744, 'AnnotationServer')","(0.5725948252526945, 'Hypothesis')","(0.5737244460424467, 'Remote')","(0.5818550050211077, 'MoodleReport')","(0.5978597324274542, 'MoodleProvider')","(0.6154654981270709, 'BrowserStorage')","(0.6212557059885988, 'GoogleSheetProvider')","(0.6223564495673118, 'ApplicationBased')","(0.628693926719215, 'BuiltIn')","(0.6387838778717924, 'Codebook')","(0.6506494653494211, 'URL')","(0.6520814310275653, 'ImportCodebook')","(0.6592155793207028, 'Multivalued')","(0.6740071780417294, 'MoodleResourceBased')","(0.6740602218304232, 'Alphabetical')","(0.6740602218304232, 'Number')","(0.679615078785917, 'Date')","(0.6804092202044872, 'HTML')","(0.6830532437764513, 'Export')","(0.6850448127693181, 'TXT')","(0.6850545861965883, 'Canvas')","(0.6850545861965885, 'Assessing')","(0.6853145956804949, 'SentimentAnalysis')","(0.6854342547480097, 'LastAnnotation')","(0.68620973270153, 'AnnotationList')","(0.6864971988430636, 'TextSummary')","(0.6870218578573986, 'JSON')","(0.6874398116535632, 'Commenting')","(0.687556235293194, 'Dropbox')","(0.6881194244514733, 'Autocomplete')","(0.6884883302331539, 'MoodleConsumer')","(0.6887835294323813, 'SuggestedLiterature')","(0.6888018200068993, 'Create')","(0.6888727562482051, 'Update')","(0.6888727576336153, 'DOI')","(0.6888899593835852, 'Delete')","(0.6891145121250419, 'Selector')","(0.6892265376073061, 'DeleteAll')","(0.6893495577235398, 'ImportAnnotations')","(0.6895101020096035, 'Replying')","(0.6900379049009264, 'Classifying')","(0.690182610702565, 'UserFilter')","(0.6902298665759732, 'SidebarNavigation')","(0.690781065240229, 'GoogleSheetConsumer')","(0.6909931015587683, 'CodebookDelete')","(0.690995019270811, 'RenameCodebook')","(0.69100958979588, 'ExportCodebook')","(0.6918580088118689, 'Hierarchy')","(0.6922242326940696, 'CodebookUpdate')","(1, 'Hosting')"
MoodleComment,"(0.060654983713892496, 'MoodleResource')","(0.12344140447187815, 'MoodleProvider')","(0.16339008011839243, 'PreviousAssignments')","(0.20669824169653808, 'MoodleReport')","(0.23646040500276905, 'MoodleConsumer')","(0.30615828380963284, 'ACM')","(0.30620810726310244, 'Springer')","(0.32081342171947014, 'Hosting')","(0.3441304275540467, 'URN')","(0.35251143449200834, 'MoodleResourceBased')","(0.4091144518408616, 'PDF')","(0.4724148882122997, 'AnnotatedPDF')","(0.4850778376501226, 'Autocomplete')","(0.48944233407453874, 'Neo4J')","(0.5387753875428372, 'Categorize')","(0.5855450239280269, 'URL')","(0.5967528752490286, 'Manual')","(0.6122159008112414, 'ScienceDirect')","(0.6243538513331972, 'GoogleSheetProvider')","(0.6308061965317902, 'Alphabetical')","(0.6308061965317902, 'Number')","(0.6361070069290697, 'WebAnnotationClient')","(0.6454920716678555, 'Date')","(0.6483733638682736, 'HTML')","(0.6573889843285554, 'Export')","(0.6642987384412411, 'TXT')","(0.6650928456121086, 'Canvas')","(0.665092845612109, 'Assessing')","(0.6657578070087443, 'ApplicationBased')","(0.6661459428009774, 'SentimentAnalysis')","(0.6666339884993526, 'LastAnnotation')","(0.6698392668138713, 'AnnotationList')","(0.6706308943937335, 'TextSummary')","(0.6728230991196069, 'JSON')","(0.6729829105705469, 'Remote')","(0.6742380773420985, 'Commenting')","(0.675471966321485, 'Dropbox')","(0.6804224040815979, 'SuggestedLiterature')","(0.6804725793382854, 'Selector')","(0.6804930842881263, 'Create')","(0.6807660773809374, 'Update')","(0.6807660840547318, 'DOI')","(0.6808320098188796, 'Delete')","(0.6808636711301487, 'DeleteAll')","(0.681222110989371, 'Replying')","(0.6816277346003274, 'ImportAnnotations')","(0.6832207490945199, 'ImportCodebook')","(0.6838721809977707, 'Codebook')","(0.6841430203755391, 'SidebarNavigation')","(0.6844532413376186, 'Classifying')","(0.6848303104190279, 'BuiltIn')","(0.6853814915883645, 'Hypothesis')","(0.6854141474149287, 'UserFilter')","(0.6862928636967474, 'Multivalued')","(0.6863289843262141, 'BrowserStorage')","(0.6868024747153396, 'GoogleSheetConsumer')","(0.686946371928858, 'ExportCodebook')","(0.687406746288412, 'CodebookDelete')","(0.6878391430938052, 'RenameCodebook')","(0.6887457719143928, 'AnnotationServer')","(0.6889045741628671, 'Hierarchy')","(0.6907504463354985, 'CodebookUpdate')","(1, 'MoodleComment')"
SidebarNavigation,"(0.11240384762836841, 'Multivalued')","(0.13486168695839668, 'Classifying')","(0.13634738372239003, 'Autocomplete')","(0.13803292214492136, 'ImportAnnotations')","(0.19266384639995893, 'Export')","(0.22751073964036403, 'Alphabetical')","(0.22751073964036403, 'Number')","(0.2738772978917492, 'Replying')","(0.2944677476029846, 'Hierarchy')","(0.37186692210041117, 'Create')","(0.37190545433198763, 'Update')","(0.37191491709059676, 'Delete')","(0.3727468017900514, 'UserFilter')","(0.3828530803414, 'Codebook')","(0.38644317768686165, 'Date')","(0.3991987316903298, 'Selector')","(0.4168378555514918, 'Neo4J')","(0.4171369024539557, 'DeleteAll')","(0.4176398225682598, 'ImportCodebook')","(0.43937300874947993, 'Commenting')","(0.4469285648494732, 'JSON')","(0.46567222900839733, 'BuiltIn')","(0.46949018782711816, 'ExportCodebook')","(0.48428247404279395, 'PDF')","(0.5085772756183123, 'Assessing')","(0.5113333525859406, 'SuggestedLiterature')","(0.5161240233168758, 'Categorize')","(0.5390988464868701, 'GoogleSheetProvider')","(0.5393838187620281, 'HTML')","(0.5465328734875627, 'TXT')","(0.5549942959975369, 'MoodleResourceBased')","(0.5635583080553781, 'Hypothesis')","(0.5661326639874296, 'AnnotatedPDF')","(0.5796938657462124, 'Remote')","(0.6057862487700272, 'ApplicationBased')","(0.6081247072848781, 'URN')","(0.6242320861193462, 'URL')","(0.633711745350084, 'CodebookDelete')","(0.6492135668012051, 'MoodleReport')","(0.6558124148882973, 'PreviousAssignments')","(0.6689950956314987, 'WebAnnotationClient')","(0.6833492309691778, 'Canvas')","(0.6837275636532613, 'SentimentAnalysis')","(0.6839004137334537, 'LastAnnotation')","(0.6841430203755391, 'MoodleComment')","(0.6850001967437398, 'AnnotationList')","(0.6854316977639352, 'TextSummary')","(0.6868178031938765, 'Dropbox')","(0.6880444605412037, 'MoodleConsumer')","(0.6884385148983958, 'ScienceDirect')","(0.6884726530055199, 'DOI')","(0.6885543406205045, 'ACM')","(0.6885741235278342, 'Springer')","(0.6896656938619805, 'MoodleResource')","(0.6902298665759732, 'Hosting')","(0.6905318791853603, 'BrowserStorage')","(0.6906784736764857, 'GoogleSheetConsumer')","(0.6909012861831426, 'RenameCodebook')","(0.6915138884580732, 'AnnotationServer')","(0.6915732129697328, 'Manual')","(0.6921849135546061, 'MoodleProvider')","(0.6922064209242083, 'CodebookUpdate')","(1, 'SidebarNavigation')"
MoodleProvider,"(0.09484323044045348, 'MoodleResource')","(0.12344140447187815, 'MoodleComment')","(0.15763680961321175, 'MoodleConsumer')","(0.19584930460034042, 'MoodleReport')","(0.3539685827585175, 'MoodleResourceBased')","(0.38283985666874476, 'PreviousAssignments')","(0.47262386832137915, 'Autocomplete')","(0.5691634049541362, 'GoogleSheetProvider')","(0.5819590596603581, 'Neo4J')","(0.5905275265121483, 'WebAnnotationClient')","(0.5965283211889254, 'AnnotationServer')","(0.5978597324274542, 'Hosting')","(0.6038141157986827, 'Hypothesis')","(0.6055750919492686, 'Remote')","(0.616449549223148, 'ApplicationBased')","(0.6164877676502842, 'ScienceDirect')","(0.6304635940862537, 'Manual')","(0.6334752355434683, 'BrowserStorage')","(0.6376077223407794, 'ACM')","(0.6376125860660145, 'Springer')","(0.6403522164790758, 'URN')","(0.6428799478138667, 'BuiltIn')","(0.6449451069695671, 'PDF')","(0.6504278354585942, 'Codebook')","(0.6521229550964467, 'AnnotatedPDF')","(0.6536220893792792, 'URL')","(0.6594044034397841, 'Categorize')","(0.6604606374870476, 'ImportCodebook')","(0.6657258291983679, 'Multivalued')","(0.678924111462304, 'Alphabetical')","(0.678924111462304, 'Number')","(0.6845933154831407, 'Date')","(0.6852990269939663, 'HTML')","(0.687688408236253, 'Export')","(0.6892949742473804, 'Canvas')","(0.6892949742473808, 'Assessing')","(0.6893777157536337, 'TXT')","(0.689486508669644, 'SentimentAnalysis')","(0.6895731385989154, 'LastAnnotation')","(0.6901100078630176, 'AnnotationList')","(0.6903406078397136, 'TextSummary')","(0.6906638649159735, 'JSON')","(0.69093134085969, 'Dropbox')","(0.690935251014779, 'Commenting')","(0.6915478451990524, 'SuggestedLiterature')","(0.6915560831206382, 'Create')","(0.6915877776221381, 'Update')","(0.6915877778027064, 'DOI')","(0.691595402665014, 'Delete')","(0.69176745407809, 'Selector')","(0.6918135263112879, 'DeleteAll')","(0.6918429909574049, 'ImportAnnotations')","(0.6919600874471754, 'Replying')","(0.6920772558117224, 'Classifying')","(0.6921060146391694, 'UserFilter')","(0.6921849135546061, 'SidebarNavigation')","(0.6923256581131964, 'GoogleSheetConsumer')","(0.6923771390012119, 'RenameCodebook')","(0.6923930221589618, 'CodebookDelete')","(0.6924168058122508, 'ExportCodebook')","(0.6926892321453166, 'Hierarchy')","(0.6927720578338663, 'CodebookUpdate')","(1, 'MoodleProvider')"
ImportAnnotations,"(0.13803292214492136, 'SidebarNavigation')","(0.15952327683714315, 'Multivalued')","(0.1888883109814933, 'JSON')","(0.21684181059389152, 'DeleteAll')","(0.25938026198149705, 'Export')","(0.2650814016238203, 'Autocomplete')","(0.27174829297571956, 'Create')","(0.2717964465789768, 'Update')","(0.27180833157733547, 'Delete')","(0.27290005329147604, 'UserFilter')","(0.28562844523019787, 'Alphabetical')","(0.28562844523019787, 'Number')","(0.2973932009950802, 'Classifying')","(0.36921232231485374, 'Hierarchy')","(0.37697131632957026, 'AnnotatedPDF')","(0.41717068294492166, 'Date')","(0.43151526721815936, 'Replying')","(0.4380276971619223, 'Canvas')","(0.4382046053821111, 'LastAnnotation')","(0.43865262481065226, 'AnnotationList')","(0.4403233165772886, 'ImportCodebook')","(0.45750825630210135, 'Codebook')","(0.47889618998269273, 'TextSummary')","(0.4794913214849436, 'ExportCodebook')","(0.4798099769048123, 'Neo4J')","(0.552139634660591, 'GoogleSheetProvider')","(0.5582229038177915, 'Remote')","(0.5633676614579485, 'BuiltIn')","(0.6044115932967512, 'MoodleReport')","(0.6109072039734079, 'Selector')","(0.625133461262388, 'CodebookDelete')","(0.626075999747226, 'URL')","(0.6304355660174654, 'GoogleSheetConsumer')","(0.6629674374219814, 'MoodleResourceBased')","(0.6663990087456144, 'WebAnnotationClient')","(0.6732253595117156, 'HTML')","(0.676757741721543, 'PDF')","(0.6807398999817662, 'TXT')","(0.6807817004382335, 'Assessing')","(0.6812086787423832, 'SentimentAnalysis')","(0.6816277346003274, 'MoodleComment')","(0.6819068870412661, 'URN')","(0.6826809116044881, 'Categorize')","(0.6846757172016833, 'Commenting')","(0.6848934897302891, 'Dropbox')","(0.6863818970950173, 'MoodleConsumer')","(0.6868738106443398, 'ScienceDirect')","(0.6868881147821344, 'SuggestedLiterature')","(0.6870313425410224, 'DOI')","(0.6871396294901008, 'ACM')","(0.6871658867576189, 'Springer')","(0.6879285524568748, 'PreviousAssignments')","(0.6884710982896334, 'MoodleResource')","(0.6893495577235398, 'Hosting')","(0.6897498586111126, 'BrowserStorage')","(0.6898932505593782, 'Hypothesis')","(0.6901897141440714, 'ApplicationBased')","(0.6902892706411865, 'RenameCodebook')","(0.6910355660743097, 'Manual')","(0.6910423332700967, 'AnnotationServer')","(0.6918429909574049, 'MoodleProvider')","(0.6919657675423956, 'CodebookUpdate')","(1, 'ImportAnnotations')"
Alphabetical,"(0.033001994358146464, 'Export')","(0.11969357664393712, 'Multivalued')","(0.1428285031894604, 'Classifying')","(0.21018274371142037, 'Autocomplete')","(0.22751073964036403, 'SidebarNavigation')","(0.23668586676728692, 'Date')","(0.254007230062648, 'Hierarchy')","(0.28562844523019787, 'ImportAnnotations')","(0.36338202252680785, 'URL')","(0.3686235795012091, 'Codebook')","(0.475814313472251, 'ImportCodebook')","(0.4835337550367456, 'ExportCodebook')","(0.4915613416701998, 'Replying')","(0.4995768580428727, 'GoogleSheetProvider')","(0.5067444246641465, 'MoodleResourceBased')","(0.5110350945151699, 'BuiltIn')","(0.5297709683585512, 'WebAnnotationClient')","(0.5728394855250982, 'Selector')","(0.5741848676348194, 'HTML')","(0.5929075903331674, 'PDF')","(0.6216024641680291, 'TXT')","(0.6282443993902693, 'URN')","(0.6284266763945914, 'Assessing')","(0.6284266763945915, 'Canvas')","(0.6308061965317902, 'MoodleComment')","(0.6314466865436785, 'SentimentAnalysis')","(0.632827523778362, 'LastAnnotation')","(0.6384689189245343, 'Categorize')","(0.6409485283539641, 'TextSummary')","(0.6415953406691669, 'AnnotationList')","(0.6445971003578387, 'Remote')","(0.6464280327421308, 'JSON')","(0.647782231261889, 'Commenting')","(0.6490634843171359, 'AnnotatedPDF')","(0.654219590179776, 'Neo4J')","(0.655694153946818, 'Dropbox')","(0.6575177822025104, 'MoodleConsumer')","(0.6582936731979412, 'PreviousAssignments')","(0.6583145320936326, 'ScienceDirect')","(0.6590935720973154, 'MoodleReport')","(0.659722872791292, 'DeleteAll')","(0.6613182380450122, 'MoodleResource')","(0.6646285509913232, 'ApplicationBased')","(0.6654641661654954, 'Hypothesis')","(0.6666705936038313, 'SuggestedLiterature')","(0.6668176314737722, 'Create')","(0.6673829763425156, 'Update')","(0.6673829908215895, 'DOI')","(0.6675189053979902, 'Delete')","(0.6679144389662396, 'ACM')","(0.6680423703179417, 'Springer')","(0.6737240702314524, 'Manual')","(0.6740602218304232, 'Hosting')","(0.6748775541742775, 'BrowserStorage')","(0.6763771058367143, 'UserFilter')","(0.6763865753964716, 'GoogleSheetConsumer')","(0.6775499568792522, 'CodebookDelete')","(0.678924111462304, 'MoodleProvider')","(0.679066197464155, 'AnnotationServer')","(0.6805823286766615, 'RenameCodebook')","(0.6851336022896344, 'CodebookUpdate')","(1, 'Alphabetical')","(1, 'Number')"
MoodleResourceBased,"(0.14348865153581322, 'HTML')","(0.27409435210335253, 'Replying')","(0.2794691276970994, 'Selector')","(0.30433418259700623, 'PDF')","(0.3511428416766277, 'URL')","(0.35251143449200834, 'MoodleComment')","(0.3539685827585175, 'MoodleProvider')","(0.3757162967006258, 'MoodleConsumer')","(0.3794204772717342, 'MoodleResource')","(0.40282372495193164, 'MoodleReport')","(0.42077151441343597, 'Commenting')","(0.44325514979125674, 'PreviousAssignments')","(0.4461418714760531, 'ApplicationBased')","(0.45251767952860483, 'BuiltIn')","(0.5067444246641465, 'Alphabetical')","(0.5067444246641465, 'Number')","(0.5114511725749937, 'Autocomplete')","(0.5268712053241531, 'WebAnnotationClient')","(0.552817575741062, 'Hypothesis')","(0.5549942959975369, 'SidebarNavigation')","(0.5601743639441746, 'Date')","(0.5716777327713336, 'URN')","(0.5727909414234651, 'Codebook')","(0.6037544966641077, 'Export')","(0.6164861539765769, 'GoogleSheetProvider')","(0.621013157588328, 'TXT')","(0.624309967418686, 'ImportCodebook')","(0.6278141664335943, 'Assessing')","(0.6278141664335943, 'Canvas')","(0.6308788887577134, 'SentimentAnalysis')","(0.6315805785958652, 'Hierarchy')","(0.632279719367642, 'LastAnnotation')","(0.6380529298860682, 'Categorize')","(0.64057272524277, 'TextSummary')","(0.641167925017857, 'AnnotationList')","(0.6443111038443997, 'Remote')","(0.646119325515496, 'JSON')","(0.6489053446684454, 'AnnotatedPDF')","(0.6540823651548651, 'Neo4J')","(0.6554365473787567, 'Dropbox')","(0.6581852840293461, 'ScienceDirect')","(0.6596227309818247, 'DeleteAll')","(0.6629674374219814, 'ImportAnnotations')","(0.6665243421677753, 'SuggestedLiterature')","(0.6666727415534999, 'Create')","(0.6672432880804123, 'Update')","(0.6672433025594704, 'DOI')","(0.6673804597104639, 'Delete')","(0.6677795918089318, 'ACM')","(0.6679086814558466, 'Springer')","(0.671439017592421, 'Classifying')","(0.6729357989182143, 'Multivalued')","(0.6737101165203283, 'Manual')","(0.6738650518090651, 'ExportCodebook')","(0.6740071780417294, 'Hosting')","(0.6748347273134969, 'BrowserStorage')","(0.6763126369366267, 'UserFilter')","(0.6763478026627007, 'GoogleSheetConsumer')","(0.6775175598663126, 'CodebookDelete')","(0.6790481083564429, 'AnnotationServer')","(0.6805475422021796, 'RenameCodebook')","(0.6851256054525525, 'CodebookUpdate')","(1, 'MoodleResourceBased')"
DeleteAll,"(0.10164517326435907, 'JSON')","(0.1305257280173613, 'Create')","(0.1305523268386337, 'Update')","(0.13055907433998692, 'Delete')","(0.1313553082291749, 'UserFilter')","(0.21684181059389152, 'ImportAnnotations')","(0.26740270897234814, 'AnnotatedPDF')","(0.4171369024539557, 'SidebarNavigation')","(0.43065671277019274, 'Neo4J')","(0.43836449262870847, 'Canvas')","(0.43861642873560813, 'LastAnnotation')","(0.43921021054883236, 'AnnotationList')","(0.4441105602912847, 'ImportCodebook')","(0.4655836885352441, 'CodebookDelete')","(0.4792474401108129, 'TextSummary')","(0.48670229409654453, 'ExportCodebook')","(0.5339491847173536, 'Remote')","(0.5357001466311965, 'Autocomplete')","(0.5386211121099861, 'RenameCodebook')","(0.5436687356559781, 'Multivalued')","(0.545673196102888, 'Manual')","(0.5491785455013576, 'Replying')","(0.5532554581177336, 'SentimentAnalysis')","(0.5632904253615882, 'ApplicationBased')","(0.5690886985407887, 'BuiltIn')","(0.5863886742134812, 'Codebook')","(0.5991328878016542, 'MoodleResource')","(0.6044982876816473, 'MoodleReport')","(0.6178568913383774, 'URL')","(0.6295743156050588, 'GoogleSheetProvider')","(0.6305081040559448, 'GoogleSheetConsumer')","(0.6306544905121688, 'PreviousAssignments')","(0.6447384480278522, 'Hypothesis')","(0.6596227309818247, 'MoodleResourceBased')","(0.659722872791292, 'Alphabetical')","(0.659722872791292, 'Number')","(0.6635421464898277, 'WebAnnotationClient')","(0.669889541424425, 'Date')","(0.6713535806268022, 'HTML')","(0.6753986315211999, 'PDF')","(0.6762254514254034, 'Export')","(0.6798840473170932, 'TXT')","(0.6799084316954407, 'Assessing')","(0.6808636711301487, 'MoodleComment')","(0.6811900713397339, 'URN')","(0.6820307982241424, 'Categorize')","(0.6842307997268365, 'Commenting')","(0.6844516831479409, 'Dropbox')","(0.6860780199251373, 'MoodleConsumer')","(0.6866093396786136, 'SuggestedLiterature')","(0.6866099766355466, 'ScienceDirect')","(0.6867629500699427, 'DOI')","(0.686878965799862, 'ACM')","(0.6869070814000521, 'Springer')","(0.6871366478095271, 'Selector')","(0.688689356214185, 'Classifying')","(0.6892265376073061, 'Hosting')","(0.6896461507589884, 'BrowserStorage')","(0.6909897839474741, 'AnnotationServer')","(0.691364159538464, 'Hierarchy')","(0.6918135263112879, 'MoodleProvider')","(0.6919405499779507, 'CodebookUpdate')","(1, 'DeleteAll')"
Remote,"(0.18832529315216726, 'WebAnnotationClient')","(0.20208801517150882, 'AnnotationServer')","(0.26661342003940597, 'Hypothesis')","(0.29060818458589727, 'Neo4J')","(0.33463292195178834, 'CodebookUpdate')","(0.3807015014025648, 'Date')","(0.38642833776988733, 'Codebook')","(0.43197405738545097, 'Hierarchy')","(0.4352055203924134, 'ImportCodebook')","(0.47616250100207347, 'MoodleReport')","(0.4780341172921986, 'BuiltIn')","(0.484621175823824, 'BrowserStorage')","(0.5060300053370853, 'ScienceDirect')","(0.5060420508068494, 'GoogleSheetProvider')","(0.5109015048831316, 'ApplicationBased')","(0.513976195443985, 'Create')","(0.5141618421256821, 'Update')","(0.5142068464765506, 'Delete')","(0.5174639499529341, 'UserFilter')","(0.5339491847173536, 'DeleteAll')","(0.536930036174602, 'Selector')","(0.5422347700754164, 'JSON')","(0.5582229038177915, 'ImportAnnotations')","(0.5583158875497372, 'Multivalued')","(0.5737244460424467, 'Hosting')","(0.5796938657462124, 'SidebarNavigation')","(0.5938532068955872, 'Manual')","(0.6009120295966537, 'URL')","(0.602562019771554, 'AnnotatedPDF')","(0.6055750919492686, 'MoodleProvider')","(0.6179037165808247, 'Replying')","(0.618796981240564, 'MoodleConsumer')","(0.6259693682660399, 'MoodleResource')","(0.6274606769189963, 'Autocomplete')","(0.6443111038443997, 'MoodleResourceBased')","(0.6445971003578387, 'Alphabetical')","(0.6445971003578387, 'Number')","(0.6476524469674705, 'CodebookDelete')","(0.6543552889240947, 'ExportCodebook')","(0.6590298956668426, 'HTML')","(0.6643508556582256, 'PDF')","(0.6659071134129084, 'Export')","(0.6712379758626863, 'TXT')","(0.6716001001110756, 'Assessing')","(0.6716001001110756, 'Canvas')","(0.6723715054014168, 'SentimentAnalysis')","(0.6727287662286773, 'LastAnnotation')","(0.6729829105705469, 'MoodleComment')","(0.6732849926771589, 'URN')","(0.6749418121417654, 'Categorize')","(0.67507478879703, 'AnnotationList')","(0.6757778361627711, 'TextSummary')","(0.6785412514538232, 'Commenting')","(0.6792244992943632, 'Dropbox')","(0.6829521784978401, 'SuggestedLiterature')","(0.6832154572203842, 'DOI')","(0.6834139070750306, 'ACM')","(0.6834619454055936, 'Springer')","(0.6842370504426005, 'PreviousAssignments')","(0.6862597915703552, 'Classifying')","(0.6881348785120867, 'GoogleSheetConsumer')","(0.6888358754861822, 'RenameCodebook')","(1, 'Remote')"
