QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
AnnotationServer,"(0.10154881660867228, 'WebAnnotationClient')","(0.1685686583946499, 'Hypothesis')","(0.20208801517150882, 'Remote')","(0.28380186681979513, 'BrowserStorage')","(0.34305385998910953, 'Neo4J')","(0.42459101386937065, 'ApplicationBased')","(0.46653446570950663, 'BuiltIn')","(0.47974933870055675, 'GoogleSheetProvider')","(0.4854023634947105, 'ScienceDirect')","(0.5007587355051915, 'Codebook')","(0.5623694166836744, 'Hosting')","(0.5840481833664469, 'Manual')","(0.5965283211889254, 'MoodleProvider')","(0.6040828290343314, 'ImportCodebook')","(0.624133169785786, 'Multivalued')","(0.6252412070892068, 'MoodleResource')","(0.6562502279796185, 'URL')","(0.6790481083564429, 'MoodleResourceBased')","(0.679066197464155, 'Alphabetical')","(0.679066197464155, 'Number')","(0.6840627565539316, 'Date')","(0.6847055910748517, 'HTML')","(0.6865653486204393, 'PDF')","(0.6868565236180315, 'Export')","(0.6883520278488287, 'Canvas')","(0.6883520278488289, 'Assessing')","(0.6883976704664736, 'TXT')","(0.6885356322879337, 'SentimentAnalysis')","(0.6886192118222993, 'LastAnnotation')","(0.6887457719143928, 'MoodleComment')","(0.6889075869044365, 'URN')","(0.6891462434028914, 'AnnotationList')","(0.6891741752776874, 'Categorize')","(0.6893599635517469, 'TextSummary')","(0.6896934265495103, 'JSON')","(0.6899676711113283, 'Commenting')","(0.6899976160408186, 'Dropbox')","(0.6903995750037155, 'Autocomplete')","(0.6905055309513755, 'AnnotatedPDF')","(0.6905731749985915, 'MoodleConsumer')","(0.6907030409792059, 'SuggestedLiterature')","(0.6907130916290867, 'Create')","(0.6907519565699353, 'Update')","(0.6907519570934679, 'DOI')","(0.6907613545095986, 'Delete')","(0.690788826857571, 'ACM')","(0.6907977531675347, 'Springer')","(0.6909298485154082, 'Selector')","(0.6909897839474741, 'DeleteAll')","(0.6910423332700967, 'ImportAnnotations')","(0.6911407549139054, 'PreviousAssignments')","(0.6911625993040498, 'Replying')","(0.6911835079129228, 'MoodleReport')","(0.6913850975907736, 'Classifying')","(0.6914439489694078, 'UserFilter')","(0.6915138884580732, 'SidebarNavigation')","(0.6917668889790235, 'GoogleSheetConsumer')","(0.6918642045771113, 'RenameCodebook')","(0.6918772388834452, 'CodebookDelete')","(0.6919022000134181, 'ExportCodebook')","(0.6923742433654083, 'Hierarchy')","(0.6925479678471903, 'CodebookUpdate')","(1, 'AnnotationServer')"
Hierarchy,"(0.05949384506776767, 'Date')","(0.19457828141785996, 'Codebook')","(0.2165912549457033, 'Export')","(0.2351502651714893, 'Multivalued')","(0.23825739309192015, 'CodebookUpdate')","(0.2533436899183665, 'Classifying')","(0.254007230062648, 'Alphabetical')","(0.254007230062648, 'Number')","(0.2944677476029846, 'SidebarNavigation')","(0.3217774424641662, 'Autocomplete')","(0.36921232231485374, 'ImportAnnotations')","(0.3809312047500377, 'ImportCodebook')","(0.3854434659705219, 'Selector')","(0.43197405738545097, 'Remote')","(0.4394812558759348, 'MoodleReport')","(0.45374820498707, 'BuiltIn')","(0.48932761347886555, 'Replying')","(0.5212736142257332, 'ExportCodebook')","(0.5434952975773928, 'GoogleSheetProvider')","(0.6198568621583225, 'MoodleConsumer')","(0.629843258585709, 'HTML')","(0.6315805785958652, 'MoodleResourceBased')","(0.641573115116038, 'PDF')","(0.6470057747771651, 'URL')","(0.6498564263725444, 'Commenting')","(0.6536303270878208, 'ApplicationBased')","(0.6636218524691753, 'Hypothesis')","(0.6704359177503385, 'URN')","(0.6724639900836547, 'PreviousAssignments')","(0.6790731154140373, 'WebAnnotationClient')","(0.688420074848576, 'Canvas')","(0.6884200748485765, 'Assessing')","(0.6885045572444456, 'TXT')","(0.6886395787658282, 'SentimentAnalysis')","(0.6887389817902878, 'LastAnnotation')","(0.6889045741628671, 'MoodleComment')","(0.6893571903178174, 'AnnotationList')","(0.689403393890651, 'Categorize')","(0.6896184691196539, 'TextSummary')","(0.6899948362063504, 'JSON')","(0.6903147041737989, 'Dropbox')","(0.6908998792484708, 'AnnotatedPDF')","(0.6910521959470307, 'SuggestedLiterature')","(0.6910622352048739, 'Create')","(0.6910657841506613, 'Neo4J')","(0.6911008810753471, 'Update')","(0.6911009196465062, 'DOI')","(0.6911102403950051, 'Delete')","(0.6911352260809633, 'ScienceDirect')","(0.6911374145149405, 'ACM')","(0.6911462200370196, 'Springer')","(0.691364159538464, 'DeleteAll')","(0.6916760217950984, 'MoodleResource')","(0.6917508975088831, 'UserFilter')","(0.6918580088118689, 'Hosting')","(0.691980027967324, 'BrowserStorage')","(0.692035964241659, 'GoogleSheetConsumer')","(0.6921096289891977, 'RenameCodebook')","(0.6921270674833744, 'CodebookDelete')","(0.6923742433654083, 'AnnotationServer')","(0.6924307658656901, 'Manual')","(0.6926892321453166, 'MoodleProvider')","(1, 'Hierarchy')"
MoodleReport,"(0.19584930460034042, 'MoodleProvider')","(0.20669824169653808, 'MoodleComment')","(0.2191334597897332, 'MoodleResource')","(0.2232300852300597, 'MoodleConsumer')","(0.34513112518754996, 'CodebookUpdate')","(0.3838969679159642, 'PreviousAssignments')","(0.4009528717753319, 'Date')","(0.40282372495193164, 'MoodleResourceBased')","(0.4394812558759348, 'Hierarchy')","(0.4599413625126561, 'Autocomplete')","(0.47616250100207347, 'Remote')","(0.502034429454946, 'Selector')","(0.5040874858673032, 'AnnotatedPDF')","(0.5102859775266717, 'Codebook')","(0.5302697379265614, 'Canvas')","(0.5306970596549357, 'LastAnnotation')","(0.5315961884784605, 'AnnotationList')","(0.5481757381606222, 'PDF')","(0.553221329271524, 'TextSummary')","(0.5539364948389671, 'Categorize')","(0.5570870921147205, 'URN')","(0.5611831488714385, 'JSON')","(0.5656882093428153, 'Neo4J')","(0.5756156806702921, 'ImportCodebook')","(0.5778615465726171, 'ACM')","(0.5778837814420095, 'Springer')","(0.5818550050211077, 'Hosting')","(0.6044115932967512, 'ImportAnnotations')","(0.6044982876816473, 'DeleteAll')","(0.6047144950835182, 'Assessing')","(0.6100904735609958, 'SuggestedLiterature')","(0.6121758000209319, 'URL')","(0.6151921965794462, 'Commenting')","(0.6178208398785325, 'TXT')","(0.6314325742670056, 'GoogleSheetProvider')","(0.6343250715435874, 'BuiltIn')","(0.6389391959347537, 'Classifying')","(0.6449874087698337, 'GoogleSheetConsumer')","(0.6483847731307861, 'Manual')","(0.6492135668012051, 'SidebarNavigation')","(0.651883936878618, 'Hypothesis')","(0.6531145669468923, 'ScienceDirect')","(0.6590935720973154, 'Alphabetical')","(0.6590935720973154, 'Number')","(0.663303534437407, 'WebAnnotationClient')","(0.6669315565325022, 'Replying')","(0.6708847566052074, 'ApplicationBased')","(0.6717876152945802, 'HTML')","(0.6769330378666273, 'Export')","(0.6811763614085249, 'SentimentAnalysis')","(0.6851360007466674, 'Dropbox')","(0.6871835531812511, 'Create')","(0.6872961997360512, 'Update')","(0.6872962363909706, 'DOI')","(0.6873234935365751, 'Delete')","(0.6892921360313736, 'UserFilter')","(0.6899541019484339, 'BrowserStorage')","(0.6901110804817707, 'Multivalued')","(0.6904351761640681, 'CodebookDelete')","(0.6904425453219669, 'RenameCodebook')","(0.6904509959053953, 'ExportCodebook')","(0.6911835079129228, 'AnnotationServer')","(1, 'MoodleReport')"
MoodleResource,"(0.060654983713892496, 'MoodleComment')","(0.09484323044045348, 'MoodleProvider')","(0.19549508327125878, 'PreviousAssignments')","(0.2191334597897332, 'MoodleReport')","(0.23761154286743727, 'MoodleConsumer')","(0.3794204772717342, 'MoodleResourceBased')","(0.3901919078719086, 'Hosting')","(0.41268034297706824, 'ACM')","(0.41269489217098665, 'Springer')","(0.4419732404985145, 'URN')","(0.45358887423388106, 'AnnotatedPDF')","(0.4569757336478448, 'Autocomplete')","(0.48670546825254085, 'Neo4J')","(0.48843017171985986, 'PDF')","(0.48928161946718113, 'Manual')","(0.5425610737853495, 'GoogleSheetProvider')","(0.5444880159229855, 'ApplicationBased')","(0.5700991943102562, 'SentimentAnalysis')","(0.5713539331570746, 'BuiltIn')","(0.5765930774797561, 'Categorize')","(0.5766539507191053, 'ImportCodebook')","(0.586696404127434, 'Codebook')","(0.5899241067995278, 'RenameCodebook')","(0.5903233336874322, 'ScienceDirect')","(0.5908875368200848, 'CodebookDelete')","(0.5941952422444416, 'Hypothesis')","(0.5945008377237115, 'ExportCodebook')","(0.5991328878016542, 'DeleteAll')","(0.6034199358885206, 'WebAnnotationClient')","(0.6168200112742415, 'URL')","(0.6252412070892068, 'AnnotationServer')","(0.6259693682660399, 'Remote')","(0.6475458720292684, 'BrowserStorage')","(0.6613182380450122, 'Alphabetical')","(0.6613182380450122, 'Number')","(0.6693306749576251, 'Multivalued')","(0.6719005210366793, 'Date')","(0.6733422880806299, 'HTML')","(0.6781839186514003, 'Export')","(0.6816995519551355, 'Canvas')","(0.6816995519551359, 'Assessing')","(0.6817522958533342, 'TXT')","(0.6823455937956124, 'LastAnnotation')","(0.6836395517462153, 'AnnotationList')","(0.6841424483469809, 'TextSummary')","(0.6849839419990678, 'JSON')","(0.6856623441364662, 'Commenting')","(0.6857918718224763, 'Dropbox')","(0.6876325930046807, 'SuggestedLiterature')","(0.6876590827723843, 'Create')","(0.6877615499680283, 'Update')","(0.6877615516131779, 'DOI')","(0.6877863350532327, 'Delete')","(0.6881551736426619, 'Selector')","(0.6884710982896334, 'ImportAnnotations')","(0.6887235615073037, 'Replying')","(0.6893942495842802, 'Classifying')","(0.6895761068188562, 'UserFilter')","(0.6896656938619805, 'SidebarNavigation')","(0.690361166532996, 'GoogleSheetConsumer')","(0.6916760217950984, 'Hierarchy')","(0.6921099202185388, 'CodebookUpdate')","(1, 'MoodleResource')"
Selector,"(0.13477107664661805, 'Replying')","(0.14082560001679267, 'HTML')","(0.2350146381980284, 'PDF')","(0.24754847147302872, 'Commenting')","(0.2794691276970994, 'MoodleResourceBased')","(0.35364334022556565, 'BuiltIn')","(0.3854434659705219, 'Hierarchy')","(0.3931304767535239, 'Codebook')","(0.3991987316903298, 'SidebarNavigation')","(0.4184693477914697, 'Date')","(0.45049395983235774, 'ApplicationBased')","(0.4655459966436104, 'CodebookUpdate')","(0.48493293327171616, 'Hypothesis')","(0.4906580064879635, 'Classifying')","(0.4908345074400766, 'Assessing')","(0.49531636473934737, 'SuggestedLiterature')","(0.49952518190790485, 'Categorize')","(0.502034429454946, 'MoodleReport')","(0.5037608200327998, 'Autocomplete')","(0.5127704046543711, 'ImportCodebook')","(0.5327030600601917, 'TXT')","(0.536930036174602, 'Remote')","(0.5711011391138828, 'URN')","(0.5728394855250982, 'Alphabetical')","(0.5728394855250982, 'Number')","(0.5769156869775445, 'Neo4J')","(0.5821608559535063, 'Export')","(0.5966737191531704, 'Multivalued')","(0.6109072039734079, 'ImportAnnotations')","(0.6172933441375983, 'URL')","(0.6226772384738567, 'PreviousAssignments')","(0.6358300108897551, 'MoodleConsumer')","(0.637128270405254, 'ExportCodebook')","(0.6417110606895273, 'GoogleSheetProvider')","(0.6629007266599887, 'WebAnnotationClient')","(0.6794979037962823, 'Canvas')","(0.6799871522655079, 'SentimentAnalysis')","(0.6802122305066973, 'LastAnnotation')","(0.6804725793382854, 'MoodleComment')","(0.6816686950284325, 'AnnotationList')","(0.6821961799320833, 'TextSummary')","(0.6831743539866361, 'JSON')","(0.6841769972569101, 'Dropbox')","(0.6854902779299638, 'AnnotatedPDF')","(0.6863987534598397, 'ScienceDirect')","(0.6864429794509521, 'Create')","(0.6865694034747276, 'Update')","(0.6865694373312135, 'DOI')","(0.6866000497151128, 'Delete')","(0.6866896160471685, 'ACM')","(0.6867187406507095, 'Springer')","(0.6871366478095271, 'DeleteAll')","(0.6881551736426619, 'MoodleResource')","(0.6888276828483686, 'UserFilter')","(0.6891145121250419, 'Hosting')","(0.6895470390642117, 'BrowserStorage')","(0.6897657430730189, 'GoogleSheetConsumer')","(0.6900959982814904, 'CodebookDelete')","(0.6901311086241663, 'RenameCodebook')","(0.6909128168618741, 'Manual')","(0.6909298485154082, 'AnnotationServer')","(0.69176745407809, 'MoodleProvider')","(1, 'Selector')"
DOI,"(0.0005832077021506406, 'Dropbox')","(0.0739570637691803, 'ScienceDirect')","(0.26697756749485924, 'TXT')","(0.3364875157188569, 'MoodleConsumer')","(0.47022038522092885, 'PreviousAssignments')","(0.4997859859489589, 'Hypothesis')","(0.5398410430180884, 'GoogleSheetProvider')","(0.6403653911369451, 'Replying')","(0.6475632651150658, 'URL')","(0.6672433025594704, 'MoodleResourceBased')","(0.6673829908215895, 'Alphabetical')","(0.6673829908215895, 'Number')","(0.6694361368480444, 'WebAnnotationClient')","(0.6730073296144956, 'Date')","(0.6740062615625977, 'HTML')","(0.676508532069935, 'PDF')","(0.6772642405680436, 'Export')","(0.680060815376093, 'Canvas')","(0.6800608153760932, 'Assessing')","(0.6804496266985229, 'SentimentAnalysis')","(0.6806306586964832, 'LastAnnotation')","(0.6807660840547318, 'MoodleComment')","(0.680929580876204, 'URN')","(0.6817760233107966, 'Categorize')","(0.6818362164572841, 'AnnotationList')","(0.6822166654615429, 'TextSummary')","(0.6830787343961872, 'JSON')","(0.6832154572203842, 'Remote')","(0.6837211944857831, 'Commenting')","(0.6847671073842527, 'Autocomplete')","(0.6850833818508891, 'AnnotatedPDF')","(0.6857293783470304, 'Neo4J')","(0.6861859477807587, 'SuggestedLiterature')","(0.6862180451673887, 'Create')","(0.6863425535894172, 'Update')","(0.6863727540013584, 'Delete')","(0.68646123044203, 'ACM')","(0.6864900402001171, 'Springer')","(0.6865694373312135, 'Selector')","(0.6867629500699427, 'DeleteAll')","(0.6870313425410224, 'ImportAnnotations')","(0.6872962363909706, 'MoodleReport')","(0.6877615516131779, 'MoodleResource')","(0.6882956501743874, 'Classifying')","(0.6884726530055199, 'SidebarNavigation')","(0.6884854313398697, 'ImportCodebook')","(0.6886203218705376, 'UserFilter')","(0.6886836840578605, 'Codebook')","(0.6888727576336153, 'Hosting')","(0.6893148467005525, 'BrowserStorage')","(0.6893797359692225, 'BuiltIn')","(0.6894401476759864, 'Multivalued')","(0.6895482215720687, 'GoogleSheetConsumer')","(0.6896363962770999, 'ApplicationBased')","(0.6898344698484222, 'ExportCodebook')","(0.6898921906840993, 'CodebookDelete')","(0.6899670653736254, 'RenameCodebook')","(0.690661946621659, 'Manual')","(0.6907519570934679, 'AnnotationServer')","(0.6911009196465062, 'Hierarchy')","(0.6915877778027064, 'MoodleProvider')","(0.6918133886811961, 'CodebookUpdate')","(1, 'DOI')"
Categorize,"(0.0432902779788291, 'Assessing')","(0.04644882612440131, 'SuggestedLiterature')","(0.16033579529541966, 'Commenting')","(0.2486451559695754, 'TXT')","(0.30239656052138897, 'Neo4J')","(0.3029825293967721, 'PDF')","(0.4185547983485092, 'URN')","(0.42705453427382833, 'Classifying')","(0.447104353665602, 'Autocomplete')","(0.49181699381861244, 'ACM')","(0.4918674814695096, 'Springer')","(0.49952518190790485, 'Selector')","(0.4999466122604446, 'Hosting')","(0.5161240233168758, 'SidebarNavigation')","(0.5261441025583592, 'PreviousAssignments')","(0.5315121977742506, 'Hypothesis')","(0.5387753875428372, 'MoodleComment')","(0.5539364948389671, 'MoodleReport')","(0.5599055968041762, 'AnnotatedPDF')","(0.5765930774797561, 'MoodleResource')","(0.5988892619078214, 'URL')","(0.6219773126810639, 'Replying')","(0.6272971495822559, 'Manual')","(0.6336755178411764, 'ScienceDirect')","(0.6380529298860682, 'MoodleResourceBased')","(0.6384689189245343, 'Alphabetical')","(0.6384689189245343, 'Number')","(0.6430444180282658, 'WebAnnotationClient')","(0.651144894989095, 'Date')","(0.6535921494453565, 'HTML')","(0.6594044034397841, 'MoodleProvider')","(0.6613347859728645, 'Export')","(0.6679794632486789, 'Canvas')","(0.6688921273422147, 'SentimentAnalysis')","(0.6693155444014552, 'LastAnnotation')","(0.6721049903034312, 'AnnotationList')","(0.6728382244114058, 'TextSummary')","(0.6747631880202389, 'JSON')","(0.6749418121417654, 'Remote')","(0.6770527072229304, 'Dropbox')","(0.6798399630906701, 'MoodleConsumer')","(0.6815303262607018, 'Create')","(0.6817760173323952, 'Update')","(0.6817760233107966, 'DOI')","(0.6818353942769759, 'Delete')","(0.6820307982241424, 'DeleteAll')","(0.6826809116044881, 'ImportAnnotations')","(0.6843808574392081, 'ImportCodebook')","(0.6849259454599279, 'Codebook')","(0.6858617021524805, 'BuiltIn')","(0.686002363353257, 'UserFilter')","(0.6865491277891409, 'ApplicationBased')","(0.6869218580989334, 'BrowserStorage')","(0.6869409496569965, 'Multivalued')","(0.6869813333377642, 'GoogleSheetProvider')","(0.6873469441158728, 'GoogleSheetConsumer')","(0.6875534011782535, 'ExportCodebook')","(0.6879061226350861, 'CodebookDelete')","(0.6882451584925644, 'RenameCodebook')","(0.6891741752776874, 'AnnotationServer')","(0.689403393890651, 'Hierarchy')","(0.6909831264762889, 'CodebookUpdate')","(1, 'Categorize')"
ExportCodebook,"(0.051657448037831025, 'CodebookDelete')","(0.06275440112885756, 'RenameCodebook')","(0.07938877876196986, 'ImportCodebook')","(0.10794536302490648, 'Manual')","(0.18466785511733652, 'BuiltIn')","(0.2296375726823437, 'ApplicationBased')","(0.23335457544111565, 'Codebook')","(0.3853874791038624, 'Autocomplete')","(0.4532453142898122, 'Multivalued')","(0.4581718511263515, 'GoogleSheetProvider')","(0.46949018782711816, 'SidebarNavigation')","(0.47678049784547943, 'Export')","(0.4794913214849436, 'ImportAnnotations')","(0.4835337550367456, 'Alphabetical')","(0.4835337550367456, 'Number')","(0.48670229409654453, 'DeleteAll')","(0.49262976117079116, 'Classifying')","(0.5212736142257332, 'Hierarchy')","(0.5391281574594973, 'Date')","(0.5569633056710832, 'PreviousAssignments')","(0.5695207675520451, 'Replying')","(0.5945008377237115, 'MoodleResource')","(0.5948545946367436, 'Hypothesis')","(0.6245099712011326, 'Create')","(0.6245553573143438, 'Update')","(0.6245663658350091, 'Delete')","(0.6253998484732025, 'UserFilter')","(0.63318961314416, 'JSON')","(0.637128270405254, 'Selector')","(0.644668659371588, 'Neo4J')","(0.6448549317514777, 'URL')","(0.6523920063647988, 'AnnotatedPDF')","(0.6543552889240947, 'Remote')","(0.6738650518090651, 'MoodleResourceBased')","(0.6764113967856196, 'WebAnnotationClient')","(0.6813924182134175, 'HTML')","(0.6839117790746972, 'PDF')","(0.6863983621018965, 'Assessing')","(0.6863983621018965, 'Canvas')","(0.6864518362395429, 'TXT')","(0.6866560473468288, 'SentimentAnalysis')","(0.6867735915053546, 'LastAnnotation')","(0.686946371928858, 'MoodleComment')","(0.6871671515785189, 'URN')","(0.6875185407925881, 'AnnotationList')","(0.6875534011782535, 'Categorize')","(0.6878172582508157, 'TextSummary')","(0.6886849737081937, 'Commenting')","(0.6887373510383032, 'Dropbox')","(0.6895646994537574, 'MoodleConsumer')","(0.6897628878280393, 'SuggestedLiterature')","(0.6898297426404618, 'ScienceDirect')","(0.6898344698484222, 'DOI')","(0.6898884546694817, 'ACM')","(0.6899015283738902, 'Springer')","(0.6904509959053953, 'MoodleReport')","(0.69100958979588, 'Hosting')","(0.6912153710329383, 'BrowserStorage')","(0.691314269812929, 'GoogleSheetConsumer')","(0.6919022000134181, 'AnnotationServer')","(0.6924026057182311, 'CodebookUpdate')","(0.6924168058122508, 'MoodleProvider')","(1, 'ExportCodebook')"
Springer,"(8.128676408492884e-08, 'ACM')","(0.026312260301750903, 'Hosting')","(0.11404887904873441, 'URN')","(0.1904457801066714, 'PreviousAssignments')","(0.27332659029996975, 'PDF')","(0.30620810726310244, 'MoodleComment')","(0.3636430828552504, 'AnnotatedPDF')","(0.393153008786587, 'Neo4J')","(0.41269489217098665, 'MoodleResource')","(0.4918674814695096, 'Categorize')","(0.5641533834321283, 'Manual')","(0.5778837814420095, 'MoodleReport')","(0.5957027031669921, 'ScienceDirect')","(0.6376125860660145, 'MoodleProvider')","(0.6484761874374221, 'URL')","(0.6679086814558466, 'MoodleResourceBased')","(0.6680423703179417, 'Alphabetical')","(0.6680423703179417, 'Number')","(0.6700545403458881, 'WebAnnotationClient')","(0.6735477433079635, 'Date')","(0.6745186753578591, 'HTML')","(0.677688079819037, 'Export')","(0.6802354033186703, 'TXT')","(0.6804012282655149, 'Canvas')","(0.6804012282655152, 'Assessing')","(0.6807780514970616, 'SentimentAnalysis')","(0.6809534791538346, 'LastAnnotation')","(0.6821214526774992, 'AnnotationList')","(0.6824923154537887, 'TextSummary')","(0.6833274704003767, 'JSON')","(0.6834619454055936, 'Remote')","(0.6839519204855657, 'Commenting')","(0.6842729510694816, 'Dropbox')","(0.6849704418137212, 'Autocomplete')","(0.6857140472764925, 'MoodleConsumer')","(0.6863379442754829, 'SuggestedLiterature')","(0.6863691140511231, 'Create')","(0.6864900373047839, 'Update')","(0.6864900402001171, 'DOI')","(0.6865193712969695, 'Delete')","(0.6867187406507095, 'Selector')","(0.6869070814000521, 'DeleteAll')","(0.6871658867576189, 'ImportAnnotations')","(0.6872877443746745, 'Replying')","(0.6883939925395224, 'Classifying')","(0.6885741235278342, 'SidebarNavigation')","(0.688598424753518, 'ImportCodebook')","(0.6887068292463406, 'UserFilter')","(0.6887882530087375, 'Codebook')","(0.6893893108789781, 'BrowserStorage')","(0.6894255171998143, 'Hypothesis')","(0.6894732829757411, 'BuiltIn')","(0.6895151078325699, 'Multivalued')","(0.6896169072699998, 'GoogleSheetConsumer')","(0.6897198442685927, 'ApplicationBased')","(0.6899015283738902, 'ExportCodebook')","(0.6899535214989201, 'CodebookDelete')","(0.6900230034193601, 'RenameCodebook')","(0.6900798092030098, 'GoogleSheetProvider')","(0.6907977531675347, 'AnnotationServer')","(0.6911462200370196, 'Hierarchy')","(0.691836880844104, 'CodebookUpdate')","(1, 'Springer')"
Canvas,"(6.2628727261086e-05, 'LastAnnotation')","(0.0005694007565086303, 'AnnotationList')","(0.1581738255369093, 'TextSummary')","(0.20846654381172885, 'JSON')","(0.30537026365989584, 'AnnotatedPDF')","(0.4380276971619223, 'ImportAnnotations')","(0.43836449262870847, 'DeleteAll')","(0.5302697379265614, 'MoodleReport')","(0.587381109726646, 'GoogleSheetConsumer')","(0.5890281941669686, 'URL')","(0.6278141664335943, 'MoodleResourceBased')","(0.6284266763945915, 'Alphabetical')","(0.6284266763945915, 'Number')","(0.6335461582799863, 'WebAnnotationClient')","(0.6427805444218497, 'Date')","(0.6458240783448369, 'HTML')","(0.6525016465475239, 'PDF')","(0.6551842351769542, 'Export')","(0.6623292508714539, 'TXT')","(0.6633405436468818, 'Assessing')","(0.6644627021806205, 'SentimentAnalysis')","(0.6650928456121086, 'MoodleComment')","(0.6651802643547166, 'URN')","(0.6679794632486789, 'Categorize')","(0.6716001001110756, 'Remote')","(0.6729449602163899, 'Commenting')","(0.6744242427117539, 'Dropbox')","(0.6749939985185976, 'Autocomplete')","(0.6774866630344258, 'MoodleConsumer')","(0.6774882744955518, 'Neo4J')","(0.678461676944333, 'ScienceDirect')","(0.6794979037962823, 'Selector')","(0.6796960659168922, 'SuggestedLiterature')","(0.6797710954398559, 'Create')","(0.6800608080718338, 'Update')","(0.680060815376093, 'DOI')","(0.6801307597522261, 'Delete')","(0.6801608191531726, 'Replying')","(0.680334967748961, 'ACM')","(0.6803688426639312, 'PreviousAssignments')","(0.6804012282655149, 'Springer')","(0.6816995519551355, 'MoodleResource')","(0.6821264296952758, 'ImportCodebook')","(0.6828856509048177, 'Codebook')","(0.6833492309691778, 'SidebarNavigation')","(0.6838311009853789, 'BuiltIn')","(0.683859436094264, 'Classifying')","(0.6845682204971895, 'Hypothesis')","(0.6848008156896421, 'ApplicationBased')","(0.684970568264081, 'UserFilter')","(0.6850545861965883, 'Hosting')","(0.6851978643088026, 'GoogleSheetProvider')","(0.6857212074169945, 'Multivalued')","(0.6858280272838739, 'BrowserStorage')","(0.6863983621018965, 'ExportCodebook')","(0.6869768242316607, 'CodebookDelete')","(0.6874136260370283, 'Manual')","(0.6875102856237207, 'RenameCodebook')","(0.6883520278488287, 'AnnotationServer')","(0.688420074848576, 'Hierarchy')","(0.6892949742473804, 'MoodleProvider')","(0.690531435743, 'CodebookUpdate')","(1, 'Canvas')"
UserFilter,"(0.0004467602003035556, 'Delete')","(0.0004593584233207798, 'Update')","(0.0005133189461992728, 'Create')","(0.1313553082291749, 'DeleteAll')","(0.21727141870571828, 'JSON')","(0.27290005329147604, 'ImportAnnotations')","(0.3727468017900514, 'SidebarNavigation')","(0.3910399458557866, 'Neo4J')","(0.48957675710255855, 'AnnotatedPDF')","(0.5174639499529341, 'Remote')","(0.5255084381293902, 'Multivalued')","(0.5330012222617313, 'Replying')","(0.5625031625808261, 'ImportCodebook')","(0.5728981901326056, 'Autocomplete')","(0.6084428086241602, 'CodebookDelete')","(0.6253998484732025, 'ExportCodebook')","(0.6597458523582709, 'URL')","(0.6763126369366267, 'MoodleResourceBased')","(0.6763771058367143, 'Alphabetical')","(0.6763771058367143, 'Number')","(0.6779124285441356, 'WebAnnotationClient')","(0.6804932197654738, 'Date')","(0.6811367168607534, 'HTML')","(0.6828398425122008, 'PDF')","(0.6832589916734133, 'Export')","(0.6849149888742931, 'TXT')","(0.684970568264081, 'Assessing')","(0.684970568264081, 'Canvas')","(0.6852017547497338, 'SentimentAnalysis')","(0.6853089194124269, 'LastAnnotation')","(0.6854141474149287, 'MoodleComment')","(0.6855451416969789, 'URN')","(0.686002363353257, 'Categorize')","(0.6860158056088497, 'AnnotationList')","(0.6862610037434411, 'TextSummary')","(0.687147698684047, 'Commenting')","(0.687297970170248, 'Dropbox')","(0.6881966023661487, 'MoodleConsumer')","(0.6885073409419851, 'ScienceDirect')","(0.688528696609785, 'SuggestedLiterature')","(0.6886203218705376, 'DOI')","(0.6886899130708588, 'ACM')","(0.6887068292463406, 'Springer')","(0.6888276828483686, 'Selector')","(0.6892037554274576, 'PreviousAssignments')","(0.6892921360313736, 'MoodleReport')","(0.6895761068188562, 'MoodleResource')","(0.6898240958504274, 'Classifying')","(0.690182610702565, 'Hosting')","(0.6902118385216989, 'Codebook')","(0.6904712025403523, 'BrowserStorage')","(0.6906037383853327, 'Hypothesis')","(0.6906174225461825, 'GoogleSheetConsumer')","(0.6907109700723715, 'BuiltIn')","(0.6908366911710613, 'ApplicationBased')","(0.6908574522858903, 'RenameCodebook')","(0.6911125875796953, 'GoogleSheetProvider')","(0.6914439489694078, 'AnnotationServer')","(0.6914672537420885, 'Manual')","(0.6917508975088831, 'Hierarchy')","(0.6921060146391694, 'MoodleProvider')","(0.6921653178077953, 'CodebookUpdate')","(1, 'UserFilter')"
