QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
AnnotationServer,"(0.5494706226030177, 'ACM')","(0.5494706226030177, 'Alphabetical')","(0.5494706226030177, 'AnnotationList')","(0.5494706226030177, 'Categorize')","(0.5494706226030177, 'Commenting')","(0.5494706226030177, 'Create')","(0.5494706226030177, 'Date')","(0.5494706226030177, 'Delete')","(0.5494706226030177, 'Export')","(0.5494706226030177, 'ExportCodebook')","(0.5494706226030177, 'HTML')","(0.5494706226030177, 'Hosting')","(0.5494706226030177, 'ImportAnnotations')","(0.5494706226030177, 'JSON')","(0.5494706226030177, 'MoodleComment')","(0.5494706226030177, 'MoodleConsumer')","(0.5494706226030177, 'MoodleResourceBased')","(0.5494706226030177, 'Number')","(0.5494706226030177, 'Springer')","(0.5494706226030177, 'URN')","(0.5494706226030177, 'Update')","(0.5494706226030177, 'WebAnnotationClient')","(0.5790424320511607, 'Canvas')","(0.5790424320511607, 'Selector')","(0.5790424320511609, 'Assessing')","(0.5790424320511609, 'BuiltIn')","(0.5790424320511609, 'Codebook')","(0.5790424320511609, 'MoodleReport')","(0.5790424320511609, 'PDF')","(0.5790424320511609, 'URL')","(0.5790424320511609, 'UserFilter')","(0.6047650501340174, 'Classifying')","(0.6047650501340178, 'RenameCodebook')","(0.6122456916361876, 'CodebookDelete')","(0.6122456916361876, 'DOI')","(0.6180854491699665, 'DeleteAll')","(0.6180854491699665, 'GoogleSheetConsumer')","(0.6180854491699665, 'LastAnnotation')","(0.6180854491699667, 'ImportCodebook')","(0.6180854491699671, 'Remote')","(0.6268051514262932, 'MoodleResource')","(0.6268051514262936, 'TXT')","(0.6268051514262937, 'ApplicationBased')","(0.6301993636998588, 'Manual')","(0.6301993636998591, 'Replying')","(0.6301993636998592, 'CodebookUpdate')","(0.6331480206375532, 'Dropbox')","(0.6331480206375533, 'PreviousAssignments')","(0.6357434886991269, 'Hierarchy')","(0.6420012830752199, 'Multivalued')","(0.6467116214640568, 'TextSummary')","(0.6467116214640574, 'ScienceDirect')","(0.6504261365905242, 'SidebarNavigation')","(0.6504261365905247, 'Autocomplete')","(0.6504261365905248, 'SentimentAnalysis')","(0.6525069744403499, 'Neo4J')","(0.6599864463870604, 'GoogleSheetProvider')","(0.6616105859074739, 'BrowserStorage')","(0.6691193087193278, 'AnnotatedPDF')","(0.6691193087193282, 'Hypothesis')","(0.677688081230506, 'SuggestedLiterature')","(0.687944425281956, 'MoodleProvider')","(1, 'AnnotationServer')"
Hierarchy,"(0.5180020735260367, 'ACM')","(0.5180020735260367, 'Alphabetical')","(0.5180020735260367, 'AnnotationList')","(0.5180020735260367, 'Categorize')","(0.5180020735260367, 'Commenting')","(0.5180020735260367, 'Create')","(0.5180020735260367, 'Date')","(0.5180020735260367, 'Delete')","(0.5180020735260367, 'Export')","(0.5180020735260367, 'ExportCodebook')","(0.5180020735260367, 'HTML')","(0.5180020735260367, 'Hosting')","(0.5180020735260367, 'ImportAnnotations')","(0.5180020735260367, 'JSON')","(0.5180020735260367, 'MoodleComment')","(0.5180020735260367, 'MoodleConsumer')","(0.5180020735260367, 'MoodleResourceBased')","(0.5180020735260367, 'Number')","(0.5180020735260367, 'Springer')","(0.5180020735260367, 'URN')","(0.5180020735260367, 'Update')","(0.5180020735260367, 'WebAnnotationClient')","(0.5546345429148314, 'Canvas')","(0.5546345429148314, 'MoodleReport')","(0.5546345429148315, 'Codebook')","(0.5546345429148315, 'PDF')","(0.5546345429148315, 'Selector')","(0.5546345429148315, 'URL')","(0.5546345429148316, 'Assessing')","(0.5546345429148316, 'BuiltIn')","(0.5546345429148316, 'UserFilter')","(0.5870683334929233, 'RenameCodebook')","(0.5870683334929234, 'Classifying')","(0.5965133946039591, 'CodebookDelete')","(0.5965133946039591, 'DOI')","(0.6038710055957084, 'GoogleSheetConsumer')","(0.6038710055957084, 'ImportCodebook')","(0.6038710055957086, 'DeleteAll')","(0.6038710055957086, 'LastAnnotation')","(0.6038710055957088, 'Remote')","(0.6148102374943596, 'MoodleResource')","(0.6148102374943598, 'TXT')","(0.6148102374943599, 'ApplicationBased')","(0.6190472467902499, 'CodebookUpdate')","(0.6190472467902499, 'Manual')","(0.61904724679025, 'Replying')","(0.622716055212553, 'Dropbox')","(0.6227160552125532, 'PreviousAssignments')","(0.6336505931867635, 'Multivalued')","(0.6357434886991269, 'AnnotationServer')","(0.6394094302939832, 'ScienceDirect')","(0.6394094302939833, 'TextSummary')","(0.6439171597215947, 'SidebarNavigation')","(0.6439171597215949, 'Autocomplete')","(0.6439171597215949, 'SentimentAnalysis')","(0.646428274229716, 'Neo4J')","(0.6553625880943232, 'GoogleSheetProvider')","(0.6572822296184678, 'BrowserStorage')","(0.666052527270332, 'AnnotatedPDF')","(0.6660525272703327, 'Hypothesis')","(0.6758281531263386, 'SuggestedLiterature')","(0.6871338877652209, 'MoodleProvider')","(1, 'Hierarchy')"
MoodleReport,"(0.20117503809219417, 'ACM')","(0.20117503809219417, 'Alphabetical')","(0.20117503809219417, 'AnnotationList')","(0.20117503809219417, 'Categorize')","(0.20117503809219417, 'Commenting')","(0.20117503809219417, 'Create')","(0.20117503809219417, 'Date')","(0.20117503809219417, 'Delete')","(0.20117503809219417, 'Export')","(0.20117503809219417, 'ExportCodebook')","(0.20117503809219417, 'HTML')","(0.20117503809219417, 'Hosting')","(0.20117503809219417, 'ImportAnnotations')","(0.20117503809219417, 'JSON')","(0.20117503809219417, 'MoodleComment')","(0.20117503809219417, 'MoodleConsumer')","(0.20117503809219417, 'MoodleResourceBased')","(0.20117503809219417, 'Number')","(0.20117503809219417, 'Springer')","(0.20117503809219417, 'URN')","(0.20117503809219417, 'Update')","(0.20117503809219417, 'WebAnnotationClient')","(0.33112595878510354, 'Selector')","(0.3311259587851036, 'Canvas')","(0.33112595878510365, 'UserFilter')","(0.33112595878510376, 'Codebook')","(0.33112595878510376, 'PDF')","(0.33112595878510376, 'URL')","(0.3311259587851042, 'Assessing')","(0.3311259587851042, 'BuiltIn')","(0.4413426472999352, 'RenameCodebook')","(0.44134264729993566, 'Classifying')","(0.4711141847131063, 'CodebookDelete')","(0.4711141847131063, 'DOI')","(0.49337286677193326, 'GoogleSheetConsumer')","(0.49337286677193337, 'ImportCodebook')","(0.49337286677193354, 'LastAnnotation')","(0.4933728667719336, 'DeleteAll')","(0.4933728667719336, 'Remote')","(0.5248160934043768, 'MoodleResource')","(0.524816093404378, 'TXT')","(0.5248160934043783, 'ApplicationBased')","(0.5364358252206959, 'Manual')","(0.536435825220696, 'Replying')","(0.5364358252206961, 'CodebookUpdate')","(0.5462369184525937, 'Dropbox')","(0.5462369184525939, 'PreviousAssignments')","(0.5546345429148314, 'Hierarchy')","(0.5739844694139172, 'Multivalued')","(0.5790424320511609, 'AnnotationServer')","(0.587704792052073, 'ScienceDirect')","(0.5877047920520737, 'TextSummary')","(0.5980115672826918, 'SidebarNavigation')","(0.5980115672826919, 'SentimentAnalysis')","(0.598011567282692, 'Autocomplete')","(0.6035882807888266, 'Neo4J')","(0.6224754904311471, 'GoogleSheetProvider')","(0.6263397539361613, 'BrowserStorage')","(0.6431245582179738, 'AnnotatedPDF')","(0.6431245582179739, 'Hypothesis')","(0.6601382751516381, 'SuggestedLiterature')","(0.6774049922538281, 'MoodleProvider')","(1, 'MoodleReport')"
MoodleResource,"(0.010438988914803465, 'Neo4J')","(0.47863107331315985, 'ACM')","(0.47863107331315985, 'Alphabetical')","(0.47863107331315985, 'AnnotationList')","(0.47863107331315985, 'Categorize')","(0.47863107331315985, 'Commenting')","(0.47863107331315985, 'Create')","(0.47863107331315985, 'Date')","(0.47863107331315985, 'Delete')","(0.47863107331315985, 'Export')","(0.47863107331315985, 'ExportCodebook')","(0.47863107331315985, 'HTML')","(0.47863107331315985, 'Hosting')","(0.47863107331315985, 'ImportAnnotations')","(0.47863107331315985, 'JSON')","(0.47863107331315985, 'MoodleComment')","(0.47863107331315985, 'MoodleConsumer')","(0.47863107331315985, 'MoodleResourceBased')","(0.47863107331315985, 'Number')","(0.47863107331315985, 'Springer')","(0.47863107331315985, 'URN')","(0.47863107331315985, 'Update')","(0.47863107331315985, 'WebAnnotationClient')","(0.5248160934043766, 'Canvas')","(0.5248160934043767, 'Selector')","(0.5248160934043768, 'MoodleReport')","(0.5248160934043768, 'PDF')","(0.5248160934043768, 'URL')","(0.5248160934043771, 'Assessing')","(0.5248160934043771, 'BuiltIn')","(0.5248160934043771, 'Codebook')","(0.5248160934043771, 'UserFilter')","(0.5660854882740158, 'Classifying')","(0.5660854882740158, 'RenameCodebook')","(0.5780495679564838, 'CodebookDelete')","(0.5780495679564839, 'DOI')","(0.5873272702079857, 'DeleteAll')","(0.5873272702079857, 'LastAnnotation')","(0.5873272702079857, 'Remote')","(0.5873272702079858, 'GoogleSheetConsumer')","(0.5873272702079858, 'ImportCodebook')","(0.60102738415967, 'ApplicationBased')","(0.60102738415967, 'TXT')","(0.6062966790967677, 'CodebookUpdate')","(0.6062966790967677, 'Replying')","(0.6062966790967679, 'Manual')","(0.6108399720589854, 'PreviousAssignments')","(0.6108399720589855, 'Dropbox')","(0.6148102374943596, 'Hierarchy')","(0.6242595390661527, 'Multivalued')","(0.6268051514262932, 'AnnotationServer')","(0.6312446259684693, 'TextSummary')","(0.6312446259684694, 'ScienceDirect')","(0.6366677544033257, 'Autocomplete')","(0.6366677544033257, 'SentimentAnalysis')","(0.636667754403326, 'SidebarNavigation')","(0.6502432642771425, 'GoogleSheetProvider')","(0.6524907057272227, 'BrowserStorage')","(0.6626407774855405, 'AnnotatedPDF')","(0.6626407774855406, 'Hypothesis')","(0.6737051346705357, 'SuggestedLiterature')","(0.6861053122280544, 'MoodleProvider')","(1, 'MoodleResource')"
Selector,"(0.20117503809219406, 'ACM')","(0.20117503809219406, 'Alphabetical')","(0.20117503809219406, 'AnnotationList')","(0.20117503809219406, 'Categorize')","(0.20117503809219406, 'Commenting')","(0.20117503809219406, 'Create')","(0.20117503809219406, 'Date')","(0.20117503809219406, 'Delete')","(0.20117503809219406, 'Export')","(0.20117503809219406, 'ExportCodebook')","(0.20117503809219406, 'HTML')","(0.20117503809219406, 'Hosting')","(0.20117503809219406, 'ImportAnnotations')","(0.20117503809219406, 'JSON')","(0.20117503809219406, 'MoodleComment')","(0.20117503809219406, 'MoodleConsumer')","(0.20117503809219406, 'MoodleResourceBased')","(0.20117503809219406, 'Number')","(0.20117503809219406, 'Springer')","(0.20117503809219406, 'URN')","(0.20117503809219406, 'Update')","(0.20117503809219406, 'WebAnnotationClient')","(0.3311259587851034, 'Canvas')","(0.33112595878510354, 'MoodleReport')","(0.33112595878510365, 'PDF')","(0.33112595878510365, 'URL')","(0.33112595878510376, 'Codebook')","(0.33112595878510376, 'UserFilter')","(0.33112595878510387, 'Assessing')","(0.33112595878510387, 'BuiltIn')","(0.4413426472999351, 'RenameCodebook')","(0.44134264729993533, 'Classifying')","(0.47111418471310557, 'CodebookDelete')","(0.4711141847131056, 'DOI')","(0.4933728667719329, 'GoogleSheetConsumer')","(0.49337286677193304, 'ImportCodebook')","(0.49337286677193315, 'LastAnnotation')","(0.49337286677193326, 'DeleteAll')","(0.49337286677193337, 'Remote')","(0.5248160934043767, 'MoodleResource')","(0.5248160934043777, 'TXT')","(0.5248160934043778, 'ApplicationBased')","(0.5364358252206953, 'Replying')","(0.5364358252206956, 'CodebookUpdate')","(0.5364358252206956, 'Manual')","(0.5462369184525931, 'Dropbox')","(0.5462369184525933, 'PreviousAssignments')","(0.5546345429148315, 'Hierarchy')","(0.573984469413917, 'Multivalued')","(0.5790424320511607, 'AnnotationServer')","(0.587704792052073, 'ScienceDirect')","(0.5877047920520733, 'TextSummary')","(0.5980115672826916, 'SidebarNavigation')","(0.5980115672826917, 'SentimentAnalysis')","(0.5980115672826918, 'Autocomplete')","(0.6035882807888265, 'Neo4J')","(0.6224754904311468, 'GoogleSheetProvider')","(0.6263397539361615, 'BrowserStorage')","(0.6431245582179732, 'AnnotatedPDF')","(0.6431245582179735, 'Hypothesis')","(0.6601382751516378, 'SuggestedLiterature')","(0.6774049922538279, 'MoodleProvider')","(1, 'Selector')"
DOI,"(0.01810620939987482, 'Multivalued')","(0.40530168251551124, 'ACM')","(0.40530168251551124, 'Alphabetical')","(0.40530168251551124, 'AnnotationList')","(0.40530168251551124, 'Categorize')","(0.40530168251551124, 'Commenting')","(0.40530168251551124, 'Create')","(0.40530168251551124, 'Date')","(0.40530168251551124, 'Delete')","(0.40530168251551124, 'Export')","(0.40530168251551124, 'ExportCodebook')","(0.40530168251551124, 'HTML')","(0.40530168251551124, 'Hosting')","(0.40530168251551124, 'ImportAnnotations')","(0.40530168251551124, 'JSON')","(0.40530168251551124, 'MoodleComment')","(0.40530168251551124, 'MoodleConsumer')","(0.40530168251551124, 'MoodleResourceBased')","(0.40530168251551124, 'Number')","(0.40530168251551124, 'Springer')","(0.40530168251551124, 'URN')","(0.40530168251551124, 'Update')","(0.40530168251551124, 'WebAnnotationClient')","(0.4711141847131055, 'Canvas')","(0.4711141847131056, 'Selector')","(0.47111418471310573, 'BuiltIn')","(0.47111418471310584, 'PDF')","(0.47111418471310584, 'URL')","(0.47111418471310607, 'UserFilter')","(0.4711141847131062, 'Codebook')","(0.47111418471310623, 'Assessing')","(0.4711141847131063, 'MoodleReport')","(0.5297709702017555, 'Classifying')","(0.5297709702017557, 'RenameCodebook')","(0.5465002350357823, 'CodebookDelete')","(0.5593411379857676, 'GoogleSheetConsumer')","(0.5593411379857676, 'LastAnnotation')","(0.5593411379857678, 'DeleteAll')","(0.5593411379857678, 'ImportCodebook')","(0.5593411379857681, 'Remote')","(0.5780495679564839, 'MoodleResource')","(0.5780495679564843, 'TXT')","(0.5780495679564848, 'ApplicationBased')","(0.5851539463061819, 'Replying')","(0.5851539463061821, 'Manual')","(0.5851539463061822, 'CodebookUpdate')","(0.5912349023380152, 'Dropbox')","(0.5912349023380152, 'PreviousAssignments')","(0.5965133946039591, 'Hierarchy')","(0.6122456916361876, 'AnnotationServer')","(0.617981368279853, 'ScienceDirect')","(0.617981368279853, 'TextSummary')","(0.6249201441758574, 'SidebarNavigation')","(0.6249201441758583, 'Autocomplete')","(0.6249201441758583, 'SentimentAnalysis')","(0.6287293538282354, 'Neo4J')","(0.6419428558676972, 'GoogleSheetProvider')","(0.6447105836325442, 'BrowserStorage')","(0.6570197623010563, 'AnnotatedPDF')","(0.657019762301057, 'Hypothesis')","(0.670054540345888, 'SuggestedLiterature')","(0.6840919620539527, 'MoodleProvider')","(1, 'DOI')"
Categorize,"(0.20117503809219398, 'Canvas')","(0.20117503809219406, 'Selector')","(0.20117503809219411, 'PDF')","(0.20117503809219411, 'URL')","(0.20117503809219417, 'MoodleReport')","(0.2011750380921943, 'Assessing')","(0.2011750380921943, 'BuiltIn')","(0.20117503809219434, 'Codebook')","(0.20117503809219434, 'UserFilter')","(0.3633820275612405, 'Classifying')","(0.3633820275612407, 'RenameCodebook')","(0.40530168251551124, 'DOI')","(0.40530168251551135, 'CodebookDelete')","(0.4360621241506524, 'GoogleSheetConsumer')","(0.43606212415065243, 'ImportCodebook')","(0.4360621241506527, 'LastAnnotation')","(0.4360621241506528, 'DeleteAll')","(0.4360621241506535, 'Remote')","(0.47863107331315985, 'MoodleResource')","(0.4786310733131609, 'ApplicationBased')","(0.47863107331316124, 'TXT')","(0.4940914636954916, 'Manual')","(0.49409146369549195, 'Replying')","(0.4940914636954923, 'CodebookUpdate')","(0.5070153023433188, 'Dropbox')","(0.507015302343319, 'PreviousAssignments')","(0.5180020735260367, 'Hierarchy')","(0.5430073517571321, 'Multivalued')","(0.5494706226030177, 'AnnotationServer')","(0.5604677767977001, 'ScienceDirect')","(0.5604677767977001, 'TextSummary')","(0.5734317845412509, 'Autocomplete')","(0.5734317845412509, 'SentimentAnalysis')","(0.5734317845412509, 'SidebarNavigation')","(0.5803902626928148, 'Neo4J')","(0.6036534326977308, 'GoogleSheetProvider')","(0.608352915836747, 'BrowserStorage')","(0.6285112968131708, 'AnnotatedPDF')","(0.6285112968131714, 'Hypothesis')","(0.6484761874374223, 'SuggestedLiterature')","(0.6681046915288826, 'MoodleProvider')","(1, 'ACM')","(1, 'Alphabetical')","(1, 'AnnotationList')","(1, 'Categorize')","(1, 'Commenting')","(1, 'Create')","(1, 'Date')","(1, 'Delete')","(1, 'Export')","(1, 'ExportCodebook')","(1, 'HTML')","(1, 'Hosting')","(1, 'ImportAnnotations')","(1, 'JSON')","(1, 'MoodleComment')","(1, 'MoodleConsumer')","(1, 'MoodleResourceBased')","(1, 'Number')","(1, 'Springer')","(1, 'URN')","(1, 'Update')","(1, 'WebAnnotationClient')"
ExportCodebook,"(0.20117503809219398, 'Canvas')","(0.20117503809219406, 'Selector')","(0.20117503809219411, 'PDF')","(0.20117503809219411, 'URL')","(0.20117503809219417, 'MoodleReport')","(0.2011750380921943, 'Assessing')","(0.2011750380921943, 'BuiltIn')","(0.20117503809219434, 'Codebook')","(0.20117503809219434, 'UserFilter')","(0.3633820275612405, 'Classifying')","(0.3633820275612407, 'RenameCodebook')","(0.40530168251551124, 'DOI')","(0.40530168251551135, 'CodebookDelete')","(0.4360621241506524, 'GoogleSheetConsumer')","(0.43606212415065243, 'ImportCodebook')","(0.4360621241506527, 'LastAnnotation')","(0.4360621241506528, 'DeleteAll')","(0.4360621241506535, 'Remote')","(0.47863107331315985, 'MoodleResource')","(0.4786310733131609, 'ApplicationBased')","(0.47863107331316124, 'TXT')","(0.4940914636954916, 'Manual')","(0.49409146369549195, 'Replying')","(0.4940914636954923, 'CodebookUpdate')","(0.5070153023433188, 'Dropbox')","(0.507015302343319, 'PreviousAssignments')","(0.5180020735260367, 'Hierarchy')","(0.5430073517571321, 'Multivalued')","(0.5494706226030177, 'AnnotationServer')","(0.5604677767977001, 'ScienceDirect')","(0.5604677767977001, 'TextSummary')","(0.5734317845412509, 'Autocomplete')","(0.5734317845412509, 'SentimentAnalysis')","(0.5734317845412509, 'SidebarNavigation')","(0.5803902626928148, 'Neo4J')","(0.6036534326977308, 'GoogleSheetProvider')","(0.608352915836747, 'BrowserStorage')","(0.6285112968131708, 'AnnotatedPDF')","(0.6285112968131714, 'Hypothesis')","(0.6484761874374223, 'SuggestedLiterature')","(0.6681046915288826, 'MoodleProvider')","(1, 'ACM')","(1, 'Alphabetical')","(1, 'AnnotationList')","(1, 'Categorize')","(1, 'Commenting')","(1, 'Create')","(1, 'Date')","(1, 'Delete')","(1, 'Export')","(1, 'ExportCodebook')","(1, 'HTML')","(1, 'Hosting')","(1, 'ImportAnnotations')","(1, 'JSON')","(1, 'MoodleComment')","(1, 'MoodleConsumer')","(1, 'MoodleResourceBased')","(1, 'Number')","(1, 'Springer')","(1, 'URN')","(1, 'Update')","(1, 'WebAnnotationClient')"
Springer,"(0.20117503809219398, 'Canvas')","(0.20117503809219406, 'Selector')","(0.20117503809219411, 'PDF')","(0.20117503809219411, 'URL')","(0.20117503809219417, 'MoodleReport')","(0.2011750380921943, 'Assessing')","(0.2011750380921943, 'BuiltIn')","(0.20117503809219434, 'Codebook')","(0.20117503809219434, 'UserFilter')","(0.3633820275612405, 'Classifying')","(0.3633820275612407, 'RenameCodebook')","(0.40530168251551124, 'DOI')","(0.40530168251551135, 'CodebookDelete')","(0.4360621241506524, 'GoogleSheetConsumer')","(0.43606212415065243, 'ImportCodebook')","(0.4360621241506527, 'LastAnnotation')","(0.4360621241506528, 'DeleteAll')","(0.4360621241506535, 'Remote')","(0.47863107331315985, 'MoodleResource')","(0.4786310733131609, 'ApplicationBased')","(0.47863107331316124, 'TXT')","(0.4940914636954916, 'Manual')","(0.49409146369549195, 'Replying')","(0.4940914636954923, 'CodebookUpdate')","(0.5070153023433188, 'Dropbox')","(0.507015302343319, 'PreviousAssignments')","(0.5180020735260367, 'Hierarchy')","(0.5430073517571321, 'Multivalued')","(0.5494706226030177, 'AnnotationServer')","(0.5604677767977001, 'ScienceDirect')","(0.5604677767977001, 'TextSummary')","(0.5734317845412509, 'Autocomplete')","(0.5734317845412509, 'SentimentAnalysis')","(0.5734317845412509, 'SidebarNavigation')","(0.5803902626928148, 'Neo4J')","(0.6036534326977308, 'GoogleSheetProvider')","(0.608352915836747, 'BrowserStorage')","(0.6285112968131708, 'AnnotatedPDF')","(0.6285112968131714, 'Hypothesis')","(0.6484761874374223, 'SuggestedLiterature')","(0.6681046915288826, 'MoodleProvider')","(1, 'ACM')","(1, 'Alphabetical')","(1, 'AnnotationList')","(1, 'Categorize')","(1, 'Commenting')","(1, 'Create')","(1, 'Date')","(1, 'Delete')","(1, 'Export')","(1, 'ExportCodebook')","(1, 'HTML')","(1, 'Hosting')","(1, 'ImportAnnotations')","(1, 'JSON')","(1, 'MoodleComment')","(1, 'MoodleConsumer')","(1, 'MoodleResourceBased')","(1, 'Number')","(1, 'Springer')","(1, 'URN')","(1, 'Update')","(1, 'WebAnnotationClient')"
Canvas,"(0.20117503809219398, 'ACM')","(0.20117503809219398, 'Alphabetical')","(0.20117503809219398, 'AnnotationList')","(0.20117503809219398, 'Categorize')","(0.20117503809219398, 'Commenting')","(0.20117503809219398, 'Create')","(0.20117503809219398, 'Date')","(0.20117503809219398, 'Delete')","(0.20117503809219398, 'Export')","(0.20117503809219398, 'ExportCodebook')","(0.20117503809219398, 'HTML')","(0.20117503809219398, 'Hosting')","(0.20117503809219398, 'ImportAnnotations')","(0.20117503809219398, 'JSON')","(0.20117503809219398, 'MoodleComment')","(0.20117503809219398, 'MoodleConsumer')","(0.20117503809219398, 'MoodleResourceBased')","(0.20117503809219398, 'Number')","(0.20117503809219398, 'Springer')","(0.20117503809219398, 'URN')","(0.20117503809219398, 'Update')","(0.20117503809219398, 'WebAnnotationClient')","(0.3311259587851034, 'Selector')","(0.3311259587851036, 'MoodleReport')","(0.33112595878510365, 'Codebook')","(0.33112595878510365, 'UserFilter')","(0.3311259587851039, 'PDF')","(0.3311259587851039, 'URL')","(0.33112595878510415, 'Assessing')","(0.33112595878510415, 'BuiltIn')","(0.44134264729993494, 'RenameCodebook')","(0.4413426472999352, 'Classifying')","(0.4711141847131055, 'DOI')","(0.47111418471310557, 'CodebookDelete')","(0.4933728667719329, 'GoogleSheetConsumer')","(0.493372866771933, 'ImportCodebook')","(0.49337286677193315, 'DeleteAll')","(0.49337286677193315, 'LastAnnotation')","(0.49337286677193337, 'Remote')","(0.5248160934043766, 'MoodleResource')","(0.5248160934043776, 'TXT')","(0.5248160934043777, 'ApplicationBased')","(0.5364358252206951, 'Replying')","(0.5364358252206953, 'CodebookUpdate')","(0.5364358252206953, 'Manual')","(0.546236918452593, 'PreviousAssignments')","(0.5462369184525931, 'Dropbox')","(0.5546345429148314, 'Hierarchy')","(0.5739844694139169, 'Multivalued')","(0.5790424320511607, 'AnnotationServer')","(0.587704792052073, 'ScienceDirect')","(0.5877047920520732, 'TextSummary')","(0.5980115672826916, 'SidebarNavigation')","(0.5980115672826918, 'Autocomplete')","(0.5980115672826918, 'SentimentAnalysis')","(0.6035882807888262, 'Neo4J')","(0.6224754904311467, 'GoogleSheetProvider')","(0.6263397539361615, 'BrowserStorage')","(0.6431245582179732, 'AnnotatedPDF')","(0.6431245582179734, 'Hypothesis')","(0.6601382751516378, 'SuggestedLiterature')","(0.6774049922538279, 'MoodleProvider')","(1, 'Canvas')"
UserFilter,"(0.20117503809219434, 'ACM')","(0.20117503809219434, 'Alphabetical')","(0.20117503809219434, 'AnnotationList')","(0.20117503809219434, 'Categorize')","(0.20117503809219434, 'Commenting')","(0.20117503809219434, 'Create')","(0.20117503809219434, 'Date')","(0.20117503809219434, 'Delete')","(0.20117503809219434, 'Export')","(0.20117503809219434, 'ExportCodebook')","(0.20117503809219434, 'HTML')","(0.20117503809219434, 'Hosting')","(0.20117503809219434, 'ImportAnnotations')","(0.20117503809219434, 'JSON')","(0.20117503809219434, 'MoodleComment')","(0.20117503809219434, 'MoodleConsumer')","(0.20117503809219434, 'MoodleResourceBased')","(0.20117503809219434, 'Number')","(0.20117503809219434, 'Springer')","(0.20117503809219434, 'URN')","(0.20117503809219434, 'Update')","(0.20117503809219434, 'WebAnnotationClient')","(0.33112595878510365, 'Canvas')","(0.33112595878510365, 'MoodleReport')","(0.33112595878510376, 'Selector')","(0.3311259587851038, 'PDF')","(0.3311259587851038, 'URL')","(0.33112595878510404, 'Codebook')","(0.3311259587851043, 'Assessing')","(0.3311259587851043, 'BuiltIn')","(0.44134264729993544, 'RenameCodebook')","(0.44134264729993583, 'Classifying')","(0.47111418471310607, 'DOI')","(0.4711141847131062, 'CodebookDelete')","(0.49337286677193354, 'GoogleSheetConsumer')","(0.4933728667719336, 'ImportCodebook')","(0.4933728667719336, 'LastAnnotation')","(0.4933728667719338, 'Remote')","(0.49337286677193387, 'DeleteAll')","(0.5248160934043771, 'MoodleResource')","(0.5248160934043784, 'ApplicationBased')","(0.5248160934043784, 'TXT')","(0.536435825220696, 'Replying')","(0.5364358252206961, 'Manual')","(0.5364358252206962, 'CodebookUpdate')","(0.5462369184525937, 'Dropbox')","(0.5462369184525939, 'PreviousAssignments')","(0.5546345429148316, 'Hierarchy')","(0.5739844694139173, 'Multivalued')","(0.5790424320511609, 'AnnotationServer')","(0.5877047920520733, 'ScienceDirect')","(0.587704792052074, 'TextSummary')","(0.5980115672826922, 'Autocomplete')","(0.5980115672826922, 'SentimentAnalysis')","(0.5980115672826922, 'SidebarNavigation')","(0.6035882807888271, 'Neo4J')","(0.6224754904311471, 'GoogleSheetProvider')","(0.6263397539361617, 'BrowserStorage')","(0.6431245582179737, 'AnnotatedPDF')","(0.643124558217974, 'Hypothesis')","(0.6601382751516383, 'SuggestedLiterature')","(0.6774049922538283, 'MoodleProvider')","(1, 'UserFilter')"
