QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
ApplicationBased,"(0.04134733000906964, 'Manual')","(0.06714903276308216, 'BuiltIn')","(0.10201293990587032, 'RenameCodebook')","(0.1020209693158749, 'CodebookDelete')","(0.16614630247124773, 'ExportCodebook')","(0.1890048416825752, 'Codebook')","(0.20744560936560402, 'ImportCodebook')","(0.2345056001010564, 'BrowserStorage')","(0.3920778548801923, 'AnnotationServer')","(0.39856049612079814, 'Hypothesis')","(0.4542344695479743, 'DeleteAll')","(0.45672233707557264, 'Remote')","(0.4741574398065103, 'Neo4J')","(0.5390058582260051, 'CodebookUpdate')","(0.5912162031184665, 'ScienceDirect')","(0.5954892552813914, 'GoogleSheetProvider')","(0.6074926050547924, 'PDF')","(0.6229675728111178, 'MoodleConsumer')","(0.6241541310405998, 'MoodleProvider')","(0.6301626724689594, 'Hosting')","(0.6323629375656745, 'MoodleReport')","(0.6326647878494114, 'MoodleResource')","(0.6465280380199536, 'MoodleComment')","(0.6676183285577849, 'Autocomplete')","(0.6689389756613164, 'URL')","(0.673557772104884, 'DOI')","(0.680048746842801, 'Date')","(0.680048746842801, 'Number')","(0.6800487468428011, 'Alphabetical')","(0.6839007348510944, 'HTML')","(0.6843760969744765, 'Export')","(0.6850295542798568, 'Assessing')","(0.6864784263269197, 'Canvas')","(0.6866955179942102, 'LastAnnotation')","(0.6875688652678185, 'TXT')","(0.6880108310220914, 'TextSummary')","(0.6882382022092695, 'AnnotationList')","(0.6885150638951407, 'Categorize')","(0.6885585713411531, 'SentimentAnalysis')","(0.689330863597769, 'URN')","(0.6899822987112689, 'Commenting')","(0.6899978749830408, 'Dropbox')","(0.6900133874553258, 'JSON')","(0.690198877412565, 'Update')","(0.6906366490320426, 'Create')","(0.6906922738278021, 'SuggestedLiterature')","(0.6908625542229425, 'ACM')","(0.6910549333938334, 'Delete')","(0.6910974100949218, 'AnnotatedPDF')","(0.6911131703161139, 'Springer')","(0.6912353563707501, 'ImportAnnotations')","(0.6913533586269147, 'Selector')","(0.6913546426458209, 'Classifying')","(0.6915029394185337, 'UserFilter')","(0.6916123681012528, 'SidebarNavigation')","(0.6916537963995025, 'Replying')","(0.6918542681639532, 'PreviousAssignments')","(0.6919317560776135, 'Multivalued')","(0.6922296294053121, 'GoogleSheetConsumer')","(0.6923842880663509, 'Hierarchy')"
URL,"(0.03841344002806956, 'Dropbox')","(0.3346011459078842, 'URN')","(0.4057820361467014, 'TXT')","(0.5180558505543905, 'PDF')","(0.6011017013068971, 'Hypothesis')","(0.6181567136567812, 'Alphabetical')","(0.6181567136567812, 'Number')","(0.6181567136567813, 'Date')","(0.6285293601344788, 'HTML')","(0.6307898121406048, 'Export')","(0.6405954243020677, 'Assessing')","(0.6426970798411757, 'Remote')","(0.6443964120362335, 'MoodleComment')","(0.6450118566253709, 'AnnotationList')","(0.6479666862647306, 'Canvas')","(0.6483282779104873, 'MoodleReport')","(0.6486099187909955, 'Autocomplete')","(0.6491095179697168, 'LastAnnotation')","(0.6540675952772042, 'Commenting')","(0.656258646397097, 'TextSummary')","(0.6566790103081336, 'ImportCodebook')","(0.6580814220356697, 'Neo4J')","(0.6586370248833611, 'Codebook')","(0.6591028180265903, 'Categorize')","(0.6593508727327315, 'SentimentAnalysis')","(0.6604205882983776, 'DeleteAll')","(0.6620058951300046, 'MoodleResource')","(0.6623616505210952, 'ScienceDirect')","(0.6625151172778574, 'BuiltIn')","(0.6628261255397893, 'Update')","(0.6628811996395384, 'Classifying')","(0.66357897260234, 'MoodleConsumer')","(0.6636378271332333, 'DOI')","(0.6646702361707416, 'Create')","(0.66537917328197, 'SidebarNavigation')","(0.6664151788014474, 'Hierarchy')","(0.667136516146635, 'ExportCodebook')","(0.6678593476860657, 'JSON')","(0.6678815906390864, 'Delete')","(0.6684774554827582, 'AnnotatedPDF')","(0.6685339168471123, 'ImportAnnotations')","(0.6689389756613164, 'ApplicationBased')","(0.6700080684622438, 'Selector')","(0.6706513789965725, 'Manual')","(0.6709465798065493, 'CodebookUpdate')","(0.6718393377829437, 'BrowserStorage')","(0.6719167711860592, 'SuggestedLiterature')","(0.672930949677886, 'ACM')","(0.6734708729936986, 'Hosting')","(0.6744122741164198, 'Springer')","(0.6750790648678091, 'Multivalued')","(0.6755201442250263, 'GoogleSheetProvider')","(0.6766648719722977, 'UserFilter')","(0.6768771169279136, 'Linking')","(0.6775094095280476, 'Replying')","(0.6785965687429364, 'PreviousAssignments')","(0.6793225147461819, 'RenameCodebook')","(0.6795257505071962, 'CodebookDelete')","(0.6804771383205002, 'GoogleSheetConsumer')","(0.6810700461907588, 'AnnotationServer')"
URN,"(0.11568837164763977, 'LastAnnotation')","(0.11571506304102579, 'Canvas')","(0.11573941761232945, 'TextSummary')","(0.11768306016186436, 'ACM')","(0.11802860748187823, 'Springer')","(0.1264925957205617, 'TXT')","(0.13076240736965153, 'Hosting')","(0.30421248079612095, 'AnnotationList')","(0.3346011459078842, 'URL')","(0.3368620179481343, 'Dropbox')","(0.5208494791807756, 'DeleteAll')","(0.5219372855349902, 'DOI')","(0.5424963767493975, 'AnnotatedPDF')","(0.557204655021873, 'MoodleReport')","(0.5577863984893392, 'ScienceDirect')","(0.5917017559301384, 'PDF')","(0.6317914061438716, 'Manual')","(0.6330497748460274, 'Hypothesis')","(0.6694892904916708, 'Alphabetical')","(0.6694892904916712, 'Date')","(0.6694892904916712, 'Number')","(0.6739995408943351, 'HTML')","(0.6746672156155851, 'Export')","(0.676140103164413, 'Assessing')","(0.6801137811418211, 'MoodleComment')","(0.6816475065133781, 'Remote')","(0.6818648194559757, 'Categorize')","(0.6819465686667047, 'SentimentAnalysis')","(0.6836907539707049, 'Commenting')","(0.6839670273187262, 'Autocomplete')","(0.6847769299768458, 'MoodleConsumer')","(0.6847894533307738, 'Update')","(0.6849073933322114, 'JSON')","(0.6851874357599, 'Neo4J')","(0.6857544517950761, 'Create')","(0.6864715546090874, 'SuggestedLiterature')","(0.6868205668647365, 'Delete')","(0.687000824103551, 'Classifying')","(0.6872233924469349, 'ImportCodebook')","(0.6872502780671443, 'ImportAnnotations')","(0.6875261783646681, 'Codebook')","(0.6876011464502085, 'Selector')","(0.6877299846048417, 'SidebarNavigation')","(0.6878760268231867, 'MoodleResource')","(0.6885083072035381, 'UserFilter')","(0.6885919838912504, 'BrowserStorage')","(0.6886501476550753, 'BuiltIn')","(0.6886571249003255, 'ExportCodebook')","(0.6889030942201311, 'Replying')","(0.6892248549267475, 'Multivalued')","(0.6893158294009996, 'Hierarchy')","(0.689330863597769, 'ApplicationBased')","(0.6894303087749112, 'PreviousAssignments')","(0.6897960102961977, 'RenameCodebook')","(0.6899005873549421, 'CodebookDelete')","(0.6900331786394037, 'CodebookUpdate')","(0.690404588769034, 'GoogleSheetConsumer')","(0.6904211119324228, 'GoogleSheetProvider')","(0.6907324638493731, 'AnnotationServer')","(0.6908577583549509, 'Linking')"
TXT,"(0.1264925957205617, 'URN')","(0.210372779283751, 'Canvas')","(0.2106420896326343, 'LastAnnotation')","(0.21249986956900646, 'TextSummary')","(0.2183237458194611, 'ACM')","(0.21898211504401777, 'Springer')","(0.2292152525368479, 'Hosting')","(0.28084755278504414, 'AnnotatedPDF')","(0.3542267093304686, 'PDF')","(0.356738453031908, 'AnnotationList')","(0.4057820361467014, 'URL')","(0.4338637079287101, 'Dropbox')","(0.44020516110961216, 'HTML')","(0.5053470338822327, 'Assessing')","(0.5128527547076356, 'Categorize')","(0.5188939813840128, 'SuggestedLiterature')","(0.5369721717164181, 'DeleteAll')","(0.537984093653495, 'DOI')","(0.5414584177669416, 'MoodleReport')","(0.56878119046053, 'ScienceDirect')","(0.5688729761028656, 'Commenting')","(0.6100904259658406, 'Hypothesis')","(0.6218460830237191, 'Classifying')","(0.6296823783201602, 'MoodleConsumer')","(0.6331690321300574, 'SidebarNavigation')","(0.6352732464298576, 'Manual')","(0.6398296202026892, 'MoodleResource')","(0.6568597200722232, 'Date')","(0.6568597200722232, 'Number')","(0.6568597200722233, 'Alphabetical')","(0.6621158916413172, 'Multivalued')","(0.6654731870338864, 'Export')","(0.674260370031307, 'MoodleComment')","(0.6765200404432166, 'Remote')","(0.6772942134551496, 'SentimentAnalysis')","(0.6799541750807869, 'Autocomplete')","(0.6815126036217598, 'Update')","(0.6818140146593497, 'JSON')","(0.6819218071077882, 'Neo4J')","(0.6828987831949779, 'Create')","(0.6844277751921597, 'Delete')","(0.6844559340196483, 'ImportCodebook')","(0.6849425773387694, 'Codebook')","(0.6850133594190918, 'ImportAnnotations')","(0.6855173240667118, 'Selector')","(0.686444569650829, 'BuiltIn')","(0.6866938889342471, 'ExportCodebook')","(0.686837702224663, 'BrowserStorage')","(0.6869403934712608, 'UserFilter')","(0.6873839028307374, 'Hierarchy')","(0.6874711631504196, 'Replying')","(0.6875688652678185, 'ApplicationBased')","(0.6881688067982707, 'PreviousAssignments')","(0.6884635919206376, 'CodebookUpdate')","(0.6886448476741631, 'RenameCodebook')","(0.6887797407291312, 'CodebookDelete')","(0.6891720076133477, 'GoogleSheetProvider')","(0.6894217594379259, 'GoogleSheetConsumer')","(0.6897263680977102, 'Linking')","(0.6898318279394383, 'AnnotationServer')"
Autocomplete,"(0.12337901687496812, 'Classifying')","(0.16174111709516648, 'SidebarNavigation')","(0.19807475450601153, 'Selector')","(0.26328404047938236, 'MoodleReport')","(0.28929232145688094, 'Multivalued')","(0.2987507135792514, 'Replying')","(0.3078424338001406, 'Hierarchy')","(0.3093654758316643, 'CodebookUpdate')","(0.3738815634371595, 'MoodleComment')","(0.4062184103789155, 'HTML')","(0.4112498038341792, 'Export')","(0.420755134874903, 'PreviousAssignments')","(0.4218968848576812, 'Commenting')","(0.431836954676462, 'MoodleResource')","(0.4483750243242677, 'Codebook')","(0.45112735202878596, 'Remote')","(0.4742306343110988, 'Create')","(0.49628380369430913, 'PDF')","(0.5130627048562719, 'ImportAnnotations')","(0.5409430126308478, 'Update')","(0.548321780049923, 'Delete')","(0.5621049035569663, 'AnnotationList')","(0.5653697906547628, 'ImportCodebook')","(0.5810011933368371, 'ExportCodebook')","(0.6068624658446556, 'BuiltIn')","(0.6081959603360676, 'MoodleConsumer')","(0.6124666062783235, 'Linking')","(0.6129350432554062, 'MoodleProvider')","(0.6196201640962415, 'Neo4J')","(0.6307866358544816, 'SentimentAnalysis')","(0.6486099187909955, 'URL')","(0.6669927381516942, 'Alphabetical')","(0.6669927381516944, 'Date')","(0.6669927381516944, 'Number')","(0.6676183285577849, 'ApplicationBased')","(0.675801529464408, 'Assessing')","(0.678508422943352, 'Canvas')","(0.6789226376855596, 'LastAnnotation')","(0.6799541750807869, 'TXT')","(0.6814943130953576, 'TextSummary')","(0.6825144235039942, 'Categorize')","(0.6839670273187262, 'URN')","(0.6856683056299867, 'Dropbox')","(0.6857027891512728, 'JSON')","(0.6870640020259291, 'DOI')","(0.6872220137995526, 'DeleteAll')","(0.6872484458922599, 'SuggestedLiterature')","(0.6875612409074523, 'ScienceDirect')","(0.6876478048132164, 'ACM')","(0.6879789943286942, 'AnnotatedPDF')","(0.6882440126685254, 'Springer')","(0.6891885635174128, 'UserFilter')","(0.6895372288565171, 'BrowserStorage')","(0.6897733738884799, 'Hosting')","(0.6903889273693748, 'RenameCodebook')","(0.6904860248352342, 'CodebookDelete')","(0.6904871575956899, 'Hypothesis')","(0.6907506117114595, 'Manual')","(0.6909539086056429, 'GoogleSheetConsumer')","(0.6912340773074073, 'GoogleSheetProvider')"
GoogleSheetProvider,"(0.032899624466010816, 'GoogleSheetConsumer')","(0.5350266917989244, 'AnnotationServer')","(0.5376963071442863, 'Hypothesis')","(0.5402077204208922, 'BrowserStorage')","(0.5620363414076752, 'Remote')","(0.5954892552813914, 'ApplicationBased')","(0.5967420319893628, 'Neo4J')","(0.6094811440657912, 'Codebook')","(0.6127375233365473, 'BuiltIn')","(0.6265693962451867, 'ScienceDirect')","(0.6307710089114382, 'Manual')","(0.6328396518848179, 'Hierarchy')","(0.6489167927945056, 'Hosting')","(0.6514898585144009, 'ImportCodebook')","(0.6755201442250263, 'URL')","(0.6778428966881929, 'DOI')","(0.6837157289918246, 'Alphabetical')","(0.6837157289918246, 'Date')","(0.6837157289918246, 'Number')","(0.6865231478365715, 'HTML')","(0.6868673120955696, 'Export')","(0.687335981138725, 'Assessing')","(0.688225810741415, 'PDF')","(0.688379883276411, 'Canvas')","(0.688535847699448, 'LastAnnotation')","(0.6891720076133477, 'TXT')","(0.6894779213191974, 'TextSummary')","(0.6895755105463258, 'MoodleComment')","(0.6896470684536267, 'AnnotationList')","(0.6898376011854248, 'Categorize')","(0.6898685933154902, 'SentimentAnalysis')","(0.6904211119324228, 'URN')","(0.6908855595808312, 'Commenting')","(0.6908894865610327, 'Dropbox')","(0.6909004380871661, 'JSON')","(0.6910111938370698, 'MoodleConsumer')","(0.691034566356793, 'Update')","(0.6912340773074073, 'Autocomplete')","(0.6913429345063858, 'Create')","(0.6913785007529966, 'SuggestedLiterature')","(0.6914980295527429, 'ACM')","(0.6915204416952552, 'DeleteAll')","(0.6916361258067787, 'Delete')","(0.6916657599856342, 'AnnotatedPDF')","(0.6916736869770509, 'Springer')","(0.6917625939506664, 'ImportAnnotations')","(0.6917629157677576, 'MoodleReport')","(0.6918448909810564, 'Selector')","(0.6918493626297839, 'Classifying')","(0.6919463925257299, 'UserFilter')","(0.6920293447633923, 'SidebarNavigation')","(0.6920518818930669, 'Replying')","(0.6921921828149038, 'PreviousAssignments')","(0.6921950196367852, 'MoodleResource')","(0.6922491683941654, 'Multivalued')","(0.6922839890219581, 'ExportCodebook')","(0.6922899876160673, 'RenameCodebook')","(0.6923181637103735, 'CodebookDelete')","(0.6926657465493169, 'CodebookUpdate')","(0.6927598658865204, 'Linking')"
PreviousAssignments,"(0.15344752878691326, 'MoodleComment')","(0.27507692186470867, 'MoodleResource')","(0.420755134874903, 'Autocomplete')","(0.5345342400341275, 'MoodleReport')","(0.628177200976354, 'Remote')","(0.6785965687429364, 'URL')","(0.6842802507596533, 'Alphabetical')","(0.6842802507596534, 'Date')","(0.6842802507596534, 'Number')","(0.6862421316963627, 'HTML')","(0.6865002327409389, 'Export')","(0.6869372144464554, 'Assessing')","(0.6874268696230336, 'PDF')","(0.6877541810112584, 'Canvas')","(0.6878796867924626, 'LastAnnotation')","(0.6881688067982707, 'TXT')","(0.6886487253148209, 'AnnotationList')","(0.6886645968984, 'TextSummary')","(0.6889800838955304, 'Categorize')","(0.689007791988509, 'SentimentAnalysis')","(0.6894303087749112, 'URN')","(0.6898043270287426, 'Commenting')","(0.689984887226222, 'Dropbox')","(0.6899962440933916, 'JSON')","(0.6900391627125378, 'MoodleConsumer')","(0.6900552810535068, 'Update')","(0.6903060527758649, 'Neo4J')","(0.6903889888917993, 'Create')","(0.6904585041767165, 'DOI')","(0.690518621110012, 'SuggestedLiterature')","(0.6905192589299962, 'DeleteAll')","(0.6906404280826544, 'ScienceDirect')","(0.6906588978457211, 'ACM')","(0.6907452700076583, 'Delete')","(0.690785260137269, 'AnnotatedPDF')","(0.6908737454588494, 'Springer')","(0.6909024212187448, 'ImportAnnotations')","(0.6909344096509606, 'Classifying')","(0.6910169864922204, 'Selector')","(0.6911911550143698, 'SidebarNavigation')","(0.6912302771229047, 'ImportCodebook')","(0.691231189283892, 'UserFilter')","(0.6912798827331657, 'Codebook')","(0.6913782912171097, 'Replying')","(0.6913942957962831, 'BrowserStorage')","(0.691489739451044, 'Hosting')","(0.6915674703421553, 'ExportCodebook')","(0.691607292148424, 'Multivalued')","(0.6917297718000504, 'RenameCodebook')","(0.6917314888869941, 'BuiltIn')","(0.6917731027141147, 'CodebookDelete')","(0.6918462165449868, 'Hypothesis')","(0.6918542681639532, 'ApplicationBased')","(0.6919835808821606, 'Hierarchy')","(0.6919892555269036, 'Manual')","(0.6919902663648811, 'GoogleSheetConsumer')","(0.6921404493451442, 'AnnotationServer')","(0.6921830989305086, 'CodebookUpdate')","(0.6921921828149038, 'GoogleSheetProvider')","(0.6924051134233721, 'Linking')"
Codebook,"(0.07276351747057774, 'BuiltIn')","(0.08329815128012881, 'ImportCodebook')","(0.12449442773528696, 'ExportCodebook')","(0.1890048416825752, 'ApplicationBased')","(0.21204327635648695, 'Manual')","(0.21951186628977018, 'CodebookUpdate')","(0.27144512623964, 'RenameCodebook')","(0.27148293213970864, 'CodebookDelete')","(0.2865148309720299, 'Export')","(0.3279306372393342, 'Multivalued')","(0.32877617856033814, 'BrowserStorage')","(0.34417452812448546, 'Hierarchy')","(0.35484661567348075, 'ImportAnnotations')","(0.3606731316693558, 'SidebarNavigation')","(0.4193033913004326, 'Classifying')","(0.4483750243242677, 'Autocomplete')","(0.45871832736726537, 'AnnotationServer')","(0.46313836814535747, 'Hypothesis')","(0.46475658084123606, 'Remote')","(0.49604414073739633, 'MoodleReport')","(0.5026193973391107, 'DeleteAll')","(0.5066823822905371, 'JSON')","(0.5526421528004659, 'Update')","(0.5594491487941913, 'Neo4J')","(0.5824231132623385, 'Selector')","(0.6050897585944737, 'ScienceDirect')","(0.6094811440657912, 'GoogleSheetProvider')","(0.6161651716405026, 'PDF')","(0.6169274842804695, 'Linking')","(0.6372850361759499, 'Hosting')","(0.6586370248833611, 'URL')","(0.6739134846076609, 'DOI')","(0.6743386818428996, 'Alphabetical')","(0.6743386818428996, 'Date')","(0.6743386818428996, 'Number')","(0.6797682750176588, 'HTML')","(0.6813960915917594, 'Assessing')","(0.6834585458774636, 'Canvas')","(0.6837682814725344, 'LastAnnotation')","(0.6849425773387694, 'TXT')","(0.6856506024838018, 'TextSummary')","(0.6857814268827551, 'MoodleComment')","(0.6859256701219488, 'AnnotationList')","(0.6863756085702755, 'Categorize')","(0.6864382787581638, 'SentimentAnalysis')","(0.6875261783646681, 'URN')","(0.6884460597374042, 'Commenting')","(0.6885253413935823, 'Dropbox')","(0.6887482490288085, 'MoodleConsumer')","(0.6894348292545924, 'Create')","(0.689545720974592, 'SuggestedLiterature')","(0.6897977614083933, 'ACM')","(0.6900567177844512, 'Delete')","(0.690120908846083, 'AnnotatedPDF')","(0.6901701496675792, 'Springer')","(0.6907525997394977, 'UserFilter')","(0.6909788920800116, 'Replying')","(0.6911877289355892, 'MoodleResource')","(0.6912798827331657, 'PreviousAssignments')","(0.6918408635128778, 'GoogleSheetConsumer')"
PDF,"(0.05859167248994837, 'HTML')","(0.15160350396388142, 'AnnotatedPDF')","(0.3542267093304686, 'TXT')","(0.41653854655759104, 'Replying')","(0.422967071550302, 'Selector')","(0.487499669046238, 'Classifying')","(0.49628380369430913, 'Autocomplete')","(0.5137970079542835, 'Commenting')","(0.5180558505543905, 'URL')","(0.5228989389031979, 'Create')","(0.5289325228885307, 'Remote')","(0.5577322402959016, 'Dropbox')","(0.5579173163511038, 'SidebarNavigation')","(0.5745369387440388, 'Delete')","(0.5778613629455767, 'AnnotationList')","(0.5917017559301384, 'URN')","(0.6030509412899442, 'RenameCodebook')","(0.6031906237987806, 'CodebookDelete')","(0.604294218986371, 'Manual')","(0.605196175471185, 'ExportCodebook')","(0.6068632559084206, 'BuiltIn')","(0.6074926050547924, 'ApplicationBased')","(0.6103740947109748, 'ImportCodebook')","(0.6161651716405026, 'Codebook')","(0.6219930400555689, 'MoodleResource')","(0.6283378523693367, 'DeleteAll')","(0.6314771383862753, 'MoodleReport')","(0.6418447580598716, 'BrowserStorage')","(0.6459344267417735, 'CodebookUpdate')","(0.6531557731893665, 'Alphabetical')","(0.6531557731893665, 'Date')","(0.6531557731893665, 'Number')","(0.6546140499884228, 'Hypothesis')","(0.6621545525016386, 'Export')","(0.6651230609196359, 'Assessing')","(0.6691046532313941, 'Canvas')","(0.6697285870905422, 'LastAnnotation')","(0.6715866853080464, 'MoodleComment')","(0.6736909600787022, 'TextSummary')","(0.6753035774135665, 'Categorize')","(0.6754454221828556, 'SentimentAnalysis')","(0.6798781884061414, 'Update')","(0.679913525875301, 'MoodleConsumer')","(0.6800346344018651, 'Neo4J')","(0.6804589330918289, 'JSON')","(0.6813362274772781, 'DOI')","(0.6817958964954771, 'ScienceDirect')","(0.6829821808217466, 'SuggestedLiterature')","(0.6836306315451639, 'ACM')","(0.6837113057895037, 'ImportAnnotations')","(0.6845926960098809, 'Springer')","(0.6858850755545808, 'Hierarchy')","(0.686094429126185, 'UserFilter')","(0.6862176774479681, 'Hosting')","(0.6867768647917769, 'Multivalued')","(0.6874268696230336, 'PreviousAssignments')","(0.688225810741415, 'GoogleSheetProvider')","(0.6887746418089185, 'GoogleSheetConsumer')","(0.6888415744614869, 'Linking')","(0.6892126956446456, 'AnnotationServer')"
Number,"(0.5947261438722683, 'Hierarchy')","(0.6181567136567812, 'URL')","(0.6372825968196918, 'ImportCodebook')","(0.6498102283330877, 'HTML')","(0.6512940123631644, 'Export')","(0.6531557731893665, 'PDF')","(0.6565223944478991, 'Assessing')","(0.6568597200722232, 'TXT')","(0.6615124838676552, 'Canvas')","(0.6617633658276619, 'MoodleComment')","(0.6621862178675353, 'AnnotationList')","(0.6622989312324814, 'LastAnnotation')","(0.6624225055991255, 'Remote')","(0.6669927381516944, 'Autocomplete')","(0.667306817119181, 'TextSummary')","(0.6679846876310255, 'MoodleReport')","(0.6691139903063845, 'Commenting')","(0.6693454558724118, 'Categorize')","(0.6694892904916712, 'URN')","(0.6695246182663237, 'SentimentAnalysis')","(0.6721288515870399, 'Neo4J')","(0.6736452178970375, 'DeleteAll')","(0.6736602754763497, 'Update')","(0.6739210801539269, 'MoodleConsumer')","(0.6743386818428996, 'Codebook')","(0.6747499097554654, 'ScienceDirect')","(0.6748316077029731, 'DOI')","(0.6753353331106007, 'Create')","(0.6756834150601898, 'Classifying')","(0.6757476521247218, 'Dropbox')","(0.675817739901922, 'JSON')","(0.6759209190069775, 'MoodleResource')","(0.6767721273998322, 'BuiltIn')","(0.6772950154907977, 'SidebarNavigation')","(0.6775863625667577, 'Delete')","(0.6779321347221098, 'AnnotatedPDF')","(0.6782487378931698, 'ImportAnnotations')","(0.6787860880444626, 'ExportCodebook')","(0.6789347488457078, 'SuggestedLiterature')","(0.6791325480843644, 'Selector')","(0.6797276763044224, 'ACM')","(0.680048746842801, 'ApplicationBased')","(0.6807428849031842, 'BrowserStorage')","(0.6808968232233857, 'Springer')","(0.6809837611840103, 'Manual')","(0.6810498437601017, 'Hypothesis')","(0.6813863070188864, 'CodebookUpdate')","(0.6816214703484803, 'Hosting')","(0.6825358626807428, 'Multivalued')","(0.682702083420778, 'UserFilter')","(0.683388342882871, 'Replying')","(0.6837157289918246, 'GoogleSheetProvider')","(0.6842802507596534, 'PreviousAssignments')","(0.6845838926633024, 'Linking')","(0.684881652072891, 'RenameCodebook')","(0.6850509269372073, 'CodebookDelete')","(0.685849115739247, 'GoogleSheetConsumer')","(0.6863518932931647, 'AnnotationServer')","(0.6878167224101674, 'MoodleProvider')","(1, 'Alphabetical')"
AnnotatedPDF,"(0.15160350396388142, 'PDF')","(0.209573176885109, 'HTML')","(0.28084755278504414, 'TXT')","(0.5246647036034648, 'Canvas')","(0.5247776380662619, 'LastAnnotation')","(0.5255325967494742, 'TextSummary')","(0.5278867002756629, 'ACM')","(0.5281763024548309, 'Springer')","(0.5310578640517019, 'Hosting')","(0.5424963767493975, 'URN')","(0.5611240946207164, 'AnnotationList')","(0.6166333468568856, 'DeleteAll')","(0.6169059861591373, 'DOI')","(0.6229143366240584, 'MoodleResource')","(0.6287126334225955, 'MoodleReport')","(0.6287875309761569, 'ScienceDirect')","(0.6588233439257721, 'Manual')","(0.6684774554827582, 'URL')","(0.6779321347221097, 'Alphabetical')","(0.6779321347221098, 'Date')","(0.6779321347221098, 'Number')","(0.6817245212346548, 'Export')","(0.682527485071158, 'Assessing')","(0.6853941958615224, 'MoodleComment')","(0.6861691235454803, 'Categorize')","(0.6862191408011907, 'SentimentAnalysis')","(0.6865629775434094, 'Remote')","(0.687590249776071, 'Commenting')","(0.6879789943286942, 'Autocomplete')","(0.6879866717403416, 'Dropbox')","(0.6880071914453298, 'JSON')","(0.6880558892896886, 'MoodleConsumer')","(0.6880810015144121, 'Update')","(0.6884912794965765, 'Neo4J')","(0.6886765286056221, 'Create')","(0.688946504916059, 'SuggestedLiterature')","(0.689311247721129, 'Delete')","(0.6895839540489848, 'ImportAnnotations')","(0.6895957120284437, 'Classifying')","(0.6897862544543675, 'Selector')","(0.6900119835471679, 'ImportCodebook')","(0.6900366281308756, 'SidebarNavigation')","(0.690120908846083, 'Codebook')","(0.6901960096508106, 'UserFilter')","(0.6904228520729114, 'BrowserStorage')","(0.6904457544270821, 'Replying')","(0.6906494613583586, 'ExportCodebook')","(0.690785260137269, 'PreviousAssignments')","(0.6907857390934663, 'Multivalued')","(0.6908402838497059, 'BuiltIn')","(0.6910256206192584, 'RenameCodebook')","(0.6910952005314593, 'CodebookDelete')","(0.6910974100949218, 'ApplicationBased')","(0.6911049682529037, 'Hypothesis')","(0.6912350337187847, 'Hierarchy')","(0.6914366363745791, 'GoogleSheetConsumer')","(0.691581868178766, 'CodebookUpdate')","(0.6916650309494548, 'AnnotationServer')","(0.6916657599856342, 'GoogleSheetProvider')","(0.6919702151486704, 'Linking')"
SentimentAnalysis,"(0.2657985079193616, 'Commenting')","(0.410250617520206, 'MoodleComment')","(0.6307866358544816, 'Autocomplete')","(0.6593508727327315, 'URL')","(0.6695246182663237, 'Alphabetical')","(0.6695246182663237, 'Date')","(0.6695246182663237, 'Number')","(0.6732770684597109, 'HTML')","(0.6738931671682513, 'Export')","(0.6754454221828556, 'PDF')","(0.6755101587385626, 'Assessing')","(0.6772942134551496, 'TXT')","(0.6776275931477747, 'Canvas')","(0.6779670178145931, 'LastAnnotation')","(0.679133162079858, 'AnnotationList')","(0.6801793511031704, 'TextSummary')","(0.6802092070310297, 'Remote')","(0.6811115217425991, 'Categorize')","(0.6819465686667047, 'URN')","(0.6838738599143097, 'MoodleReport')","(0.6839430512766616, 'Update')","(0.6839521677264078, 'MoodleConsumer')","(0.6841532102604178, 'Neo4J')","(0.6842104570281822, 'Dropbox')","(0.6842461862080134, 'JSON')","(0.6848611922956638, 'DeleteAll')","(0.6849317607706822, 'DOI')","(0.6849372174975874, 'Create')","(0.6853029320509054, 'ScienceDirect')","(0.6858864049354287, 'SuggestedLiterature')","(0.6860370554020392, 'ImportCodebook')","(0.6860754377930539, 'Classifying')","(0.686076350419462, 'Delete')","(0.6862191408011907, 'AnnotatedPDF')","(0.6863216426832925, 'ACM')","(0.6864382787581638, 'Codebook')","(0.6865204395851296, 'ImportAnnotations')","(0.6868674277995588, 'SidebarNavigation')","(0.6868761505691501, 'MoodleResource')","(0.6869084757529882, 'Selector')","(0.6869789288825525, 'Springer')","(0.6876601867999683, 'BuiltIn')","(0.6878386242266649, 'ExportCodebook')","(0.6879452698280317, 'BrowserStorage')","(0.6880352520874333, 'UserFilter')","(0.6882812946001544, 'Hosting')","(0.6884261652377682, 'Hierarchy')","(0.6884519220225964, 'Replying')","(0.6885585713411531, 'ApplicationBased')","(0.6886632346410665, 'Multivalued')","(0.6887255784342663, 'Hypothesis')","(0.6889448959056963, 'Manual')","(0.689007791988509, 'PreviousAssignments')","(0.6893106782137355, 'CodebookUpdate')","(0.6893927815908093, 'RenameCodebook')","(0.6895027600962376, 'CodebookDelete')","(0.6898685933154902, 'GoogleSheetProvider')","(0.6900319114774768, 'GoogleSheetConsumer')","(0.6903390624673074, 'Linking')","(0.6903752022335028, 'AnnotationServer')"
