QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
AnnotationServer,"(0.024824577330590705, 'Hypothesis')","(0.12076612639072687, 'Remote')","(0.25284084982373745, 'WebAnnotationClient')","(0.38132882726928896, 'ApplicationBased')","(0.4643602656294485, 'BuiltIn')","(0.5201796888458048, 'Codebook')","(0.5224700839674322, 'Neo4J')","(0.5380693826599738, 'Manual')","(0.5488363474553404, 'GoogleSheetProvider')","(0.5501304475667999, 'ScienceDirect')","(0.5592233637016258, 'BrowserStorage')","(0.6002590885113103, 'Hosting')","(0.655806586394522, 'Replying')","(0.6756448586445678, 'PreviousAssignments')","(0.6871018150983456, 'MoodleResourceBased')","(0.6871331648555008, 'URL')","(0.6889571225953688, 'Number')","(0.6889578009446554, 'Date')","(0.6890978901760155, 'Alphabetical')","(0.6894014389872936, 'HTML')","(0.6898631918161248, 'Export')","(0.6901590606791463, 'PDF')","(0.690528923148132, 'LastAnnotation')","(0.6905836695584061, 'TXT')","(0.6906564097703398, 'MoodleComment')","(0.690694936729277, 'Assessing')","(0.6907729136363557, 'Canvas')","(0.690836812570887, 'AnnotationList')","(0.6909841069806093, 'TextSummary')","(0.6910340790172202, 'SentimentAnalysis')","(0.6911407817610078, 'Categorize')","(0.691233780462774, 'URN')","(0.6913596733074517, 'JSON')","(0.6913739513449539, 'Update')","(0.691395869369827, 'Commenting')","(0.6914142129552735, 'Create')","(0.6914440187041794, 'Delete')","(0.6915359556056118, 'Dropbox')","(0.6915361709161619, 'MoodleConsumer')","(0.6915769540059663, 'Autocomplete')","(0.6916930316505683, 'DeleteAll')","(0.6917674020963642, 'ACM')","(0.6917674020963643, 'DOI')","(0.6918101710479747, 'ImportAnnotations')","(0.6918285450577755, 'Selector')","(0.6918534948814734, 'MoodleReport')","(0.6918667507768874, 'Springer')","(0.6919158699461929, 'AnnotatedPDF')","(0.6919338366994412, 'SuggestedLiterature')","(0.6919338676278736, 'Classifying')","(0.6919671196645043, 'UserFilter')","(0.6920616222143744, 'MoodleResource')","(0.6920675516713466, 'SidebarNavigation')","(0.6921870425723892, 'ImportCodebook')","(0.6922636755962464, 'Multivalued')","(0.6922780359662116, 'RenameCodebook')","(0.6923005626019201, 'CodebookDelete')","(0.6923018680311057, 'ExportCodebook')","(0.6925018615253316, 'GoogleSheetConsumer')","(0.6925723283946594, 'Hierarchy')","(0.6926538347644253, 'CodebookUpdate')","(0.6928784254396828, 'MoodleProvider')","(1, 'AnnotationServer')"
Hierarchy,"(0.03204049957805809, 'Multivalued')","(0.03271306131862517, 'SidebarNavigation')","(0.07310263892935934, 'CodebookUpdate')","(0.14946458548084846, 'Number')","(0.1539187199188256, 'Autocomplete')","(0.1928944521414317, 'Classifying')","(0.24402364098815854, 'Export')","(0.2870537804876749, 'Codebook')","(0.29792275284081104, 'Date')","(0.34184017924894405, 'MoodleReport')","(0.3769366801595864, 'ImportAnnotations')","(0.47388202403240715, 'Create')","(0.48100306116284075, 'ImportCodebook')","(0.4833900527339644, 'Delete')","(0.4835732360574262, 'Update')","(0.4988050555542931, 'Remote')","(0.5085214541095155, 'Selector')","(0.5203716925538546, 'BuiltIn')","(0.5276585147065602, 'ExportCodebook')","(0.5579604727567884, 'Replying')","(0.5941000440355875, 'Alphabetical')","(0.6161221104765959, 'GoogleSheetProvider')","(0.631080469076952, 'GoogleSheetConsumer')","(0.6350074805760119, 'SentimentAnalysis')","(0.650515091106465, 'UserFilter')","(0.6542940983865257, 'DeleteAll')","(0.6645682437792109, 'JSON')","(0.6818231840669126, 'BrowserStorage')","(0.6823406131586571, 'Canvas')","(0.6826123513518874, 'MoodleResourceBased')","(0.6826294909372885, 'URL')","(0.6855420615665234, 'AnnotatedPDF')","(0.6856773713551946, 'WebAnnotationClient')","(0.6863550643530303, 'Hypothesis')","(0.687613345038572, 'HTML')","(0.6892340478175896, 'PDF')","(0.6899235836885216, 'LastAnnotation')","(0.6901432733602777, 'TXT')","(0.6901588603447353, 'MoodleComment')","(0.690204187969236, 'Assessing')","(0.6904851164298671, 'AnnotationList')","(0.690755622919883, 'TextSummary')","(0.6909703876619279, 'Categorize')","(0.6911768171792683, 'URN')","(0.6913613438709685, 'Commenting')","(0.691559133865924, 'Dropbox')","(0.6915784191022593, 'MoodleConsumer')","(0.6918583575989274, 'DOI')","(0.6918583575989279, 'ACM')","(0.6919319160982924, 'ScienceDirect')","(0.6919431209750504, 'Neo4J')","(0.6919763178672796, 'Springer')","(0.692052533323035, 'SuggestedLiterature')","(0.6922333654711943, 'MoodleResource')","(0.6922926651027528, 'PreviousAssignments')","(0.6923471470159387, 'Hosting')","(0.6924045381231512, 'RenameCodebook')","(0.692425608380423, 'CodebookDelete')","(0.6924940334257654, 'ApplicationBased')","(0.6925723283946594, 'AnnotationServer')","(0.6926495809608747, 'Manual')","(0.6929236122600779, 'MoodleProvider')","(1, 'Hierarchy')"
MoodleReport,"(0.18314937802025472, 'MoodleResource')","(0.23350724227775077, 'Autocomplete')","(0.24271734492327124, 'MoodleProvider')","(0.26886352437667527, 'MoodleConsumer')","(0.3285595563583559, 'Multivalued')","(0.33689211602274327, 'SidebarNavigation')","(0.34184017924894405, 'Hierarchy')","(0.34548691540064097, 'MoodleComment')","(0.34686606539905174, 'CodebookUpdate')","(0.3989009908638939, 'Classifying')","(0.40715663409303904, 'Number')","(0.41281844957444813, 'AnnotationList')","(0.4182036845691235, 'Export')","(0.41840730874799736, 'MoodleResourceBased')","(0.440382789000715, 'LastAnnotation')","(0.4500168826389307, 'Codebook')","(0.4540598382167266, 'ImportAnnotations')","(0.4809633429633684, 'PreviousAssignments')","(0.4865661151319516, 'Date')","(0.4967424567220241, 'Remote')","(0.5366101490948028, 'Canvas')","(0.538866806799907, 'AnnotatedPDF')","(0.5595795534303323, 'ImportCodebook')","(0.5630234361077686, 'Selector')","(0.5653189837900331, 'Create')","(0.5680975026703207, 'TextSummary')","(0.571395769312631, 'Delete')","(0.5715006840130563, 'Update')","(0.5777992457797873, 'WebAnnotationClient')","(0.5780049100641313, 'BuiltIn')","(0.5874208632889011, 'ExportCodebook')","(0.590293880402097, 'PDF')","(0.5905643453045208, 'JSON')","(0.6057500864866945, 'Replying')","(0.6101747168352867, 'DeleteAll')","(0.6107363898571984, 'TXT')","(0.6258043773724071, 'Hypothesis')","(0.6549153478435263, 'ApplicationBased')","(0.6749517108135943, 'URL')","(0.6783939598500577, 'GoogleSheetProvider')","(0.6812449686596658, 'Alphabetical')","(0.6822345851928023, 'HTML')","(0.6864994540340892, 'Assessing')","(0.6876037849347729, 'SentimentAnalysis')","(0.6879703871787333, 'Categorize')","(0.6882568347590443, 'URN')","(0.688799432701079, 'Commenting')","(0.6892467222733862, 'Dropbox')","(0.6899660017966269, 'ACM')","(0.6899660017966271, 'DOI')","(0.6901024433285596, 'ScienceDirect')","(0.6901295111760166, 'Neo4J')","(0.6902645867875337, 'Springer')","(0.6904619034167196, 'SuggestedLiterature')","(0.6905583732974303, 'UserFilter')","(0.6908506994226304, 'BrowserStorage')","(0.6912038735426818, 'Hosting')","(0.6914050003351588, 'RenameCodebook')","(0.6914619812738669, 'CodebookDelete')","(0.6918534948814734, 'AnnotationServer')","(0.6919411289352546, 'GoogleSheetConsumer')","(0.6919529771821121, 'Manual')","(1, 'MoodleReport')"
MoodleResource,"(0.14159425286983615, 'MoodleComment')","(0.18314937802025472, 'MoodleReport')","(0.20739432467414864, 'MoodleProvider')","(0.2375045364079576, 'MoodleConsumer')","(0.25090903071882603, 'PreviousAssignments')","(0.35627869033263515, 'MoodleResourceBased')","(0.4163271783031681, 'AnnotationList')","(0.4696347157071179, 'Autocomplete')","(0.49186012590475203, 'LastAnnotation')","(0.5149799493273117, 'WebAnnotationClient')","(0.5738157486876669, 'TXT')","(0.5818302937609409, 'Remote')","(0.5947803381904238, 'ApplicationBased')","(0.6106473148576652, 'JSON')","(0.6186565847481917, 'ImportAnnotations')","(0.6237194638899426, 'Hypothesis')","(0.6247047884698521, 'URN')","(0.6260826917992246, 'DeleteAll')","(0.627833842435952, 'RenameCodebook')","(0.6278768382080766, 'CodebookDelete')","(0.629364849185043, 'ExportCodebook')","(0.629930477650991, 'Manual')","(0.6312947605232749, 'ImportCodebook')","(0.6316999815787968, 'Export')","(0.632071057339329, 'PDF')","(0.6322248441868911, 'BuiltIn')","(0.6376798344544607, 'Codebook')","(0.6487698022204478, 'Canvas')","(0.6492248024070705, 'TextSummary')","(0.6565630967925816, 'CodebookUpdate')","(0.6609088881459957, 'AnnotatedPDF')","(0.6654038118224608, 'BrowserStorage')","(0.6743318886663819, 'GoogleSheetProvider')","(0.6751016649966209, 'Selector')","(0.6767440901277482, 'URL')","(0.68235369728799, 'Number')","(0.6823552081303695, 'Date')","(0.6827711216272796, 'Alphabetical')","(0.6837047110119991, 'HTML')","(0.6876128930527723, 'Assessing')","(0.6886262097365934, 'SentimentAnalysis')","(0.6888893747191864, 'Categorize')","(0.6895380603178722, 'Update')","(0.6895864765892307, 'Commenting')","(0.6896544808121478, 'Create')","(0.6897322350390508, 'Delete')","(0.6899558359947364, 'Dropbox')","(0.6905411141087368, 'ACM')","(0.6905411141087368, 'DOI')","(0.6906655728126796, 'ScienceDirect')","(0.6906878033871655, 'Neo4J')","(0.6907816151272639, 'Springer')","(0.6909400298240446, 'SuggestedLiterature')","(0.690943732894516, 'Classifying')","(0.6910173805566111, 'UserFilter')","(0.69109738211737, 'Replying')","(0.6912466148979874, 'SidebarNavigation')","(0.691548825035343, 'Hosting')","(0.6916673856433294, 'Multivalued')","(0.6920616222143744, 'AnnotationServer')","(0.6921336646015215, 'GoogleSheetConsumer')","(0.6922333654711943, 'Hierarchy')","(1, 'MoodleResource')"
Selector,"(0.03198889883840094, 'Replying')","(0.049970934046579034, 'Commenting')","(0.13002453216938997, 'Classifying')","(0.3282861672578787, 'Autocomplete')","(0.3395244576608635, 'MoodleResourceBased')","(0.4742659816428762, 'SentimentAnalysis')","(0.483220777033764, 'CodebookUpdate')","(0.49754420013424455, 'Export')","(0.502759742553339, 'Multivalued')","(0.5058361866485173, 'SidebarNavigation')","(0.5085214541095155, 'Hierarchy')","(0.508747367353366, 'Create')","(0.514185602142081, 'Codebook')","(0.5313569516794705, 'Number')","(0.5445818887530056, 'ImportAnnotations')","(0.5539629364502816, 'Delete')","(0.5626435095481279, 'ImportCodebook')","(0.5630234361077686, 'MoodleReport')","(0.5671251210955454, 'Date')","(0.5731366299167507, 'BuiltIn')","(0.5764592778846664, 'ExportCodebook')","(0.6095628011245883, 'Remote')","(0.612270508466658, 'Update')","(0.6446866027940799, 'RenameCodebook')","(0.6447414221824097, 'CodebookDelete')","(0.6463145650025279, 'Manual')","(0.6472704355958602, 'JSON')","(0.6478389880137415, 'ApplicationBased')","(0.656391435051082, 'DeleteAll')","(0.6604380381255135, 'PDF')","(0.6663103995764053, 'GoogleSheetProvider')","(0.6703185357858472, 'BrowserStorage')","(0.6731096169809536, 'PreviousAssignments')","(0.6751016649966209, 'MoodleResource')","(0.6761997266345632, 'TextSummary')","(0.6775523239424406, 'URL')","(0.6788829580561377, 'Canvas')","(0.6807643041690039, 'WebAnnotationClient')","(0.6823725615435559, 'Alphabetical')","(0.6831616696243306, 'HTML')","(0.686229986551107, 'LastAnnotation')","(0.6862896587895562, 'TXT')","(0.6865996395871521, 'MoodleComment')","(0.6867328023549961, 'Assessing')","(0.6871257589839248, 'AnnotationList')","(0.6880556776781019, 'Categorize')","(0.6882810266271069, 'URN')","(0.6892325883755271, 'MoodleConsumer')","(0.6892531926701093, 'Dropbox')","(0.6899486546301354, 'ACM')","(0.6899486546301354, 'DOI')","(0.6900713912003449, 'ScienceDirect')","(0.6900976465857558, 'Neo4J')","(0.6902413606879634, 'Springer')","(0.6903689613756558, 'AnnotatedPDF')","(0.6904359638490258, 'SuggestedLiterature')","(0.690531425005866, 'UserFilter')","(0.6911661278642658, 'Hosting')","(0.6915663950398552, 'Hypothesis')","(0.6918285450577755, 'AnnotationServer')","(0.6919170198437481, 'GoogleSheetConsumer')","(0.6926644101459944, 'MoodleProvider')","(1, 'Selector')"
DOI,"(0.00010297661427265006, 'Dropbox')","(0.028243934251047303, 'ScienceDirect')","(0.03700043938822964, 'URL')","(0.3086379423590998, 'WebAnnotationClient')","(0.5114635636575149, 'TXT')","(0.6290175840998125, 'Hypothesis')","(0.6800748823492286, 'MoodleResourceBased')","(0.6831268735317944, 'Number')","(0.6831301972581438, 'Date')","(0.6834392901528562, 'Alphabetical')","(0.684007376172814, 'HTML')","(0.6848733120429779, 'Export')","(0.685466142183312, 'PDF')","(0.6863730190570005, 'LastAnnotation')","(0.6866886337013516, 'MoodleComment')","(0.6868307680325099, 'Assessing')","(0.686971565238344, 'Canvas')","(0.6871436267341708, 'AnnotationList')","(0.6873977118951649, 'Remote')","(0.6875022439305885, 'TextSummary')","(0.687593537197397, 'SentimentAnalysis')","(0.6880124855707254, 'Categorize')","(0.6881576673929366, 'URN')","(0.6885472071798971, 'JSON')","(0.6886357558965397, 'Update')","(0.6887156343845553, 'Create')","(0.6887405593836033, 'Commenting')","(0.6888074068551058, 'Delete')","(0.6891111059928484, 'MoodleConsumer')","(0.6891193028678191, 'Autocomplete')","(0.6895329102216957, 'DeleteAll')","(0.6898035950309473, 'ImportAnnotations')","(0.689841957844361, 'ACM')","(0.6899486546301354, 'Selector')","(0.6899660017966271, 'MoodleReport')","(0.6899733383191871, 'Neo4J')","(0.690137009963985, 'Springer')","(0.6902548514644367, 'AnnotatedPDF')","(0.690285907049098, 'Classifying')","(0.6903345159130501, 'SuggestedLiterature')","(0.6904106372061087, 'Replying')","(0.6904317506434698, 'UserFilter')","(0.6905411141087368, 'MoodleResource')","(0.6906347937629584, 'Codebook')","(0.6906559961003295, 'BrowserStorage')","(0.6906784778006334, 'SidebarNavigation')","(0.6908662404620818, 'PreviousAssignments')","(0.6909171147616568, 'ImportCodebook')","(0.6910674889366364, 'Hosting')","(0.6912475046425967, 'BuiltIn')","(0.6912621731092284, 'Multivalued')","(0.6912701798270868, 'ExportCodebook')","(0.6913002160084547, 'RenameCodebook')","(0.6913351606507245, 'ApplicationBased')","(0.6913594013012359, 'CodebookDelete')","(0.6917674020963643, 'AnnotationServer')","(0.6918228060924012, 'Manual')","(0.6918583575989274, 'Hierarchy')","(0.6918589246419822, 'GoogleSheetConsumer')","(0.6919419821504182, 'GoogleSheetProvider')","(0.6921292429108963, 'CodebookUpdate')","(0.6926298343924249, 'MoodleProvider')","(1, 'DOI')"
Categorize,"(0.00047451028753549697, 'Assessing')","(0.001227871819557143, 'SuggestedLiterature')","(0.46411406314036674, 'SentimentAnalysis')","(0.6696939520375242, 'MoodleResourceBased')","(0.6700923794775063, 'URL')","(0.673406398958386, 'WebAnnotationClient')","(0.6750441801162281, 'Number')","(0.6750528661473603, 'Date')","(0.6756875232145679, 'Alphabetical')","(0.6767469894258225, 'HTML')","(0.6783352219144687, 'Export')","(0.6794404259076894, 'PDF')","(0.6808775708623812, 'TXT')","(0.6812853605154706, 'LastAnnotation')","(0.6819140950333373, 'MoodleComment')","(0.6824640819764614, 'Canvas')","(0.6828086559877421, 'AnnotationList')","(0.6831615044277588, 'Remote')","(0.6834757132750173, 'TextSummary')","(0.6846966015371077, 'URN')","(0.685478059128726, 'JSON')","(0.6857213229749333, 'Update')","(0.6858124761503606, 'Create')","(0.6859848865263197, 'Commenting')","(0.6859926313875802, 'Delete')","(0.6864269590771747, 'Autocomplete')","(0.6866097006690974, 'MoodleConsumer')","(0.6867591404332937, 'Dropbox')","(0.6872947999563188, 'DeleteAll')","(0.6876227964258539, 'ImportAnnotations')","(0.6879703871787333, 'MoodleReport')","(0.6880124855707251, 'ACM')","(0.6880124855707254, 'DOI')","(0.6880556776781019, 'Selector')","(0.6881204892201971, 'ScienceDirect')","(0.6881629138392985, 'Neo4J')","(0.6885300114994344, 'Springer')","(0.6886824738490245, 'AnnotatedPDF')","(0.6886865243016244, 'Classifying')","(0.6887676749876379, 'Replying')","(0.6888893747191864, 'MoodleResource')","(0.6890253001833877, 'Codebook')","(0.6890343367579759, 'UserFilter')","(0.6891617759627926, 'BrowserStorage')","(0.6893584640684206, 'SidebarNavigation')","(0.6895536245684308, 'ImportCodebook')","(0.6896108218422909, 'PreviousAssignments')","(0.6899848758255306, 'Hosting')","(0.6899921682851526, 'BuiltIn')","(0.690205467452705, 'ApplicationBased')","(0.6902064703613227, 'ExportCodebook')","(0.690380523086098, 'Multivalued')","(0.6904210559637336, 'Hypothesis')","(0.6904393802169391, 'RenameCodebook')","(0.690530435330239, 'CodebookDelete')","(0.6909703876619279, 'Hierarchy')","(0.691006094592041, 'Manual')","(0.6910964872129903, 'GoogleSheetProvider')","(0.6911407817610078, 'AnnotationServer')","(0.6912734205565569, 'GoogleSheetConsumer')","(0.6915260628405318, 'CodebookUpdate')","(0.6923228457197325, 'MoodleProvider')","(1, 'Categorize')"
ExportCodebook,"(0.034990681785283875, 'ImportCodebook')","(0.037143534128819954, 'RenameCodebook')","(0.03714679729179794, 'CodebookDelete')","(0.06238551400172045, 'BuiltIn')","(0.0750293758282422, 'Manual')","(0.12115562654497994, 'Export')","(0.13128847158686463, 'ImportAnnotations')","(0.13148925552286808, 'Codebook')","(0.1385560397765506, 'ApplicationBased')","(0.20002403237661964, 'JSON')","(0.36241404033109464, 'CodebookUpdate')","(0.40295644110663276, 'DeleteAll')","(0.5276585147065602, 'Hierarchy')","(0.5284575781736738, 'Number')","(0.5351008695346301, 'PDF')","(0.5423576811184785, 'Multivalued')","(0.5447452637805135, 'SidebarNavigation')","(0.5512118473104477, 'Date')","(0.5603077252451543, 'Autocomplete')","(0.5637446915418114, 'Classifying')","(0.5764592778846664, 'Selector')","(0.5874208632889011, 'MoodleReport')","(0.5899790506173965, 'BrowserStorage')","(0.612756000479104, 'PreviousAssignments')","(0.6230162669614336, 'Create')","(0.6238311193414605, 'Remote')","(0.6256093221761343, 'Delete')","(0.6256349712513434, 'Update')","(0.6260910241522794, 'GoogleSheetProvider')","(0.629364849185043, 'MoodleResource')","(0.641239810756942, 'Replying')","(0.6431202811346299, 'Alphabetical')","(0.6517944159253776, 'TextSummary')","(0.6661496702233614, 'Canvas')","(0.6823382335892556, 'MoodleResourceBased')","(0.6823812572681937, 'URL')","(0.6850860864156021, 'WebAnnotationClient')","(0.6868888695322003, 'HTML')","(0.6890897085752872, 'LastAnnotation')","(0.689238932172668, 'TXT')","(0.6893291693266977, 'MoodleComment')","(0.6893914649385935, 'Assessing')","(0.6896654379694875, 'AnnotationList')","(0.6900409769156972, 'SentimentAnalysis')","(0.6902064703613227, 'Categorize')","(0.6903941875752628, 'URN')","(0.6906529377797115, 'Commenting')","(0.6908906031617209, 'Dropbox')","(0.690898078480524, 'MoodleConsumer')","(0.6912701798270868, 'DOI')","(0.6912701798270869, 'ACM')","(0.6913532923708134, 'ScienceDirect')","(0.69136795030593, 'Neo4J')","(0.691427788950721, 'Springer')","(0.6915075679777808, 'AnnotatedPDF')","(0.691532334304486, 'SuggestedLiterature')","(0.6915836304236396, 'UserFilter')","(0.6919449464973713, 'Hosting')","(0.6922028772919662, 'Hypothesis')","(0.6923018680311057, 'AnnotationServer')","(0.6923540623314766, 'GoogleSheetConsumer')","(0.6928328851777154, 'MoodleProvider')","(1, 'ExportCodebook')"
Springer,"(1.707482898292368e-05, 'ACM')","(0.01576282322012845, 'Hosting')","(0.35171147114996737, 'URN')","(0.45019226504816134, 'TXT')","(0.6354056654889777, 'Manual')","(0.6813926301536003, 'MoodleResourceBased')","(0.6815199215107064, 'URL')","(0.6834025825413605, 'WebAnnotationClient')","(0.6841932105403995, 'Number')","(0.6841959703459525, 'Date')","(0.6844695366062084, 'Alphabetical')","(0.684982565539044, 'HTML')","(0.6857652895304737, 'Export')","(0.6862976137461572, 'PDF')","(0.6870948490380597, 'LastAnnotation')","(0.687372619800857, 'MoodleComment')","(0.6874931907136659, 'Assessing')","(0.6876224625470588, 'Canvas')","(0.6877730499224362, 'AnnotationList')","(0.6880074639079454, 'Remote')","(0.6880908430473092, 'TextSummary')","(0.6881753647797346, 'SentimentAnalysis')","(0.6885300114994344, 'Categorize')","(0.6890080746859772, 'JSON')","(0.6890805700500158, 'Update')","(0.6891547970218206, 'Create')","(0.6891680109202873, 'Commenting')","(0.689234854785469, 'Delete')","(0.6894981022699147, 'MoodleConsumer')","(0.6895187712585976, 'Autocomplete')","(0.6895296325867253, 'Dropbox')","(0.6898752372152787, 'DeleteAll')","(0.6901250560562225, 'ImportAnnotations')","(0.690137009963985, 'DOI')","(0.6902355861365235, 'ScienceDirect')","(0.6902413606879634, 'Selector')","(0.6902587804633243, 'Neo4J')","(0.6902645867875337, 'MoodleReport')","(0.6905065456613406, 'AnnotatedPDF')","(0.6905373851588956, 'Classifying')","(0.6905737490800303, 'SuggestedLiterature')","(0.6906579454308877, 'Replying')","(0.6906603268904208, 'UserFilter')","(0.6907816151272639, 'MoodleResource')","(0.6908669469700972, 'Codebook')","(0.6908785004843339, 'BrowserStorage')","(0.69088693192908, 'SidebarNavigation')","(0.6910595866647129, 'PreviousAssignments')","(0.6911156601036582, 'ImportCodebook')","(0.6914060631555072, 'Multivalued')","(0.69142156128073, 'BuiltIn')","(0.691427788950721, 'ExportCodebook')","(0.6914405438607842, 'RenameCodebook')","(0.6914942507267665, 'CodebookDelete')","(0.6914949529384216, 'ApplicationBased')","(0.6916028137192708, 'Hypothesis')","(0.6918667507768874, 'AnnotationServer')","(0.6919508994141779, 'GoogleSheetConsumer')","(0.6919763178672796, 'Hierarchy')","(0.6920532844298182, 'GoogleSheetProvider')","(0.6922121233542228, 'CodebookUpdate')","(0.692670269040395, 'MoodleProvider')","(1, 'Springer')"
Canvas,"(0.005644690617692127, 'AnnotatedPDF')","(0.06237085769744442, 'LastAnnotation')","(0.12345200402087585, 'AnnotationList')","(0.22928115517941297, 'TextSummary')","(0.32671333770918864, 'JSON')","(0.3609604503507349, 'PDF')","(0.41783587044441584, 'DeleteAll')","(0.4871263405089882, 'ImportAnnotations')","(0.5366101490948028, 'MoodleReport')","(0.6487698022204478, 'MoodleResource')","(0.6531289340844139, 'Export')","(0.6587592018924825, 'Update')","(0.6591630995851093, 'Create')","(0.6592073653807973, 'Delete')","(0.6605282592748696, 'MoodleResourceBased')","(0.6611201847189958, 'URL')","(0.662447665988285, 'UserFilter')","(0.6659601653478271, 'ImportCodebook')","(0.6661009293961697, 'RenameCodebook')","(0.6661496702233614, 'ExportCodebook')","(0.6661932647414756, 'WebAnnotationClient')","(0.6662073356206829, 'CodebookDelete')","(0.6666311813051363, 'BuiltIn')","(0.6669437227883308, 'Remote')","(0.667005617990932, 'ApplicationBased')","(0.6671082025554115, 'Manual')","(0.6672769013542525, 'Codebook')","(0.6686654713059226, 'Number')","(0.6686784255776416, 'Date')","(0.668866059781393, 'BrowserStorage')","(0.6696286827016679, 'Alphabetical')","(0.6712170677822142, 'HTML')","(0.672400216533269, 'Autocomplete')","(0.6752457440395545, 'SidebarNavigation')","(0.675527757412312, 'Replying')","(0.6759435443373427, 'CodebookUpdate')","(0.6772201613072266, 'TXT')","(0.6782611686949765, 'PreviousAssignments')","(0.6787454018311457, 'MoodleComment')","(0.6788829580561377, 'Selector')","(0.6792335022973501, 'Assessing')","(0.6810470860082432, 'SentimentAnalysis')","(0.6815285618012857, 'GoogleSheetProvider')","(0.6823406131586571, 'Hierarchy')","(0.6824640819764614, 'Categorize')","(0.6825414147554888, 'URN')","(0.6843459593618113, 'Commenting')","(0.6851252212950248, 'MoodleConsumer')","(0.6851253178056675, 'Hypothesis')","(0.6853622739757103, 'Dropbox')","(0.686971565238344, 'DOI')","(0.6869715652383441, 'ACM')","(0.6870581975203478, 'ScienceDirect')","(0.6871093768131585, 'Neo4J')","(0.6876224625470588, 'Springer')","(0.6877515394730609, 'Classifying')","(0.6880448304512747, 'SuggestedLiterature')","(0.6893466645990792, 'Hosting')","(0.6898798525694307, 'Multivalued')","(0.6907729136363557, 'AnnotationServer')","(0.6909264600029552, 'GoogleSheetConsumer')","(0.6921138171904357, 'MoodleProvider')","(1, 'Canvas')"
UserFilter,"(0.03808422343808202, 'Update')","(0.047832412432717505, 'Delete')","(0.06168263826325153, 'Create')","(0.1600111048255719, 'DeleteAll')","(0.4522425460002786, 'ImportAnnotations')","(0.4604109427378666, 'JSON')","(0.5653662873831181, 'Remote')","(0.5735576241271516, 'SidebarNavigation')","(0.5903516581626456, 'Autocomplete')","(0.5942436971245448, 'Replying')","(0.650515091106465, 'Hierarchy')","(0.6540893991717782, 'BrowserStorage')","(0.662447665988285, 'Canvas')","(0.6721852600790431, 'AnnotatedPDF')","(0.6745562158406068, 'Hypothesis')","(0.6826168606203997, 'MoodleResourceBased')","(0.6827212295986407, 'URL')","(0.6844778456287128, 'WebAnnotationClient')","(0.6851937622996076, 'Number')","(0.6851960240574654, 'Date')","(0.6854379928720914, 'Alphabetical')","(0.6859018091285005, 'HTML')","(0.6866097534635028, 'Export')","(0.6870874282738252, 'PDF')","(0.6877624876385874, 'TXT')","(0.6877857569535464, 'LastAnnotation')","(0.6880291463818862, 'MoodleComment')","(0.6881304498406797, 'Assessing')","(0.6883797187813672, 'AnnotationList')","(0.6886597080758147, 'TextSummary')","(0.6887374173694145, 'SentimentAnalysis')","(0.6890343367579759, 'Categorize')","(0.6891662875991873, 'URN')","(0.6895884784104318, 'Commenting')","(0.689879503059248, 'MoodleConsumer')","(0.6899026528623434, 'Dropbox')","(0.6904317506434696, 'ACM')","(0.6904317506434698, 'DOI')","(0.6905224282022666, 'ScienceDirect')","(0.690531425005866, 'Selector')","(0.690542890869112, 'Neo4J')","(0.6905583732974303, 'MoodleReport')","(0.6906603268904208, 'Springer')","(0.6907881383093086, 'Classifying')","(0.6908143083998248, 'SuggestedLiterature')","(0.6910173805566111, 'MoodleResource')","(0.6910940893494861, 'Codebook')","(0.6912521708073336, 'PreviousAssignments')","(0.6913107036577546, 'ImportCodebook')","(0.6914065220086005, 'Hosting')","(0.6915518806753309, 'Multivalued')","(0.691582757772571, 'RenameCodebook')","(0.6915836304236396, 'ExportCodebook')","(0.6915903540789805, 'BuiltIn')","(0.6916309123961866, 'CodebookDelete')","(0.6916509248681181, 'ApplicationBased')","(0.6919671196645043, 'AnnotationServer')","(0.6920436575752495, 'GoogleSheetConsumer')","(0.6920454915217774, 'Manual')","(0.6921596041498572, 'GoogleSheetProvider')","(0.6922925975513058, 'CodebookUpdate')","(0.6927090504848639, 'MoodleProvider')","(1, 'UserFilter')"
