,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40,topic41,topic42,topic43,topic44,topic45,topic46,topic47,topic48,topic49,project,date
BrowserStorage,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,0.8809966498629398,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,0.11719202938234317,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,3.773584905660692e-05,BrowserStorage,2016-10
Dropbox,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.9922834645669291,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.00015748031496073516,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,0.0001574803149606323,Dropbox,2016-10
BuiltIn,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,0.14791957405246411,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,0.05624047437734532,1.4316392269149151e-05,0.7025697455222506,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,0.09261165200355902,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,1.4316392269149151e-05,BuiltIn,2016-10
Classifying,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,0.4863678681164225,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,0.42553194750842055,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,0.08549630625881337,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,5.540166204986384e-05,Classifying,2016-10
Replying,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,0.9977828054298643,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,4.524886877828185e-05,Replying,2016-10
ACM,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,0.9954205607476634,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,9.345794392523554e-05,ACM,2016-10
Date,0.93875,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,0.0012500000000000037,Date,2016-10
AnnotationList,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.4442908840755051,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.10091659760178152,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.44055009408028867,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,0.0003030303030303146,AnnotationList,2016-10
Neo4J,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.22284591981282348,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.25980219091606993,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.512580315667045,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,0.00010152284263960197,Neo4J,2016-10
RenameCodebook,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183909153e-05,2.8735632183908926e-05,0.9985919540229886,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,2.8735632183908926e-05,RenameCodebook,2016-10
SuggestedLiterature,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.9948421052631576,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,0.00010526315789473995,SuggestedLiterature,2016-10
Multivalued,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,0.9790372214531737,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,0.019551013840943914,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,2.9411764705883594e-05,Multivalued,2016-10
ImportCodebook,0.014768646133273246,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,0.040602627919379776,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,0.10199151100847612,2.865329512894182e-05,0.5240804782833496,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,0.3172673383747191,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,2.865329512894182e-05,ImportCodebook,2016-10
