,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19
topic#0,52.59788654934942,30.965088669172413,13.309312221047891,13.019973024109998,12.01998112284798,8.910972960478936,7.9209729606007215,5.581360765064937,4.278910504793189,3.9357290909961304,0.02000013667402684,0.020000125046998257,0.02000011158636275,0.020000109632730304,0.02000010879957259,0.020000108682531877,0.02000010847230528,0.02000010772474167,0.020000107638349855,0.020000106631401313
topic#1,0.020000166887675412,0.020000134916088756,0.020000120743875825,0.020000118423788207,0.020000117288211203,0.02000011130577136,0.020000109659103354,0.02000010794634565,0.020000107457151504,0.020000107004814825,0.020000106985319194,0.020000106363118303,0.02000010566664215,0.020000105651668314,0.020000105554012895,0.020000105245195583,0.02000010495580967,0.020000104648870334,0.020000104158927275,0.02000010339878113
topic#2,0.020000114195883694,0.02000011164449374,0.020000109995232062,0.020000109461679683,0.02000010642919348,0.020000105742099837,0.020000105076633787,0.02000010493330288,0.02000010486018942,0.020000104539538478,0.020000103701126006,0.02000010342211894,0.020000103127020635,0.02000010311561341,0.020000102872516714,0.020000102747738488,0.02000010265877487,0.020000102609880607,0.020000102584309926,0.02000010258420053
topic#3,0.020000107388323498,0.02000010473977901,0.020000104287585085,0.020000104270326946,0.020000104157586955,0.02000010394766047,0.020000103643647456,0.020000103614050545,0.02000010359095657,0.020000103091223385,0.020000103078359664,0.02000010259672452,0.020000101916141284,0.02000010190236066,0.020000101847076734,0.020000101685098328,0.02000010160741154,0.020000101300179415,0.02000010079414584,0.020000100340628192
topic#4,124.61507404279854,75.35498582768003,60.65986505554949,38.10738283034316,37.13367298666623,33.84004781113284,31.819662067825956,27.396419980805323,26.649680644746287,26.12425157366329,23.158637721242293,22.420951938910452,19.129497112296335,18.535539139746902,18.176506118222992,17.725325811101587,14.824974646712898,14.589757907416507,13.978357967933157,13.493492550418882
topic#5,437.06641650597925,390.61903873534317,351.06434863092915,302.8789269567361,223.16206882431536,186.34713888358036,170.95678653477597,145.52630176837758,121.1063257763648,96.2674084586731,62.01208131881946,59.484988494125744,56.02863992987965,50.7422736713307,43.01443590013001,37.020412027540104,35.753338020846044,35.59627379345059,32.8853575343555,32.706550003986756
topic#6,0.02000028238534256,0.020000241748494577,0.020000229536902146,0.020000210686560483,0.020000207575658572,0.02000020579194915,0.02000015915041827,0.02000015553519881,0.020000147792140505,0.02000014588588305,0.020000145207463026,0.02000014366093652,0.02000014213992032,0.020000136340670948,0.02000013490218131,0.02000013376550145,0.020000133263917023,0.020000133222713753,0.02000012952922428,0.020000126139466733
topic#7,0.020000111798615768,0.020000110089484373,0.020000109492998616,0.020000108802773402,0.02000010836722717,0.020000107271594875,0.020000106251826064,0.020000106248519427,0.020000105352256936,0.020000105247788624,0.020000105035596037,0.02000010493565884,0.0200001041233981,0.020000103741536792,0.020000103114223344,0.02000010301967989,0.020000102997638616,0.020000102933288504,0.020000102824325156,0.020000102247556748
topic#8,27.950981178897052,24.81214600493895,10.643678734501592,10.607378363646749,9.843673547073598,9.579748394316686,9.401774355551789,9.013762809484138,8.01999932462817,7.83649333420026,5.773802181817744,5.180353626656813,5.096806644324235,5.019999617079581,4.9745403595173565,4.560550685270924,4.376714335792842,4.030645054217711,3.370699550663009,3.278504816226652
topic#9,400.83053401351145,278.90035744882294,273.6109600619818,177.73620594055512,155.66800329712544,127.80689987201481,113.05425786821301,104.42949092120108,93.6290882125721,89.20689359810518,89.08954740131243,87.01876805073223,85.81094499307578,83.89574386658907,83.39970137188101,82.91801997169465,80.2156544450402,79.0330416864245,78.25321724286503,68.9318437831957
topic#10,0.020000589748416498,0.020000550419382198,0.020000301280455917,0.02000027767074525,0.020000264665992393,0.020000202674823192,0.020000165827579464,0.020000162461573448,0.020000156010514577,0.020000144659165903,0.02000014252098066,0.020000141427743697,0.020000133543662663,0.020000132735844008,0.02000012824669039,0.020000127622174367,0.020000127334005698,0.02000012592218891,0.02000012369087143,0.020000123631298106
topic#11,0.02000018287199888,0.020000177271900597,0.02000017120709636,0.020000158186867446,0.020000154540398753,0.020000130297118803,0.020000125572243555,0.02000012039210548,0.020000117079997954,0.02000011694561647,0.020000116510657237,0.020000115267531246,0.02000011344095781,0.02000011149320822,0.020000111487043958,0.020000110770391877,0.020000110309413854,0.020000109723766285,0.02000010844949796,0.020000108330121075
topic#12,0.020000117501829326,0.020000108082261905,0.020000107779899218,0.02000010775123199,0.020000105710880164,0.02000010516096367,0.02000010482137491,0.020000104433440014,0.02000010433609402,0.020000103470347728,0.020000103288567626,0.020000103281510705,0.02000010327120451,0.02000010298699782,0.020000102979907782,0.02000010232684791,0.02000010218519701,0.020000102165085763,0.02000010188239213,0.020000101797184186
topic#13,0.020001826212397083,0.020001803581447677,0.020001694238215417,0.02000104222853069,0.0200009041200507,0.020000794943027846,0.020000703560192984,0.02000064109209454,0.020000525484118927,0.020000488921893406,0.020000464740906283,0.020000452098586235,0.020000410947893694,0.020000378011509647,0.020000374265544994,0.020000370412022888,0.020000370046228552,0.020000365614925256,0.020000349614113868,0.020000337181999794
topic#14,0.02000011687383095,0.020000109048036535,0.020000108947774115,0.020000108718292692,0.020000108231078402,0.020000107802231794,0.020000107390096052,0.020000106360147686,0.020000105730861653,0.020000105252525623,0.02000010522194996,0.02000010444217551,0.020000103659847605,0.020000103077994304,0.02000010278794108,0.020000102485993244,0.020000102441623983,0.02000010241137594,0.0200001019332857,0.02000010176016235
