,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,word25,word26,word27,word28,word29,word30,word31,word32,word33,word34,word35,word36,word37,word38,word39,word40,word41,word42,word43,word44,word45,word46,word47,word48,word49,word50,word51,word52,word53,word54,word55,word56,word57,word58,word59
topic#0,0.006666779450322667,0.00666677738951123,0.006666776519628998,0.0066667761953277775,0.006666775412186432,0.00666677506515644,0.006666774959192515,0.006666773987819449,0.00666677299548812,0.006666771911337964,0.006666771649048941,0.006666771034579294,0.006666771034569695,0.0066667708536371165,0.006666770013625339,0.0066667698035337624,0.006666769705896126,0.006666769577097942,0.006666769515868569,0.006666769347778372,0.0066667688781395,0.006666767791258451,0.006666767756396193,0.006666767632583135,0.006666767568057066,0.006666767381904135,0.00666676733626277,0.006666767143173588,0.00666676658273017,0.0066667662350295516,0.006666766164385206,0.0066667658668110715,0.006666765769800804,0.006666765700501372,0.0066667656367990005,0.006666765498829417,0.00666676549714782,0.006666764853753799,0.006666764802253311,0.00666676477921272,0.006666764671919523,0.006666764588743849,0.006666764389652388,0.006666764365032297,0.006666764114729338,0.006666764008580551,0.006666763851028905,0.006666763781169934,0.006666763623398052,0.006666763617510413,0.0066667635862946596,0.0066667635701984805,0.006666763450572635,0.006666763428767478,0.006666763411123509,0.006666763324247873,0.006666763003893691,0.006666762957251017,0.006666762952529126,0.006666762840801726
topic#1,0.006667148218775063,0.006666935618899181,0.006666927626377441,0.006666917559847557,0.006666898605746933,0.006666860555602959,0.006666860353705258,0.006666835509340814,0.006666825051344071,0.0066668232645887655,0.006666821761599559,0.006666821693383622,0.0066668206651572205,0.006666810251814016,0.006666808080761245,0.00666680733368981,0.006666806677909942,0.006666805107506964,0.006666802813328086,0.006666802150319475,0.006666801545595581,0.006666801432453936,0.006666800906549921,0.006666797228753597,0.006666796525623052,0.0066667947633368045,0.006666794423536909,0.006666794116914732,0.006666790583470941,0.006666788907066277,0.006666788397510677,0.0066667878191919,0.006666787098870645,0.006666786921244973,0.00666678524201927,0.006666784725012099,0.0066667821861039,0.00666678207076429,0.006666781961507093,0.0066667813470737865,0.006666781097883745,0.0066667810754886545,0.006666781018168877,0.006666780940908361,0.0066667801557667985,0.006666779905475473,0.006666779367623531,0.006666779287325868,0.006666777860703056,0.006666776929997919,0.006666776460085697,0.006666776252952306,0.006666776191839982,0.006666775778467421,0.006666775402284526,0.006666775285468677,0.006666775276180607,0.006666775105640679,0.006666775101472366,0.006666774648646569
topic#2,0.006666781893729138,0.006666777299395911,0.00666677522603972,0.0066667742669097195,0.006666772771019114,0.006666772697905648,0.00666677223825709,0.00666677201935799,0.006666771964232377,0.006666771720398087,0.006666771497102116,0.006666771318084793,0.006666770953329621,0.006666770389542894,0.00666677037940969,0.006666770343202164,0.006666770337085334,0.006666769724059304,0.006666769530460529,0.006666769522814543,0.006666769448512514,0.006666769345702622,0.006666768159900066,0.006666768032776982,0.006666767991341349,0.006666767972944362,0.006666767904584471,0.006666767551716585,0.006666767409276721,0.0066667670742462295,0.006666767040497081,0.006666767012469031,0.006666766778941179,0.006666766686630366,0.006666766666317022,0.0066667666183259575,0.00666676659214863,0.006666766571002305,0.006666766489996953,0.006666766481980394,0.006666766461547098,0.006666766447169269,0.006666766304277235,0.006666766237536415,0.006666765796150264,0.006666765662283327,0.006666765586302523,0.0066667655480786335,0.006666765492340267,0.006666765229366109,0.006666765114885051,0.006666765046599712,0.006666764563667104,0.006666764226542701,0.006666764201770718,0.006666764077090285,0.00666676392264982,0.006666763920825554,0.006666763884422443,0.006666763783690636
topic#3,0.006666791361103909,0.006666787913525248,0.006666780664618442,0.006666775526668864,0.006666774348913321,0.006666773891916501,0.00666677380435725,0.0066667731426681654,0.006666772944038664,0.0066667724690845235,0.006666772407079889,0.006666772124031868,0.00666677205829948,0.006666772028974455,0.006666771910197629,0.0066667718103598245,0.006666771612034543,0.006666771408047475,0.006666770912781712,0.006666770604588671,0.0066667701998451455,0.006666769766115166,0.0066667691239637025,0.006666769010118429,0.006666768960645432,0.00666676869963135,0.006666768629063079,0.006666768451168823,0.006666768436933472,0.006666768150373428,0.006666767645733389,0.006666767043595689,0.006666766625846904,0.006666766021711424,0.006666765928264457,0.006666765854351465,0.006666765588797811,0.0066667653598569705,0.00666676533284673,0.006666765324935541,0.006666765294220147,0.006666765271200185,0.0066667651964105795,0.006666765159461382,0.006666765060228314,0.006666764969771177,0.00666676494681962,0.006666764722157043,0.006666764659504238,0.006666764423445346,0.0066667643973508705,0.0066667643846754195,0.006666764310190427,0.006666764184973371,0.006666763958055337,0.006666763891820963,0.006666763875717881,0.0066667637417550845,0.006666763699828644,0.00666676367907925
topic#4,37.95820774941261,19.98297087883046,15.006665089498055,12.006665430706677,12.006665367154124,10.91598093484965,8.986773560902389,7.955807093686156,7.88945795433074,7.242566746413351,5.994110000482734,5.976532349821257,4.996243310258279,4.121021102299362,4.0066663845824815,4.006666286102054,3.9505131952626775,3.00666646543508,3.001610114454065,2.9770788418223133,2.967101021669163,2.9656293143417565,2.9628250334483126,2.522577974265541,2.0066665694791017,1.9485489649692986,1.9388155235600215,1.936766590602175,1.9308285171887938,1.922918788464505,1.7294824901181198,1.105055329862527,0.9987261069038366,0.9973622490690924,0.9854423335931939,0.9854423032851366,0.9826372844852116,0.982530372860198,0.9785615808092071,0.9498266979604721,0.9321291100696439,0.9132030620203717,0.7641752272398992,0.006667107500956848,0.006666870137151466,0.0066668149461622415,0.006666810128846459,0.006666791137774433,0.006666781391086502,0.00666677945211871,0.0066667770426643,0.00666677499970856,0.006666774375959953,0.006666773937746158,0.006666773317734644,0.00666677213499536,0.006666771813224979,0.006666771685042923,0.006666771458526921,0.006666770945514722
topic#5,21.006664219290396,19.006664931157918,16.006663038095464,14.219025862611167,11.873690403438186,10.006665814660886,8.006665703994749,7.098667426103851,6.043160504293857,5.2215429098443575,5.200695776054351,5.162906263246947,4.325814321338324,4.152342848689744,4.061496048344841,4.006666365835764,4.0066663640221485,4.0066663610117565,3.3072736953607342,3.0950310981154487,3.062620340854207,3.006666484887155,3.0066664778083196,3.0066664577309643,3.0066664413671003,3.0066664390112012,3.0066663337742026,3.0037426893878716,2.4965857807123375,2.1515458443605295,2.059178239929648,2.055279234529069,2.0452953453077845,2.0330285283960747,2.006666575886426,2.0066665706548177,2.006666564790487,2.0066665611961914,2.006666554948002,2.0066665519556963,2.0066665472083214,2.0066665433701596,2.0066665404209196,2.0066665295765356,2.0066665223474756,2.006666518806086,2.0066665090512483,1.1194851591217656,1.0578392588311845,1.043129713232101,1.0398314697862245,1.0359754848776839,1.0172452077538772,1.0140918784111908,1.0066666835640996,1.006666663360468,1.0066666583876114,1.0066666580756027,1.006666657581956,1.0066666559315014
topic#6,0.00666680613251507,0.006666777652074682,0.0066667771344542754,0.006666776978117124,0.0066667768143513495,0.006666776640489632,0.0066667742312216316,0.006666773509383844,0.006666773190636603,0.006666773098625607,0.006666772890464424,0.006666772487590083,0.00666677196111431,0.00666677166438009,0.00666677144405007,0.006666771256422245,0.006666770951939562,0.006666770906464203,0.006666770541549413,0.006666769770220469,0.006666769745599631,0.006666769497702817,0.006666769439873345,0.0066667691454655575,0.006666769110302204,0.006666769069103118,0.00666676902740205,0.0066667687185951235,0.006666768656310812,0.00666676859946389,0.006666768520989664,0.006666768069407853,0.006666767959771517,0.006666767780518011,0.006666767569138805,0.006666767537397958,0.0066667671025743384,0.006666767079727186,0.006666766943421798,0.006666766793739074,0.006666766550566617,0.006666766549390374,0.006666766532473374,0.006666766482831726,0.006666766352261539,0.006666766200176132,0.006666766163294371,0.006666766051630712,0.006666765993729062,0.006666765899741471,0.006666765729724561,0.006666765703874237,0.0066667655563979284,0.006666765513055914,0.00666676545482001,0.006666765450692455,0.006666765284488196,0.006666765199008359,0.006666765158207616,0.006666765139290801
topic#7,0.006666797699297824,0.006666779817750232,0.0066667790028580665,0.006666778453326883,0.006666777798720407,0.006666777062526889,0.006666775554257756,0.006666775114901165,0.006666775007368228,0.006666774309897432,0.006666774194582466,0.006666774015093879,0.006666773045414344,0.006666772128601713,0.006666771766028448,0.006666771575419063,0.006666770917226355,0.0066667708353548485,0.0066667701741095434,0.006666769779901618,0.006666769691801909,0.006666769344114286,0.006666769305278824,0.006666768245752547,0.006666768089871238,0.006666767911981084,0.006666767900339976,0.0066667676818602094,0.006666767330603845,0.006666767242488294,0.006666767198339293,0.006666767069395578,0.006666766950851314,0.0066667667504995524,0.006666766577437585,0.006666766569277606,0.006666766534943575,0.006666766421885635,0.00666676608601079,0.006666766082425293,0.006666766065340737,0.00666676597000864,0.006666765794310125,0.006666765447302532,0.006666765355338726,0.00666676508500145,0.006666765040043294,0.006666764937538111,0.006666764909754964,0.006666764809695666,0.006666764805773073,0.006666764792067415,0.006666764762967532,0.006666764683248634,0.006666764578385723,0.006666764453817841,0.006666764282052412,0.006666764217665969,0.006666764201930911,0.006666764180746306
topic#8,0.006666782123181698,0.0066667820617018585,0.006666776908500464,0.006666776725555541,0.006666775218768573,0.006666774677263187,0.00666677339364882,0.006666772410771675,0.006666771337174722,0.006666770849048449,0.00666677084082105,0.006666770662287181,0.0066667705035503315,0.006666770022374401,0.006666770015094485,0.006666769592831441,0.006666769345849753,0.00666676930201315,0.006666768628772838,0.006666768618661784,0.006666768519339593,0.006666768415702046,0.006666768285158662,0.006666768235040753,0.006666767914949771,0.006666767573832179,0.006666767562657866,0.006666767394050859,0.006666767252090752,0.006666767101793291,0.006666767028701591,0.006666767024444904,0.006666766988707055,0.0066667668940420775,0.006666766841392443,0.006666766809908653,0.006666766654650147,0.006666766585079379,0.006666766506972424,0.006666766446568058,0.006666766372443896,0.006666766315955985,0.006666766189269795,0.006666765663253593,0.006666765644122217,0.006666765569524128,0.006666765552167077,0.006666765443662921,0.0066667654099457985,0.006666765190298095,0.006666764958341803,0.006666764925305115,0.006666764901255275,0.006666764865253315,0.006666764298228687,0.00666676428625505,0.006666764205087844,0.006666763916232811,0.006666763719803031,0.00666676347341134
topic#9,17.006665118206485,16.006665241805592,15.006665126783368,15.006664580333583,11.006665622162664,10.0066653220353,8.006665852569487,8.006665766344078,7.006665894904734,6.006666134769821,6.006666095012115,6.006666084183831,6.006666080140333,5.006666264221492,5.0066661093819285,5.006666008964513,4.006666317131131,4.006666272845197,4.006666266816416,4.006666230011947,3.006666496438876,3.0066663717873765,3.0066663452481186,3.0066663439623076,3.0066663285763218,3.0066663253139887,2.006666558767749,2.0066665467256617,2.0066665372134036,2.0066665167606055,2.0066665100578036,2.0066665065887257,2.00666650480234,2.0066664842588673,2.0066664840356228,2.006666450215472,1.006666678089249,1.0066666687059094,1.0066666682396301,1.006666659822561,1.0066666582975183,1.006666657408588,1.0066666545155494,1.0066666535471063,1.0066666496458438,1.0066666494686716,1.0066666493535312,1.0066666465329095,1.006666645454876,1.0066666426306703,1.0066666420680734,1.006666641946083,1.0066666405696816,1.0066666402369169,1.006666638779265,1.0066666377874052,1.006666635904786,1.0066666314750516,1.006666628502146,1.0066666213732334
